,company_founded,company_location,company_industry,company_name,company_employees,company_website
928,['Berlin'],"['Wolfsburg', 'Lower Saxony']",['Automotive'],Volkswagen AG,"[' 667,647 employees (average during 2021)', '[4]']","['www', '.volkswagenag', '.com']"
929,"['Ravenswood, Chicago']",['Illinois'],"['Health care', 'Medical devices', 'Pharmaceutical']",Abbott Laboratories,"['~113,000 (December 2021)']","['www', '.abbott', '.com']"
930,['September\xa02010'],"['Technology Square', 'Cambridge, Massachusetts']",['Biotechnology'],"Moderna, Inc.","['2,700 (2021)']","['www', '.modernatx', '.com']"
931,['2013'],"['North Chicago, Illinois']",['Biopharmaceutical'],AbbVie Inc.,"[' 50,000 (Jan 2022)', '[1]']","['abbvie', '.com']"
932,['1876'],"['Indianapolis, Indiana']",['Pharmaceutical'],Eli Lilly and Company,"['c.', '\u200935,000', ' (2021)']","['www', '.lilly', '.com']"
933,"['spinoff', 'NTT']","['Toyosu, Tokyo', 'Japan']","['Information technology', 'Consulting', 'Outsourcing']",NTT DATA Corporation,"['139,500 (2021)', '[1]']","['www', '.nttdata', '.com', '/global', '/en', '/']"
934,"['Los Altos, California']",['1 Apple Park Way'],"['Consumer electronics', 'Software services', 'Online services']",Apple Inc.,"['164,000\xa0(2022)']",[' ']
935,"['Kawasaki', 'Kanagawa']","['Shiodome City Center', 'Minato, Tokyo']","['Computer hardware', 'Consulting', 'Cloud computing', 'Telecommunications', 'Data storage', 'Consumer electronics']",Fujitsu Limited,"['126,400 (2021)', '[2]']","['www', '.fujitsu', '.com']"
936,['2001'],"['Mumbai', 'Maharashtra']",['Business process management'],Firstsource Solutions Limited,"['27000+', '[4]']","['firstsource', '.com']"
937,['1914'],"['Mumbai', 'Maharashtra']",['Conglomerate'],Hinduja Group,"['200,000+', '[2]']","['www', '.hindujagroup', '.com']"
938,['24 August 1910'],"['Kolkata', 'West Bengal', 'India']",['Conglomerate'],ITC Limited,"['36,500 (2021)']","['www', '.itcportal', '.com']"
939,"['March, 2000']",['India'],[],eClerx Services Limited,['14500+'],[]
940,['1996'],['Mumbai'],"['Business process management', 'outsourcing', 'IT consulting']",WNS Global Services,"['46,918 (30 June 2021)', '[2]']","['www', '.wns', '.com', 'www', '.wnsdecisionpoint', '.com']"
941,['National Data Corporation'],"['Alliance Center', 'Atlanta', 'Georgia']",['Payment processing'],Global Payments Inc.,"['24,000', '[6]', '\xa0(2020)']",['www.GlobalPayments.com']
942,"['Palo Alto, California']","['Mountain View, California']",['Enterprise software'],Intuit Inc.,"['14,200', '[1]', '\xa0(2021)']",['Intuit.com']
943,"['Palo Alto, California']",['Stanford Research Park'],"['Cloud computing', 'Virtualization', 'Computer software']","VMware, Inc.","['37,500 (2022)']",['vmware.com']
944,"['Paterson, New Jersey']","['Roseland, New Jersey', 'U.S.']","['Business services', 'Software']","ADP, Inc.","['58,000 (2020)']","['adp', '.com']"
945,['1984'],"['Brookfield, Wisconsin']",[],"Fiserv, Inc.","['44,000 (December 2019)']","['www', '.fiserv', '.com']"
946,"['November\xa03, 2021']",['One Vanderbilt'],"['IT Services', 'IT Consulting']","Kyndryl Holdings, Inc.","['90,000 (2021)']","['www', '.kyndryl', '.com']"
947,['December\xa01982'],['Adobe World Headquarters'],['Software'],Adobe Inc.,"['25,988 (2021)']","['adobe', '.com']"
948,['Sydney (1951)'],['Sydney'],['Precious Metal Services'],Pallion Group,[],['pallion.com']
949,['1987'],"['Newport Beach', 'California', 'United States']",['Financial services'],Monex Deposit Company (trading as Monex Precious Metals),[],"['www', '.monex', '.com']"
950,"['Le Locle', 'Switzerland']",['NeuchÃ¢tel'],[],Metalor Group,[],['http://www.metalor.com/']
951,['28\xa0March 1924'],"['Tour Total', 'Courbevoie', 'France']","['Petroleum', 'Energy']",TotalEnergies SE,"['105,476 (2020)', '[2]']","['totalenergies', '.com']"
952,['1992'],"['Dubai', 'United Arab Emirates']",[],Emirates Gold,[],"['emiratesgold', '.ae']"
953,['1660'],"['Hanau', 'Germany']",['Technology'],Heraeus,"['16,200 ', '(2021)', '[1]']","['www', '.heraeus', '.com']"
954,['1995'],"['Adelaide, Australia']",['Visual effects'],Rising Sun Pictures,[],"['www', '.rsp', '.com', '.au']"
955,['1\xa0May 1998'],"['Moore Park', 'Sydney', 'New South Wales', 'Australia', 'Map']",['Film'],Disney Studios Australia,[],"['www', '.disneystudiosaustralia', '.com']"
956,['17\xa0November 1328'],"['Kremnica', 'Slovakia']",['Metalworking'],Kremnica Mint,[],[]
957,['1960\xa0'],"['Los Angeles', 'California', 'U.S.']",[],"Goldline, LLC",[],['Goldline.com']
958,['1996'],['Buenos Aires'],['Cinema of Argentina'],Patagonik Film Group,[],['Patagonik Film Group']
959,['Benghazi'],['Libya'],['Oil and gas industry'],National Oil Corporation,[],['NOC.ly/index.php/en']
960,['1979'],"['Benghazi', 'Libya']",['Petroleum'],Arabian Gulf Oil Company,[],['Official website']
961,['February\xa02008'],"['Lagos', 'Nigeria']",['Oil and gas'],Aiteo Group,[],"['www', '.aiteogroup', '.com']"
962,['2004'],['Singapore'],['Oil and gas'],Madagascar Oil Limited,[],"['www', '.madagascaroil', '.com']"
963,"['April\xa024,\xa02009']",['Ghana'],"['Oil', 'Gas', 'Equity', 'Mining', 'Agriculture']",STAR AFRICA COMMODITIES & MINERALS LTD.,[],['www.star-af.com']
964,['1998'],['Republic of the Congo'],['oil and gas industry'],SociÃ©tÃ© nationale des pÃ©troles du Congo,[],[]
965,['1976'],"['Luanda', 'Angola']",['Oil and gas industry'],Sociedade Nacional de CombustÃ­veis de Angola E.P.,"['13,000\xa0(2022)']",['Sonangol.co.ao']
966,['June\xa02016'],['Singapore'],['Financial services'],Crypto.com,"['4,000\xa0(2022)']","['crypto', '.com']"
967,['Tokyo'],['Tokyo'],[],Coincheck,[],[]
968,"['San Francisco, California']",['Remote-first'],['Cryptocurrency'],"Coinbase Global, Inc.","['3,730 (2021)']","['www', '.coinbase', '.com']"
969,[],"['Boston, Massachusetts']",[],Circle Internet Financial Limited,[],[]
970,"['Milwaukee, Wisconsin']","['Milwaukee, Wisconsin', 'U.S.']",['Retail'],Colectivo Coffee Roasters,[],['Colectivo Coffee Roasters']
971,['1998'],"['Chaoyang District', 'Beijing', 'China']",['Petroleum refining'],China Petrochemical Corporation,"['582,648 (Q3 2020) ', '[2]']",['China Petrochemical Corporation']
972,['1988'],"['Dongcheng District', 'Beijing', 'China']",['Oil and gas'],China National Petroleum Corporation,[],"['www', '.cnpc', '.com', '.cn', '/en', '/']"
973,['2002'],"['Xicheng District, Beijing']",['Electric utility'],State Grid Corporation of China,"['1.566 million (2019) ', '[3]', '[4]']","['www', '.sgcc', '.com', '.cn']"
974,['29 May 1933'],"['Dhahran', 'Saudi Arabia']",['Oil and gas'],Saudi Arabian Oil Company,"['66,800', '[5]', '\xa0(June 2020)']",['aramco.com']
975,"['Bellevue, Washington']","['Seattle, Washington', 'Arlington, Virginia']","['E-commerce', 'Cloud Computing', 'Artificial intelligence', 'Consumer electronics', 'Entertainment', 'Digital distribution', 'Self-driving cars', 'Supermarket']","Amazon.com, Inc.","[' 1,544,000 (September 2022)', 'U.S.: 950,000 (June 2021)']",[' ']
976,['Merck'],"['Rahway, New Jersey']",['Pharmaceutical industry'],"Merck & Co., Inc.","[' 68,000 (2021)']","[' (US & Canada)', ' (international)']"
977,['1896'],"['Basel', 'Switzerland']",['Pharmaceuticals'],Roche Holding AG,"[' 100,920 (2021)', '[4]']","['www', '.roche', '.com']"
978,['24 October 1986'],"['Pune', 'Maharashtra']","['Information technology', 'Consulting', 'Outsourcing']",Tech Mahindra,"['141,193 (2021)', '[4]']","['www', '.techmahindra', '.com']"
979,['11\xa0August 1976'],"['Noida', 'Uttar Pradesh']","['Information technology', 'Consulting', 'Outsourcing']",HCLTech,"['210,966 (2022)', '[2]']","['www', '.hcltech', '.com']"
980,['29 December 1945'],['Sarjapur Road'],['Conglomerate'],Wipro Limited,"['231,671 (2021)', '[3]']","['www', '.wipro', '.com']"
981,"['February\xa03, 1999']","['Salesforce Tower', 'San Francisco, California', ', U.S.']","['Cloud computing', 'Enterprise software', 'Consulting']","Salesforce, Inc.","['73,542 (August 2022)']","['salesforce', '.com']"
982,"['March\xa01996', '(from merger)']","[', Switzerland', ', ', ' ']",['Pharmaceuticals'],Novartis AG,"[' 110,000 (2021)', '[3]']","['www', '.novartis', '.com']"
983,"['1849', ' in New York City']","['New York City', 'U.S.']","['Pharmaceutical', 'Biotechnology']",Pfizer Inc.,"['approx. 79,000', '[1]', '\xa0(2021)']","['pfizer', '.com']"
984,['Weinheim'],"['Walldorf', 'Baden-WÃ¼rttemberg']","['Enterprise software', 'Business software', 'Cloud computing', 'Consulting']",SAP SE,"['107,415 (2021)', '[1]']","['www', '.sap', '.com']"
985,['2 July 1981'],"['Bangalore', 'Karnataka']","['Information technology', 'Consulting', 'Outsourcing']",Infosys Limited,"['3,35,186 (2022)', '[3]']","['www', '.infosys', '.com']"
986,[],[],[],China Banknote Printing and Minting Corporation,[],['www.cbpm.cn']
987,['1965'],"['Dallas, Texas']",['Recommerce'],Envela Corporation,['60+'],[]
988,"['Confinity', 'X.com']","['San Jose, California', 'La Vista, Nebraska']",['Financial technology'],"PayPal Holdings, Inc.","['c.', '\u200930,900', ' (2021)', '[3]']","['www', '.paypal', '.com']"
989,"['Santa Clara, California']","['Austin, Texas']","['Enterprise software', 'Business software', 'Cloud computing', 'Computer hardware', 'Consulting']",Oracle Corporation,"['143,000 (May 2022)', '[3]']",['oracle.com']
990,"['Computing-Tabulating-Recording Company', 'Endicott, New York']","['Armonk, New York']",['Information technology'],International Business Machines Corporation,"['282,100 (December 2021)', '[6]']",['ibm.com']
991,['August 2019'],[],['Financial Services'],Bundle Africa,['11-50\xa0(2021)'],['https://www.bundle.africa/']
992,['2011'],['Russia'],['Bitcoin Exchange'],BTC-e,[],"['btc-e', '.com']"
993,['December\xa01963'],['Hydra'],['Oil and Gas'],Sonatrach,"['+200,000 (2022)']","['sonatrach', '.com']"
994,['2013'],"['Beijing', 'China']","['Consumer electronics', 'Computer hardware']",Canaan Creative,['more than 300'],['canaan.io']
995,['1967'],"['London', 'England']",[],Baird & Co.,['+50'],"['www', '.bairdmint', '.com']"
996,"['York', 'United Kingdom']","['Luxembourg City', 'Luxembourg']",['Cryptocurrency'],Blockchain.com,['185'],"['blockchain', '.com']"
997,['2014'],"['Victoria', 'British Columbia']","['Cryptocurrency', 'software']",Blockstream,"['50â100', '[', 'citation needed', ']', '\xa0(2014)']","['blockstream', '.com']"
998,['2015'],"['Berlin, Germany']",['Financial Services'],Nuri,[],[]
999,[],[],[],Bitstamp,[],"['www', '.bitstamp', '.net']"
1000,[],"['Atlanta', 'Georgia', 'USA']",['Payment Processor'],BitPay,[],[]
1001,['2014'],['Seychelles'],[],BitMEX,[],"['www', '.bitmex', '.com']"
