,company_ceo,company_name
3142,,MEDICOVER AB (PUBL)
3143,,TERNIUM ARGENTINA
3144,,INTEGRA LIFESCIENCES HOLDINGS CORPORATION
3145,,OBAYASHI CORPORATION
3146,,AUROBINDO PHARMA
3147,,HEBEI YANGYUAN ZHIHUI BEVERAGE
3148,,ICADE
3149,,ARDAGH METAL PACKAGING S.A.
3150,,TMX GROUP
3151,,PSP SWISS PROPERTY AG
3152,,RAYONIER
3153,,LUPIN
3154,,KUALA LUMPUR KEPONG BERHAD
3155,,JINDAL STEEL & POWER
3156,,NAVINFO
3157,,"THERALINK TECHNOLOGIES, INC."
3158,,KANSAI PAINT
3159,,FUCHS PETROLUB SE
3160,,"LUMINAR TECHNOLOGIES, INC."
3161,,AVIC CAPITAL
3162,,"ADVANCED ENERGY SOLUTION HOLDING CO., LTD."
3163,,HOCHTIEF
3164,,ASIA CEMENT CORPORATION
3165,,QINGDAO PORT INTERNATIONAL
3166,,BAWAG GROUP AG
3167,,SHIN KONG FINANCIAL HOLDING
3168,,QUEBECOR
3169,,AMN HEALTHCARE SERVICES
3170,,VISERA TECHNOLOGIES COMPANY LTD.
3171,,PT BARITO PACIFIC TBK
3172,,BENEFIT ONE
3173,,HOME PRODUCT CENTER PUBLIC COMPANY
3174,,PARADE TECHNOLOGIES
3175,,ZOTYE AUTOMOBILE CO. LTD
3176,,JOINN LABORATORIES (CHINA)
3177,,KUMHO PETROCHEMICAL
3178,,SPECTRIS
3179,,RED STAR MACALLINE GROUP CORPORATION
3180,,SYNLAB AG
3181,,MITSUI CHEMICALS
3182,,AAK AB (PUBL.)
3183,,HAOHUA CHEMICAL SCIENCE & TECHNOLOGY
3184,,NCR CORPORATION
3185,,JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY
3186,,GELSENWASSER AG
3187,,TIANFENG SECURITIES
3188,,HOLLYFRONTIER CORPORATION
3189,,CHINA MINMETALS RARE EARTH
3190,,ZHUZHOU HONGDA ELECTRONICS
3191,,CHINA EVERGRANDE NEW ENERGY VEHICLE GROUP
3192,,PERRIGO COMPANY
3193,,WIN SEMICONDUCTORS
3194,,CURTISS-WRIGHT CORPORATION
3195,,UNIVERSAL FOREST PRODUCTS
3196,,MANPOWERGROUP
3197,,IBERIABANK CORPORATION
3198,,CHINA MEIDONG AUTO HOLDINGS
3199,,DIPLOMA PLC
3200,,NOKIAN RENKAAT OYJ
3201,,JOHNSON MATTHEY
3202,,HOSHIZAKI CORPORATION
3203,,MICROSTRATEGY
3204,,HUANENG RENEWABLES CORPORATION
3205,,SHANXI LU'AN ENVIRONMENTAL ENERGY DEVELOPMENT
3206,,FIELMANN
3207,,BELLWAY
3208,,BANK OF BARODA
3209,,ASAHI INTECC
3210,,YUNNAN YUNTIANHUA
3211,,STERICYCLE
3212,,ENGIE BRASIL ENERGIA
3213,,NATIONAL INSTRUMENTS CORPORATION
3214,,LOTUS BAKERIES NV
3215,,EXPONENT
3216,,IRIDIUM COMMUNICATIONS
3217,,BEIJING UNITED INFORMATION TECHNOLOGY
3218,,LIGHTSPEED POS
3219,,NATURA & CO
3220,,"DONGGUAN YIHEDA AUTOMATION CO., LTD."
3221,,"JIANGSU GOODWE POWER SUPPLY TECHNOLOGY CO., LTD"
3222,,SFS GROUP AG
3223,,SIEYUAN ELECTRIC
3224,,PT ADARO ENERGY TBK
3225,,SHANXI XISHAN COAL AND ELECTRICITY POWER
3226,,PB FINTECH LIMITED
3227,,CYFROWY POLSAT
3228,,BLUEPRINT MEDICINES CORPORATION
3229,,IMPULSORA DEL DESARROLLO Y EL EMPLEO EN AMERICA LATINA
3230,,CABOT MICROELECTRONICS CORPORATION
3231,,ZHONGAN ONLINE P & C INSURANCE
3232,,COLGATE-PALMOLIVE (INDIA)
3233,,"MISTER CAR WASH, INC."
3234,,WUHAN ZHONGSHANG COMMERCIAL GROUP
3235,,FRASERS GROUP
3236,,BEIJING ENLIGHT MEDIA
3237,,SOUTHWEST SECURITIES
3238,,"LUOYANG XINQIANGLIAN SLEWING BEARING CO., LTD."
3239,,ITO EN
3240,,SICHUAN NEW ENERGY POWER COMPANY LIMITED
3241,,EVERCORE
3242,,JUNEYAO AIRLINES CO. LTD
3243,,AVICHINA INDUSTRY & TECHNOLOGY COMPANY
3244,,PEPKOR HOLDINGS
3245,,SINOTRANS
3246,,DASHENLIN PHARMACEUTICAL GROUP
3247,,MAZDA MOTOR CORPORATION
3248,,ALK-ABELLO A/S
3249,,SL GREEN REALTY
3250,,"CHINA BOHAI BANK CO., LTD."
3251,,"FARASIS ENERGY (GAN ZHOU) CO., LTD."
3252,,SINOLINK SECURITIES
3253,,ARGO INVESTMENTS
3254,,KEIO CORPORATION
3255,,ALTAIR ENGINEERING
3256,,CHINALIN SECURITIES
3257,,WANDA FILM HOLDING
3258,,TENABLE HOLDINGS
3259,,ZAI LAB
3260,,KINTETSU GROUPHOLDINGS
3261,,CIT GROUP
3262,,ITALGAS
3263,,WENDY'S COMPANY
3264,,LIVZON PHARMACEUTICAL GROUP
3265,,ZHONGJI INNOLIGHT
3266,,NGK INSULATORS
3267,,MGIC INVESTMENT CORPORATION
3268,,CLOUDERA
3269,,UNITED BANKSHARES
3270,,UMB FINANCIAL CORPORATION
3271,,AUTOBIO DIAGNOSTICS
3272,,UNIVERSAL SCIENTIFIC INDUSTRIAL (SHANGHAI)
3273,,EVN AG
3274,,WINNING HEALTH TECHNOLOGY GROUP
3275,,MERITZ FINANCIAL GROUP
3276,,DE'LONGHI
3277,,TERMINIX GLOBAL HOLDINGS
3278,,DKSH HOLDING
3279,,DRIVEN BRANDS HOLDINGS INC.
3280,,SEAWORLD ENTERTAINMENT
3281,,MAN WAH HOLDINGS
3282,,CHINA MERCHANTS ENERGY SHIPPING
3283,,ESSENT GROUP
3284,,LITE-ON TECHNOLOGY CORPORATION
3285,,ANHUI JIANGHUAI AUTOMOBILE GROUP
3286,,MIMECAST
3287,,AIR LEASE CORPORATION
3288,,AVANZA BANK HOLDING AB (PUBL)
3289,,KINGFA SCI. & TECH
3290,,DIRECT LINE INSURANCE GROUP
3291,,HANGZHOU GREAT STAR INDUSTRIAL
3292,,CATHAY PACIFIC AIRWAYS
3293,,BLUESTAR ADISSEO COMPANY
3294,,SHANGHAI ORIENTAL PEARL GROUP
3295,,ANGELALIGN TECHNOLOGY INC.
3296,,WPX ENERGY
3297,,WENDEL
3298,,HALOZYME THERAPEUTICS
3299,,PT SINAR MAS MULTIARTHA TBK
3300,,VONAGE HOLDINGS
3301,,INDEPENDENCE REALTY TRUST
3302,,ABBOTT INDIA
3303,,BLACKSTONE MORTGAGE TRUST
3304,,SHENERGY COMPANY
3305,,CONVATEC GROUP
3306,,ACCTON TECHNOLOGY CORPORATION
3307,,GRANITE REAL ESTATE INVESTMENT TRUST
3308,,EMEMORY TECHNOLOGY
3309,,CHINA BIOLOGIC PRODUCTS HOLDINGS
3310,,AECC AERO-ENGINE CONTROL
3311,,GREEK ORGANIZATION OF FOOTBALL PROGNOSTICS
3312,,GUOYUAN SECURITIES COMPANY
3313,,ARMSTRONG WORLD INDUSTRIES
3314,,ZHEJIANG HUAHAI PHARMACEUTICAL
3315,,RUMO
3316,,ENDEAVOUR MINING CORPORATION
3317,,BLUE MOON GROUP HOLDINGS LIMITED
3318,,CLEAN HARBORS
3319,,CHINA TAIPING INSURANCE HOLDINGS COMPANY
3320,,ASHOK LEYLAND
3321,,"CRICUT, INC."
3322,,CONTAINER CORPORATION OF INDIA
3323,,MAPLETREE INDUSTRIAL TRUST
3324,,SHANDONG INTCO MEDICAL PRODUCTS
3325,,FOMENTO DE CONSTRUCCIONES Y CONTRATAS
3326,,CANVA
3327,,ZOOX
3328,,KINGBOARD HOLDINGS
3329,,CRISPR THERAPEUTICS AG
3330,,ZHEJIANG JUHUA
3331,,CPFL ENERGIA
3332,,FABEGE AB (PUBL)
3333,,BITMAIN
3334,,DADA GROUP
3335,,GINKGO BIOWORKS
3336,,GUSTO
3337,,HOUZZ
3338,,IMPOSSIBLE FOODS
3339,,KATERRA
3340,,KRAKEN
3341,,NIANTIC
3342,,OPENDOOR LABS
3343,,ROYOLE
3344,,SOFI
3345,,TRIPACTIONS
3346,,UBTECH
3347,,UNITED IMAGING
3348,,VIPKID
3349,,WM MOTOR
3350,,WOOWA BROTHERS
3351,,MEGVII
3352,,ANDRITZ AG
3353,,ADANI POWER
3354,,SINOPEC OILFIELD SERVICE CORPORATION
3355,,AMPOL LIMITED
3356,,VONTIER CORPORATION
3357,,POWSZECHNY ZAKLAD UBEZPIECZEN SA
3358,,DERWENT LONDON
3359,,QUIDEL CORPORATION
3360,,TRENT
3361,,EBOS GROUP
3362,,ZIFF DAVIS INC
3363,,VARTA AG
3364,,KINGBOARD LAMINATES HOLDINGS
3365,,TOPDANMARK A/S
3366,,SEMTECH CORPORATION
3367,,TFS FINANCIAL CORPORATION
3368,,BALCHEM CORPORATION
3369,,ISKENDERUN DEMIR VE CELIK
3370,,"ZHEJIANG ORIENT GENE BIOTECH CO., LTD."
3371,,POWER INTEGRATIONS
3372,,KURITA WATER INDUSTRIES
3373,,"HAYWARD HOLDINGS, INC."
3374,,CD PROJEKT
3375,,PDC ENERGY
3376,,NATIONAL PETROCHEMICAL COMPANY
3377,,YUNNAN TIN COMPANY
3378,,BUCHER INDUSTRIES AG
3379,,METROPOLITAN BANK & TRUST CO
3380,,QATAR ELECTRICITY & WATER COMPANY
3381,,AVIENT CORPORATION
3382,,QATAR GAS TRANSPORT COMPANY (NAKILAT) (QPSC)
3383,,MBANK
3384,,ROGERS CORPORATION
3385,,YANGZHOU YANGJIE ELECTRONIC TECHNOLOGY
3386,,MAREL
3387,,MERLIN PROPERTIES SOCIMI
3388,,EQM MIDSTREAM PARTNERS LP
3389,,JUNGHEINRICH
3390,,EBARA CORPORATION
3391,,SHENZHEN KEDALI INDUSTRY
3392,,HONEYWELL AUTOMATION INDIA
3393,,EVOQUA WATER TECHNOLOGIES
3394,,BLUE OWL CAPITAL INC.
3395,,SHANGHAI CONSTRUCTION GROUP
3396,,VALMONT INDUSTRIES
3397,,GUANGZHOU YUEXIU FINANCIAL HOLDINGS GROUP
3398,,FTI CONSULTING
3399,,SHENGHE RESOURCES HOLDING CO. LTD
3400,,CJ CHEILJEDANG CORPORATION
3401,,RLI Corp
3402,,RENISHAW
3403,,KINSALE CAPITAL GROUP
3404,,RAYTRON TECHNOLOGY
3405,,NINE DRAGONS PAPER (HOLDINGS)
3406,,DENALI THERAPEUTICS
3407,,BLACKBERRY
3408,,VICOR CORPORATION
3409,,TIANMA MICROELECTRONICS
3410,,AMERICAN NATIONAL INSURANCE COMPANY
3411,,ACADIA HEALTHCARE COMPANY
3412,,BANK OF CHANGSHA
3413,,NEW RESIDENTIAL INVESTMENT
3414,,MINTH GROUP
3415,,INPOST S.A.
3416,,DIGITAL TURBINE
3417,,CLICKS GROUP
3418,,HINO MOTORS
3419,,COFINIMMO SA
3420,,BETTA PHARMACEUTICALS
3421,,RYMAN HOSPITALITY PROPERTIES
3422,,HUBEI ENERGY GROUP
3423,,AAC TECHNOLOGIES HOLDINGS
3424,,DR. MARTENS PLC
3425,,WESTERN MINING
3426,,"AUTEL INTELLIGENT TECHNOLOGY CORP., LTD."
3427,,KEYERA
3428,,MACOM TECHNOLOGY SOLUTIONS HOLDINGS
3429,,BAYCURRENT CONSULTING
3430,,CIRRUS LOGIC
3431,,SIGNATURE AVIATION
3432,,ULTRAGENYX PHARMACEUTICAL
3433,,BANCO DE CREDITO E INVERSIONES
3434,,VICTORIA'S SECRET & CO.
3435,,RICHTER GEDEON VEGYESZETI GYAR NYILVANOSAN MUKODO
3436,,JIANGXI ZHENGBANG TECHNOLOGY
3437,,SHANGHAI ELECTRIC POWER COMPANY
3438,,DO-FLUORIDE CHEMICALS
3439,,SHANDONG SUNPAPER
3440,,NAVISTAR INTERNATIONAL CORPORATION
3441,,CDK GLOBAL
3442,,AU SMALL FINANCE BANK
3443,,YOUNGOR GROUP
3444,,EVA AIRWAYS
3445,,ATACADAO
3446,,CHART INDUSTRIES
3447,,GUIZHOU SPACE APPLIANCE
3448,,MAXLINEAR
3449,,BROTHER INDUSTRIES
3450,,MURPHY USA
3451,,NORTH INDUSTRIES GROUP RED ARROW CO. LTD
3452,,FUTU HOLDINGS
3453,,KAKAKU.COM
3454,,INMOBILIARIA COLONIAL SOCIMI
3455,,EVOLUTION MINING LIMITED
3456,,TIANJIN 712 COMMUNICATION & BROADCASTING
3457,,SINO-AMERICAN SILICON PRODUCTS
3458,,SITIME CORPORATION
3459,,WANGFUJING GROUP
3460,,STONECO
3461,,VONTOBEL HOLDING AG
3462,,IRAY TECHNOLOGY COMPANY LIMITED
3463,,SIGNET JEWELERS
3464,,SPIRIT AEROSYSTEMS HOLDINGS
3465,,DELIVEROO PLC
3466,,PT BANK BRISYARIAH TBK
3467,,TRAVEL + LEISURE CO.
3468,,SECURITAS AB
3469,,RABIGH REFINING AND PETROCHEMICAL COMPANY
3470,,POLYCAB INDIA LIMITED
3471,,CHONGQING FULING ZHACAI GROUP
3472,,SOUTHWESTERN ENERGY COMPANY
3473,,NEW FORTRESS ENERGY LLC
3474,,BANKINTER
3475,,NINGBO ORIENT WIRES & CABLES
3476,,HYUNDAI STEEL COMPANY
3477,,SOCIETA INIZIATIVE AUTOSTRADALI E SERVIZI
3478,,CROMWELL PROPERTY GROUP
3479,,CALLAWAY GOLF COMPANY
3480,,AGREE REALTY CORPORATION
3481,,PS BUSINESS PARKS
3482,,STOREBRAND ASA
3483,,GLANBIA
3484,,"NCINO, INC."
3485,,TRAVELSKY TECHNOLOGY
3486,,CHINA SPACESAT
3487,,QATAR FUEL COMPANY Q.P.S.C.(WOQOD)
3488,,ASTRAL POLY TECHNIK
3489,,SCREEN HOLDINGS
3490,,H. LUNDBECK A/S
3491,,CARSALES.COM LTD
3492,,PUNJAB NATIONAL BANK
3493,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
3494,,MICRO-STAR INTERNATIONAL
3495,,KEBODA TECHNOLOGY
3496,,HOPSON DEVELOPMENT HOLDINGS
3497,,BANCA GENERALI
3498,,PREMIER
3499,,SHENZHEN YUTO PACKAGING TECHNOLOGY
3500,,BB BIOTECH AG
3501,,"PETCO HEALTH & WELLNESS COMPANY, INC."
3502,,SHELL MIDSTREAM PARTNERS
3503,,HIGHWOODS PROPERTIES
3504,,ATOTECH LTD
3505,,ATKORE INTERNATIONAL GROUP
3506,,BAOJI TITANIUM INDUSTRY
3507,,"INNER MONGOLIA YUAN XING ENERGY CO.,LTD"
3508,,SANTEN PHARMACEUTICAL
3509,,ATOS SE
3510,,FUJIAN TORCH ELECTRON TECHNOLOGY
3511,,WINGSTOP
3512,,ANTERO MIDSTREAM CORPORATION
3513,,QUALYS
3514,,CHINA EVERBRIGHT INTERNATIONAL
3515,,WALKER & DUNLOP
3516,,SPORTRADAR
3517,,XIAMEN TUNGSTEN
3518,,WUCHAN ZHONGDA GROUP
3519,,MEINIAN ONEHEALTH HEALTHCARE HOLDINGS
3520,,JIANGXI SPECIAL ELECTRIC MOTOR
3521,,AMEDISYS
3522,,TOSOH CORPORATION
3523,,LG UPLUS
3524,,CONCORDIA FINANCIAL GROUP
3525,,ICU MEDICAL
3526,,RANGE RESOURCES CORPORATION
3527,,TITAN WIND ENERGY (SUZHOU)
3528,,HERBALIFE NUTRITION
3529,,LOGMEIN
3530,,IG GROUP HOLDINGS
3531,,BANCO BPM SOCIETA PER AZIONI
3532,,HANOVER INSURANCE GROUP
3533,,YADEA GROUP HOLDINGS
3534,,SKC
3535,,CUSHMAN & WAKEFIELD
3536,,DALMIA BHARAT LIMITED
3537,,TATA ELXSI
3538,,CHONGQING WATER GROUP
3539,,MATADOR RESOURCES COMPANY
3540,,TRAVIS PERKINS
3541,,BANK OF GUIZHOU
3542,,MATSUMOTOKIYOSHI HOLDINGS
3543,,TANGSHAN JIDONG CEMENT
3544,,SPROTT PHYSICAL GOLD TRUST
3545,,AURIZON HOLDINGS
3546,,DUFRY AG
3547,,FISKER INC.
3548,,JIANGSU CNANO TECHNOLOGY
3549,,BORAL LIMITED
3550,,JETBLUE AIRWAYS CORPORATION
3551,,"SD BIOSENSOR, INC"
3552,,CECEP WIND-POWER CORPORATION
3553,,KITE REALTY GROUP TRUST
3554,,MCAFEE CORP.
3555,,INDIAN RAILWAY FINANCE CORPORATION LIMITED
3556,,1&1 AG
3557,,MAXIMUS
3558,,ALLIANCEBERNSTEIN HOLDING
3559,,DERMAPHARM HOLDING SE
3560,,ENSTAR GROUP
3561,,ZIBO QIXIANG TENGDA CHEMICAL CO. LTD
3562,,BEIJING KUNLUN TECH
3563,,BEAM THERAPEUTICS INC.
3564,,KIMBERLY-CLARK DE MEXICO S. A. B. DE C. V
3565,,"CHINA SOUTHERN POWER GRID ENERGY EFFICIENCY&CLEAN ENERGY CO.,LTD."
3566,,UNIVAR SOLUTIONS
3567,,RUENTEX DEVELOPMENT
3568,,JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING
3569,,ORBIA ADVANCE CORPORATION
3570,,SELECTIVE INSURANCE GROUP
3571,,GATES INDUSTRIAL CORPORATION
3572,,BREMBO
3573,,"DT MIDSTREAM, INC."
3574,,GRUMA
3575,,VOLTRONIC POWER TECHNOLOGY
3576,,TELEKOM MALAYSIA BERHAD
3577,,HARBOUR ENERGY PLC
3578,,ENTERTAINMENT ONE
3579,,JOHN BEAN TECHNOLOGIES CORPORATION
3580,,FIRST CAPITAL SECURITIES
3581,,SERVISFIRST BANCSHARES
3582,,STEVANATO GROUP S.P.A.
3583,,CAPCOM
3584,,TOBU RAILWAY
3585,,OJI HOLDINGS CORPORATION
3586,,PORTLAND GENERAL ELECTRIC COMPANY
3587,,OLAM INTERNATIONAL
3588,,ARENA REIT
3589,,MURPHY OIL CORPORATION
3590,,WUHU TOKEN SCIENCES
3591,,ORTHO CLINICAL DIAGNOSTICS HOLDINGS PLC
3592,,ABCAM
3593,,"SHANGHAI ZHONGGU LOGISTICS CO., LTD."
3594,,CNOOC ENERGY TECHNOLOGY & SERVICES
3595,,GREEN THUMB INDUSTRIES
3596,,NETCOMPANY GROUP A/S
3597,,LEROY SEAFOOD GROUP ASA
3598,,TRULIEVE CANNABIS
3599,,TOP GLOVE CORPORATION BHD
3600,,PAN AMERICAN SILVER
3601,,COLAS SA
3602,,INCHCAPE
3603,,LAZARD LTD
3604,,POLAR CAPITAL TECHNOLOGY TRUST
3605,,G-BITS NETWORK TECHNOLOGY (XIAMEN)
3606,,GUANGDONG ELECTRIC POWER DEVELOPMENT
3607,,OATLY GROUP AB
3608,,MOUWASAT MEDICAL SERVICES COMPANY
3609,,ALTRAN TECHNOLOGIES
3610,,HEXPOL AB (PUBL)
3611,,YOKOGAWA ELECTRIC CORPORATION
3612,,SWIGGY
3613,,OFILM GROUP
3614,,BROOKFIELD INFRASTRUCTURE CORPORATION
3615,,VARONIS SYSTEMS
3616,,MELEXIS NV
3617,,ANHUI HONGLU STEEL CONSTRUCTION(GROUP) CO. LTD
3618,,HANCOCK WHITNEY CORPORATION
3619,,HANGZHOU CHANGCHUAN TECHNOLOGY
3620,,LANCASTER COLONY CORPORATION
3621,,COFORGE
3622,,AXIS CAPITAL HOLDINGS
3623,,"BEIJING BEIMO HIGH-TECH FRICTIONAL MATERIAL CO.,LTD"
3624,,BRUNELLO CUCINELLI
3625,,"SHIFT4 PAYMENTS, INC."
3626,,ELEKTA AB (PUBL)
3627,,SILGAN HOLDINGS
3628,,PARK HOTELS & RESORTS
3629,,ONTO INNOVATION
3630,,WATCHES OF SWITZERLAND GROUP
3631,,"AMPLITUDE, INC."
3632,,SHIMIZU CORPORATION
3633,,SOPHOS GROUP
3634,,ATLAS ARTERIA
3635,,YES BANK
3636,,BEZEQ ISRAEL TELECOMMUNICATION CORPORATION
3637,,BHARAT FORGE
3638,,HAWAIIAN ELECTRIC INDUSTRIES
3639,,MSC INDUSTRIAL DIRECT
3640,,YIHAI INTERNATIONAL HOLDING
3641,,SICHUAN YAHUA INDUSTRIAL GROUP
3642,,ERG SPA
3643,,HERC HOLDINGS
3644,,CECEP SOLAR ENERGY
3645,,SARACEN MINERAL HOLDINGS
3646,,GUANGZHOU DEVELOPMENT GROUP
3647,,FIBRA PLUS
3648,,TIKEHAU CAPITAL
3649,,BEIJING ENTERPRISES HOLDINGS
3650,,SCHNEIDER NATIONAL
3651,,BTG HOTELS (GROUP)
3652,,PERSISTENT SYSTEMS
3653,,AEDIFICA SA
3654,,AMS AG
3655,,LAWSON
3656,,PAPA JOHN'S INTERNATIONAL
3657,,HEALTHCARE REALTY TRUST
3658,,SUMMIT MATERIALS
3659,,YOUNGY
3660,,MELCO RESORTS & ENTERTAINMENT
3661,,GENTING BERHAD
3662,,CHAMPIONX CORPORATION
3663,,HICL INFRASTRUCTURE
3664,,DEEPAK NITRITE
3665,,GRG BANKING EQUIPMENT
3666,,GUANGZHOU BAIYUN INTERNATIONAL AIRPORT
3667,,SUMITOMO DAINIPPON PHARMA
3668,,TSURUHA HOLDINGS
3669,,ORACLE FINANCIAL SERVICES SOFTWARE
3670,,SILTRONIC AG
3671,,BRILLIANCE CHINA AUTOMOTIVE HOLDINGS
3672,,FATE THERAPEUTICS
3673,,PPB GROUP BERHAD
3674,,KRUNGTHAI CARD PUBLIC COMPANY
3675,,CHIBA BANK
3676,,QUORA
3677,,TIBET SUMMIT RESOURCES
3678,,TERADATA CORPORATION
3679,,LUXI CHEMICAL GROUP
3680,,SHENZHEN SALUBRIS PHARMACEUTICALS
3681,,CLEANAWAY WASTE MANAGEMENT
3682,,INCITEC PIVOT LIMITED
3683,,ACOM
3684,,LIAONING CHENG DA
3685,,SEABOARD CORPORATION
3686,,HEXCEL CORPORATION
3687,,BANK ALJAZIRA
3688,,DONG-E-E-JIAO
3689,,ARRIVAL
3690,,CITY DEVELOPMENTS
3691,,NOMAD FOODS
3692,,GIANT MANUFACTURING
3693,,RAPPI
3694,,ALS LIMITED
3695,,TRUE CORPORATION PUBLIC COMPANY
3696,,GRUPO NUTRESA S. A.
3697,,CENCOSUD
3698,,HANGZHOU OXYGEN PLANT GROUP
3699,,SES
3700,,RIYUE HEAVY INDUSTRY COLTD
3701,,SICHUAN HEBANG BIOTECHNOLOGY CORPORATION LIMITED
3702,,SAVOLA GROUP COMPANY
3703,,GRAIL
3704,,GREENSILL
3705,,INDIGO AG
3706,,N26
3707,,ROOT INSURANCE
3708,,"CEREVEL THERAPEUTICS HOLDINGS, INC."
3709,,INTERPARFUMS SA
3710,,DA AN GENE OF SUN YAT-SEN UNIVERSITY
3711,,ADIENT
3712,,SINOTRUK (HONG KONG)
3713,,HUHTAMAKI OYJ
3714,,COMPAGNIE DU CAMBODGE
3715,,JOLLIBEE FOODS CORPORATION
3716,,JOINTOWN PHARMACEUTICAL GROUP
3717,,INNER MONGOLIA EERDUOSI RESOURCES
3718,,NIPPON SHINYAKU
3719,,HUISHANG BANK CORPORATION
3720,,INDIAN OVERSEAS BANK
3721,,SHENZHEN SUNLORD ELECTRONICS
3722,,DILLARD'S
3723,,COMPANIA SUD AMERICANA DE VAPORES
3724,,HENAN MINGTAI AL.INDUSTRIAL
3725,,AURUBIS AG
3726,,BWX TECHNOLOGIES
3727,,"ALIGHT, INC."
3728,,WUS PRINTED CIRCUIT (KUNSHAN)
3729,,ILJIN MATERIALS
3730,,"PAYCOR HCM, INC."
3731,,NUVEEN AMT-FREE QUALITY MUNICIPAL INCOME FUND
3732,,FINANCIERE DE TUBIZE SA
3733,,SICHUAN KELUN PHARMACEUTICAL
3734,,CHACHA FOOD COMPANY
3735,,OPTION CARE HEALTH
3736,,ALLIED PROPERTIES REAL ESTATE INVESTMENT TRUST
3737,,DIODES
3738,,ENVIVA PARTNERS LP
3739,,MAANSHAN IRON & STEEL COMPANY LIMITED
3740,,"TASKUS, INC."
3741,,YANGLING METRON NEW MATERIAL INC.
3742,,MAPLETREE COMMERCIAL TRUST
3743,,YANGQUAN COAL INDUSTRY (GROUP)
3744,,BLACK HILLS CORPORATION
3745,,WARBY PARKER INC.
3746,,RELAXO FOOTWEARS
3747,,BRIGHTHOUSE FINANCIAL
3748,,NORTHAM PLATINUM HOLDINGS
3749,,EQUITRANS MIDSTREAM CORPORATION
3750,,INDUSTRIAS PENOLES
3751,,PETRONET LNG
3752,,FABRINET
3753,,TUBE INVESTMENTS OF INDIA
3754,,FUJIAN SUNNER DEVELOPMENT
3755,,MINDA INDUSTRIES
3756,,JL MAG RARE-EARTH
3757,,GREENCOAT UK WIND
3758,,SAUDI RESEARCH AND MARKETING GROUP
3759,,LOGAN PROPERTY HOLDINGS COMPANY
3760,,HAITIAN INTERNATIONAL HOLDINGS
3761,,HUAIBEI MININGHOLDINGS
3762,,MINOR INTERNATIONAL PUBLIC COMPANY
3763,,HLA
3764,,NATIONAL GENERAL HOLDINGS
3765,,STROER SE & CO. KGAA
3766,,WILLIAM HILL
3767,,SHANGHAI MILKGROUND FOOD TECH CO. LTD
3768,,STADLER RAIL AG
3769,,EXLSERVICE HOLDINGS
3770,,HENGDIAN GROUP DMEGC MAGNETICS
3771,,SALVATORE FERRAGAMO
3772,,RAND MERCHANT INVESTMENT HOLDINGS
3773,,BLUEFOCUS INTELLIGENT COMMUNICATIONS GROUP
3774,,SOFTCAT
3775,,COWAY CO. LTD
3776,,ENSIGN GROUP
3777,,REMGRO
3778,,NEXANS S.A.
3779,,OBEROI REALTY
3780,,BEIJING SHUNXIN AGRICULTURE
3781,,NORDNET AB (PUBL)
3782,,INGENIA COMMUNITIES GROUP
3783,,MYOKARDIA
3784,,SMITHSON INVESTMENT TRUST
3785,,UMPQUA HOLDINGS CORPORATION
3786,,AVENTUS GROUP
3787,,MELISRON
3788,,GUANGZHOU RURAL COMMERCIAL BANK
3789,,WYNDHAM DESTINATIONS
3790,,KERRY LOGISTICS NETWORK
3791,,GENTING MALAYSIA BERHAD
3792,,MOSCOW EXCHANGE MICEX-RTS
3793,,GAMES WORKSHOP GROUP
3794,,ASM PACIFIC TECHNOLOGY
3795,,UOL GROUP
3796,,TOYO SUISAN KAISHA
3797,,"SINOMACH HEAVY EQUIPMENT GROUP CO.,LTD"
3798,,HARBIN HIGH-TECH (GROUP)
3799,,CHINA JINMAO HOLDINGS GROUP
3800,,COREM PROPERTY GROUP AB (PUBL)
3801,,SHENZHEN KINWONG ELECTRONIC
3802,,"MARAVAI LIFESCIENCES HOLDINGS, INC."
3803,,VIR BIOTECHNOLOGY
3804,,DOMETIC GROUP AB (PUBL)
3805,,APERAM
3806,,ADVANCE RESIDENCE INVESTMENT CORPORATION
3807,,LIVANOVA
3808,,YUAN LONG PING HIGH-TECH AGRICULTURE
3809,,SASA POLYESTER SANAYI
3810,,TRUPANION
3811,,MING YUAN CLOUD GROUP HOLDINGS LIMITED
3812,,SHANGHAI TOFFLON SCIENCE AND TECHNOLOGY
3813,,INDRAPRASTHA GAS
3814,,VOPAK
3815,,WAYPOINT REIT LIMITED
3816,,COHEN & STEERS
3817,,HUOLINHE OPENCUT COAL INDUSTRY CORPORATION OF INNER MONGOLIA
3818,,ARITZIA
3819,,BANK OF EAST ASIA
3820,,HARVEY NORMAN HOLDINGS
3821,,POWER FINANCE CORPORATION
3822,,HISCOX LTD
3823,,F.N.B. CORPORATION
3824,,KEISEI ELECTRIC RAILWAY
3825,,WINBOND ELECTRONICS CORPORATION
3826,,"JINAN SHENGQUAN GROUP SHARE HOLDING CO., LTD."
3827,,FIRST INTERNATIONAL BANK OF ISRAEL LTD
3828,,"DOUBLEVERIFY HOLDINGS, INC."
3829,,PETERSHILL PARTNERS PLC
