,company_location,company_industry,company_revenue,company_name,company_employees,company_website
3014,"Shinagawa Intercity Tower C, 2-15-3, Konan, Minato-Ku, Tokyo, 108-6290",Technology and Communications,$3.6B,Nikon Corp,"18,437",www.jp.nikon.com
3015,"Karvesvingen 5, Oslo, 0579",Technology and Communications,$1.3B,Atea ASA,"7,980",www.atea.no
3016,"Oruzheynyi Pereulok, D. 41, Moscow, 127006",Technology and Communications,$6.3B,PJSC MegaFon,"36,700",corp.megafon.ru
3017,"16430 N. Scottsdale Rd., Suite 400, Arizona, 85254",Construction,$12.3B,Carlisle Companies Inc,"11,000",www.carlisle.com
3018,"No. 93, Beijing East Road, Jingzhou, Hubei, 434001",Chemicals,$3.1B,Adama Ltd,"9,201",www.adama.com
3019,"440 East Swedesford Road, Suite 301, Wayne, Pennsylvania, 19087",Chemicals,$908.3M,Trinseo Plc,"3,100",www.trinseo.com
3020,"33587 Walker Rd, Avon Lake, Ohio, 44012",Chemicals,$3.4B,Avient Corp,"8,700",www.avient.com
3021,"17/F, Malata Building, Kejizhongyi Road, Shenzhen, Guangdong, 518057",Media,$14.0B,Tencent Music Entertainment Group,"5,966",www.tencentmusic.com
3022,"14 Schoolhouse Rd, Somerset, New Jersey, 08873-1213",Pharmaceuticals and Healthcare,$8.7B,Catalent Inc,"19,000",www.catalent.com
3023,"Schiphol Boulevard 165, 1118BG",Technology and Communications,$6.8B,Yandex NV,"19,934",yandex.com
3024,"Ground Floor Santos Ctr, 60 Flinders Street, Adelaide, South Australia, 5000",Energy and Utilities,$17.0B,Santos Ltd,"3,786",www.santos.com
3025,"2f, No. 13, Innovation Road I, Hsin-Chu Science-Based Industrial Park, Baoshan, 300",Technology and Communications,$7.0B,Novatek Microelectronics Corp,"1,790",www.novatek.com.tw
3026,"Bandera N 140, Santiago, 8340455",Financial Services,$7.4B,Banco Santander-Chile,"9,988",www.santander.cl
3027,"Building 1, No. 316, Xuxiang Road, Xujing Town, Qingpu District, Shanghai, 201702",Transport and Logistics,$3.3B,Deppon Logistics Co Ltd,"71,773",www.deppon.com
3028,"No.191 Zhongxing West Avenue, Xingtai, Hebei, 054000",Metals and Mining,$3.4B,Jizhong Energy Resources Co Ltd,"40,383",www.jznygf.com
3029,"3-77, Oimatsu-Cho, Sakai-Ku, Sakai-Shi, Osaka, 590-8577",General Business,$15.8B,Shimano Inc,"13,179",www.shimano.com
3030,"Woolsington House, Woolsington, Newcastle upon Tyne, Tyne and Wear, NE138BF",Construction,$3.3B,Bellway Plc,"2,978",www.bellwayplc.co.uk
3031,"Av. Americo Vespucio Sur 901, Renca",Transport and Logistics,$473.4M,LATAM Airlines Group SA,"31,354",www.latam.com/es_cl
3032,"5, 33, 35-36, 38-41f, Huaneng Mansion, No.2068 Shennan Middle Road, Futian District, Shenzhen, Guangdong, 518033",Power,$4.2B,Shenzhen Energy Group Co Ltd,"12,808",www.sec.com.cn
3033,"303 2nd Street, South Tower, 8th Floor, San Francisco, California, 94107",Leisure and Arts,$21.5B,DoorDash Inc,"8,600",www.doordash.com
3034,"801 E 86th Ave, Merrillville, Indiana, 46410-6271",Energy and Utilities,$11.0B,NiSource Inc,"7,272",www.nisource.com
3035,"999 W Big Beaver Rd, Troy, Michigan, 48084",Business and Consumer Services,$642.2M,Kelly Services Inc,"7,400",www.kellyservices.com
3036,"Canon S Tower, 2-16-6, Konan, Minato-Ku, Tokyo, 108-8011",Consumer Packaged Goods,$3.0B,Canon Marketing Japan Inc,"16,220",canon.jp
3037,"10101 Woodfield Lane, St. Louis, Missouri, 63132",Government and Non-Profit Organisations,,SSM Health Care,"40,000",www.ssmhealth.com
3038,"21 - 25 Rue Balzac, Paris, 75008",Pharmaceuticals and Healthcare,$1.2B,Korian SE,"55,912",www.korian.fr
3039,"1550 Peachtree St Nw, Atlanta, Georgia, 30309-2402",Business and Consumer Services,$26.6B,Equifax Inc,"12,700",www.equifax.com
3040,"Sankyu Bldg., 6-5-23, Kachidoki, Chuo-Ku, Tokyo, 104-0054",Transport and Logistics,$2.3B,Sankyu Inc,"31,054",www.sankyu.co.jp
3041,"1000 Tempur Way, Lexington, Kentucky, 40511",Retailing,$6.5B,Tempur Sealy International Inc,"12,000",www.tempursealy.com
3042,"New Chemical Materials Industrial Park, Hi-Tech Industrial Development Zone, Liaocheng, Shandong , 252000",Chemicals,$3.6B,Luxi Chemical Group Co Ltd,"12,414",www.luxichemical.com
3043,"19f, Izumi Garden Tower, 1-6-1, Roppongi, Minato-Ku, Tokyo, 106-6019",Financial Services,$5.8B,SBI Holdings Inc,"17,496",www.sbigroup.co.jp
3044,"Avda.Alcalde Barnils N 63, Sant Cugat Del Valles, 08174",Financial Services,$3.9B,Grupo Catalana Occidente SA,"7,150",www.grupocatalanaoccidente.com
3045,"Dachauer Strasse 665, Muenchen, 80995",Aerospace and Defense,$13.3B,MTU Aero Engines AG,"11,008",www.mtu.de
3046,"1-2-6, Toranomon, Minato-Ku, Tokyo, 105-0001",Business and Consumer Services,$1.3B,Mizuho Leasing Co Ltd,"1,864",www.mizuho-ls.co.jp
3047,"Ul. Krasina, Dom 3, Stroyeniye 1, Moscow, 123056",Metals and Mining,$16.3B,Polyus,"21,716",polyus.com
3048,"13200 Pioneer Trail, Suite 150, Eden Prairie, Minnesota, 55347",Automotive,$1.7B,Winnebago Industries Inc,"7,445",winnebagoind.com
3049,"35 W Wacker Drive, Chicago, Illinois, 60601",Technology and Communications,,RR Donnelley & Sons Co,"32,000",www.rrd.com
3050,"Praca Rui Barbosa,N 80(Parte), Centro, Cataguases, 36.770-901",Power,$3.8B,Energisa SA,"16,972",www.energisa.com.br
3051,"Persimmon House, Fulford, YO194FE",Construction,$5.8B,Persimmon Plc,"5,121",www.persimmonhomes.com
3052,"Liansu Industrial Estate, Longjiang Town, Shunde District, Foshan, Guangdong, 528318",Construction,$3.7B,China Lesso Group Holdings Ltd,"19,947",www.lesso.com
3053,"Sandviksboder 77ab, Bergen, 5035",Consumer Packaged Goods,$9.3B,Mowi ASA,"13,984",mowi.com
3054,"5-1, Yotsuyahonshio-Cho, Shinjuku-Ku, Tokyo, 160-8575",Consumer Packaged Goods,$970.2M,Megmilk Snow Brand Co Ltd,"5,665",www.meg-snow.com
3055,"Suite 200, 201 Isabella Street, Pittsburgh, Pennsylvania, 15212",Aerospace and Defense,$16.4B,Howmet Aerospace Inc,"19,900",www.howmet.com
3056,"Fifth Avenue Business Park, Gateshead, England, NE110XA",Automotive,$238.7M,Vertu Motors Plc,"6,187",www.vertumotors.com
3057,"No.1, Hangzhan South Road, Dayuan District, Taoyuan, 337",Transport and Logistics,$3.8B,China Airlines Ltd,"16,731",www.china-airlines.com
3058,"601 Nw 2nd St, Evansville, Indiana, 47708-1013",Financial Services,$4.8B,OneMain Holdings Inc,"8,800",investor.onemainfinancial.com
3059,"19001 Crescent Springs Dr, Kingwood, Texas, 77339",Business and Consumer Services,$4.2B,Insperity Inc,"3,600",www.insperity.com
3060,"39th Floor, Pccw Tower, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",Technology and Communications,$3.7B,PCCW Ltd,"21,200",www.pccw.com
3061,"Yitian Road, Futian District, Shenzhen, Guangdong, 518046",Financial Services,$17.1B,China Merchants Securities Co Ltd,"12,232",www.cmschina.com
3062,"26th Floor, Harcourt House, 39 Gloucester Road, Wanchai",Conglomerate,$1.4B,Shanghai Industrial Holding Ltd,"18,354",www.sihl.com.hk
3063,"Muehlentalstrasse 2, Schaffhausen, 8200",Technology and Communications,$18.5B,Garmin Ltd,"18,700",www.garmin.com
3064,"2-6-8, Dosho-Machi, Chuo-Ku, Osaka-Shi, 541-0045",Pharmaceuticals and Healthcare,$2.8B,Sumitomo Pharma Co Ltd,"6,987",www.sumitomo-pharma.co.jp
3065,"Av. Antonio Manco Bernardes, S/N, Chacara Minerva, Barretos, 14.781-545",Consumer Packaged Goods,$1.8B,Minerva SA,,www.minervafoods.com
3066,"Borupvang 4, Ballerup, 2750",Financial Services,$4.7B,Topdanmark AS,"2,417",www.topdanmark.com
3067,"Toolonlahdenkatu 2, Helsinki, 00100",Industrial Goods and Machinery,$9.4B,Metso Outotec Corp,"16,277",www.mogroup.com
3068,"40 Brighton Road, Sutton, SM25BN",Energy and Utilities,$3.8B,Subsea 7 SA,,www.subsea7.com
3069,"77 Hot Metal St, Pittsburgh, Pennsylvania, 15203-2382",Retailing,$2.8B,American Eagle Outfitters Inc,"7,200",www.ae.com
3070,"Friedrich-Ebert-Damm 129, Hamburg, 22047",Industrial Goods and Machinery,$1.7B,Jungheinrich AG,"19,400",www.jungheinrich.de
3071,"6-24, Akashi-Cho, Chuo-Ku, Tokyo, 104-0044",Paper and Packaging,$431.0M,KPP Group Holdings Co Ltd,"5,354",www.kpp-gr.com
3072,"Seestrasse 204, Kilchberg, 8802",Consumer Packaged Goods,$25.9B,Chocoladefabriken Lindt & Sprungli AG,"9,541",www.lindt-spruengli.com
3073,"No.897 Huangshi Avenue, Wuhan, Hubei, 430073",Construction,$4.0B,Huaxin Cement Co Ltd,"16,283",www.huaxincem.com
3074,"St. Poltener Strasse 43, Heidenheim, Baden-Wurttemberg, 89522",Industrial Goods and Machinery,,Voith GmbH & Co KGaA,"20,634",www.voith.com
3075,"Zain Group Head Office Bldg, Airport Road, Shuwaikh, Safat, Po Box 22244, 13083",Technology and Communications,$7.9B,Zain Group,"2,659",www.zain.com
3076,"2-1-21, Kudan-Minami, Chiyoda-Ku, Tokyo, 102-8628",Construction,$2.2B,Kinden Corp,"12,892",www.kinden.co.jp
3077,"Jl. Jenderal Sudirman Kav. 1, Jakarta, 10220",Financial Services,$10.8B,PT Bank Negara Indonesia (Persero) Tbk,"25,229",www.bni.co.id
3078,"2929 Walnut Street, Philadelphia, Pennsylvania, 19104",Chemicals,$15.9B,FMC Corp,"6,400",www.fmc.com/en
3079,"Calle Centenario 156, La Molina, HMCX",Financial Services,$11.3B,Credicorp Ltd,"35,733",credicorp.gcs-web.com
3080,"80 Lamberton Rd, Windsor, Connecticut, 06095",Technology and Communications,$14.1B,SS&C Technologies Holdings Inc,"24,900",www.ssctech.com
3081,"P.O.B. 27, 50 Rothschild Blvd, Tel Aviv-Yafo, 6688314",Financial Services,$12.8B,Bank Hapoalim BM,"8,535",www.bankhapoalim.co.il
3082,"Centre Monnaie, Bruxelles, 1000",Transport and Logistics,$1.1B,bpost SA/NV,"37,953",www.bpost.be
3083,"940 Winter Street, Waltham, Massachusetts, 02451",Medical Equipment,$16.7B,PerkinElmer Inc,"16,700",www.perkinelmer.com
3084,"No.1, Xifei Avenue, Yanliang District, Xi'An, Shaanxi, 710089",Aerospace and Defense,$10.2B,AVIC Xi'an Aircraft Industry Group Co Ltd,"25,270",www.xac.com.cn
3085,"5f, Marunouchi Trust Tower Main, 1-8-3, Marunouchi, Chiyoda-Ku, Tokyo, 100-0005",Business and Consumer Services,$938.8M,OUTSOURCING Inc,"121,153",www.outsourcing.co.jp
3086,"7001 East Belleview Avenue, Denver, Colorado, 80237",Financial Services,$5.4B,The Western Union Co,"10,500",corporate.westernunion.com
3087,"6-28-1, Shinjuku, Shinjuku-Ku, Tokyo, 160-8524",Consumer Packaged Goods,$8.1B,Nissin Foods Holdings Co Ltd,"14,633",www.nissin.com/jp/about/nissinfoods-holdings
3088,"No. 1 Leggett Road, Carthage, Missouri, 64836",Industrial Goods and Machinery,$4.5B,Leggett & Platt Inc,"20,300",leggett.com
3089,"No. 16, Xiyu Street, Chengdu, Sichuan, 610015",Financial Services,$7.9B,Bank of Chengdu Co Ltd,"6,913",www.bocd.com.cn
3090,"Suite 900, 1355 Market Street, San Francisco, California, 94103",Media,,Twitter Inc,"7,500",www.twitter.com
3091,"690 E Middlefield Rd, Mountain View, California, 94043",Technology and Communications,$51.2B,Synopsys Inc,"16,361",www.synopsys.com
3092,"12 Rue Jean Jaures, Puteaux Cedex, 92813",Pharmaceuticals and Healthcare,$517.1M,Orpea SA,"71,676",www.orpea.com
3093,"39 Rue Mstislav Rostropovitch, Paris, 75017",Pharmaceuticals and Healthcare,$2.2B,Ramsay Generale de Sante,"32,623",www.ramsaysante.fr
3094,"No. 1399 Binxing Road, Binjiang District, Hangzhou, Zhejiang, 310053",Technology and Communications,$5.5B,Dahua Technology Co Ltd,"22,864",www.dahuatech.com
3095,"Air Canada Centre, Zip Yul 1276, 7373 Cote-Vertu West, Saint-Laurent, Quebec, H4Y1H4",Transport and Logistics,$5.8B,Air Canada,"32,166",www.aircanada.com
3096,"Begijnenvest 113, Antwerpen, 2000",Construction,$5.9B,Ackermans & Van Haaren NV,"10,910",www.avh.be
3097,"Av. Vasco De Quiroga No. 2000, Santa Fe, Mexico, D.F., 12210",Media,$3.3B,Grupo Televisa SAB,"37,463",www.televisair.com/es-ES
3098,"#1200 - 20 Adelaide Street East, Toronto, Ontario, M5C2T6",Technology and Communications,$36.0B,Constellation Software Inc,"32,000",www.csisoftware.com
3099,"440 Lincoln St, Worcester, Massachusetts, 1653",Financial Services,$4.7B,The Hanover Insurance Group Inc,"4,400",www.hanover.com
3100,"225 W Washington Street, Indianapolis, 46204-3438",Construction,$41.9B,Simon Property Group Inc,"2,400",www.simon.com
3101,"No. 2199, Nongsheng East Street, Shouguang City, Weifang, Shandong , 262705",Paper and Packaging,$1.7B,Shandong Chenming Paper Holdings Ltd,"12,296",www.chenmingpaper.com
3102,"No. 6, Binjiang International, No. 645 Anpu Road, Shanghai, 200082",Paper and Packaging,$1.7B,Shanying International Holdings Co Ltd,"15,109",www.shanyingintl.com
3103,"10990 Roe Ave, Overland Park, Kansas, 66211",Transport and Logistics,$139.5M,Yellow Corp,"32,000",www.myyellow.com
3104,"9001 Liberty Pkwy, Birmingham, Alabama, 35242-7509",Pharmaceuticals and Healthcare,$6.1B,Encompass Health Corp,"28,000",www.encompasshealth.com
3105,"3700 S Stonebridge Dr, Mckinney, Texas, 75070-5934",Financial Services,$11.5B,Globe Life Inc,"3,222",www.torchmarkcorp.com
3106,"555 Ih 35 South, New Braunfels, Texas, 78130",Automotive,$2.8B,Rush Enterprises Inc,"7,166",www.rushenterprises.com
3107,"P. O. Box 365, Waterside, Harmondsworth, England, UB70GB",Transport and Logistics,,British Airways Plc,"34,393",www.britishairways.com
3108,"Aercap House, 65 Saint Stephen's Green, Dublin, D02YX20",Business and Consumer Services,$15.6B,AerCap Holdings NV,736,www.aercap.com
3109,"6110 Stoneridge Mall Road, Pleasanton, California, 94588",Technology and Communications,$42.2B,Workday Inc,"17,522",www.workday.com
3110,"Lilla Bantorget 15, Stockholm, 11123",Technology and Communications,$29.7B,Hexagon AB,"23,696",hexagon.com
3111,"Hikari West Gate Bldg., 1-4-10, Nishi-Ikebukuro, Toshima-Ku, Tokyo, 171-0021",Technology and Communications,$6.5B,Hikari Tsushin Inc,"5,310",www.hikari.co.jp
3112,"Millennia Park, 16 Stellentia Avenue, Stellenbosch, 7600",Financial Services,$4.3B,Remgro Ltd,321,www.remgro.com
3113,"8800 East Raintree Drive, Suite 300, Scottsdale, Arizona, 85260",Construction,$3.6B,Meritage Homes Corporation,"1,773",www.meritagehomes.com
3114,"800-A Beaty Street, Davidson, North Carolina, 28036",Industrial Goods and Machinery,$22.6B,Ingersoll Rand Inc,"16,000",www.irco.com
3115,"One Dauch Drive, Detroit, Michigan, 48211-1198",Automotive,$977.2M,American Axle & Manufacturing Holdings Inc,"18,000",www.aam.com/investors
3116,"5-6-4, Tsukiji, Chuo-Ku, Tokyo, 104-8439",Transport and Logistics,$264.9M,Mitsui E&S Holdings Co Ltd,"6,665",www.mes.co.jp
3117,"Room 2301 & 2310, 23rd Floor, China Resources Building, No. 26 Harbour Road, Wanchai",Consumer Packaged Goods,$24.9B,China Resources Beer (Holdings) Co Ltd,"25,000",www.crbeer.com.hk
3118,"8th Floor, Tower 1, One Indbls Ctr, 841, Senapati Bapat Marg,Elphinstn Rd(W), Mumbai, 400013",Financial Services,$11.6B,IndusInd Bank Ltd,"33,582",www.indusind.com
3119,"43 Quai De Grenelle, Paris, Ile-de-France, 75015",Metals and Mining,$3.4B,Imerys SA,"15,572",www.imerys.com
3120,"500 Charles Ewing Blvd, New Jersey, 08628-3448",Consumer Packaged Goods,$20.0B,Church & Dwight Co Inc,"5,100",churchdwight.com
3121,"301 Water Street Se, Washington, WashingtonD.C., 20003",Clean Technology,$20.5B,Xylem Inc,"17,300",www.xylem.com
3122,"980 Rock Ave, San Jose, California, 95131-1615",Technology and Communications,$4.2B,Super Micro Computer Inc,"4,607",www.supermicro.com/en
3123,"Strijbroek 10, Sint-Katelijne-Waver, 2860",Consumer Packaged Goods,$383.1M,Greenyard NV,"8,455",www.greenyard.group
3124,"1-602-1, Kitabukuro-Cho, Omiya-Ku, Saitama-Shi, 330-9520",Retailing,$3.5B,Shimamura Co Ltd,"3,086",www.shimamura.gr.jp
3125,"4 Matthew Parker Street, Westminster, SW1H9NP",Transport and Logistics,,Go-Ahead Group Plc,"30,573",www.go-ahead.com
3126,"Building 5, Croxley Park, Hatters Lane, Watford, WD188YE",Medical Equipment,$12.2B,Smith & Nephew Plc,"18,000",www.smith-nephew.com
3127,"Room 4706, Office Tower, Convention Plza, 1 Harbour Road, Wanchai",Financial Services,$4.0B,Far East Horizon Ltd,"23,013",www.fehorizon.com
3128,"287 Speedvale Ave W, Guelph, Ontario, N1H1C5",Automotive,$3.0B,Linamar Corp,"27,619",www.linamar.com
3129,"1030 Sync Street, Morrisville, North Carolina, 27560",Pharmaceuticals and Healthcare,$3.6B,Syneos Health Inc,"26,751",www.syneoshealth.com
3130,"Windsor', 5th Floor, Off Cst Road, Near Vidya Nagari, Kalina, Santacruz(E), Mumbai, 400030",Technology and Communications,$2.9B,Vodafone Idea Ltd,"8,760",www.vodafoneidea.com
3131,"3-10, Fukuura, Kanazawa-Ku, Yokohama-Shi, Kanagawa, 236-0004",Automotive,$1.7B,NHK Spring Co Ltd,"17,695",www.nhkspg.co.jp
3132,"One Edwards Way, Irvine, California, 92614",Medical Equipment,$48.4B,Edwards Lifesciences Corp,"15,700",www.edwards.com
3133,"200 Old Wilson Bridge Road, Columbus, Ohio, 43085",Metals and Mining,$2.6B,Worthington Industries Inc,"8,400",worthingtonindustries.com
3134,"Sun House, Cts No. 201 B/1, Western Exp, Mumbai, 400063",Pharmaceuticals and Healthcare,$30.6B,Sun Pharmaceutical Industries Ltd,"38,000",sunpharma.com
3135,"Massmart House, 16 Peltier Drive, Surringhill Ext. 6, Johannesburg, 00000",Retailing,,Massmart Holdings Ltd,"51,000",www.massmart.co.za
3136,"2-17-1, Higashigotanda, Shinagawa-Ku, Tokyo, 141-8647",Construction,$2.6B,COMSYS Holdings Corp,"17,520",www.comsys-hd.co.jp
3137,"Suite 500, 4350 S Monaco Street, Denver, Colorado, 80237",Construction,$2.6B,MDC Holdings Inc,"2,080",ir.richmondamerican.com
3138,"6920 Seaway Blvd, Everett, Washington, 98203-5829",Industrial Goods and Machinery,$23.5B,Fortive Corp,"18,000",www.fortive.com
3139,"500 Old Dominion Way, Thomasville, North Carolina, 27360",Transport and Logistics,$34.9B,Old Dominion Freight Line Inc,"23,663",www.odfl.com
3140,"No.193 Xiehe Road, Changning District, Shanghai, 200021",Construction,$246.5M,Greenland Hong Kong Holdings Ltd,"3,250",www.greenlandhk.com
3141,"Mergenthalerallee 61, Frankfurt Am Main, 60485",Financial Services,$33.9B,Deutsche Borse AG,"10,200",deutsche-boerse.com
3142,"No. 2503 Jingshi Road, Licheng District, Ji'Nan, Shandong , 250107",Metals and Mining,$12.1B,Shandong Gold Mining Co Ltd,"16,012",www.sdhjgf.com.cn
3143,"Tour Egee - 11, Allee De L'Arche, Paris, 92032",Leisure and Arts,$757.4M,Elior Group,"98,755",www.eliorgroup.com
3144,"32 Athol Street, Douglas, IM11JB",Leisure and Arts,$10.5B,Entain PLC,"25,554",entaingroup.com
3145,"Core- 4, Scope Complex, 7, Lodhi Road, Gurgaon, 122001",Financial Services,$4.0B,REC Ltd,440,www.recindia.nic.in/home
3146,"Haihang Building, No.7 Guoxing Avenue, Haikou, Hainan, 570203",Transport and Logistics,$11.5B,Hainan Airlines Co Ltd,"36,892",www.hnair.com
3147,"19 Rue De Vienne, Tsa 50029, Paris Cedex 08, 75801",Construction,$1.7B,Nexity SA,"8,298",www.nexity.fr
3148,"545 Speedvale, Ave West, Guelph, Ontario, N1K1E6",Alternative Energy,$2.7B,Canadian Solar Inc,"13,535",www.canadiansolar.com
3149,"Advanced Technology Center, P.O.B. 539, Haifa, 3100401",Aerospace and Defense,$7.7B,Elbit Systems Ltd,"17,787",www.elbitsystems.com
3150,"4th Floor, 109 Northpark Blvd, Covington, Louisiana, 70433-5001",Wholesale,$14.0B,Pool Corp,"5,500",www.poolcorp.com
3151,"3-29-20, Shibuya, Shibuya-Ku, Tokyo, 150-0002",Construction,$1.9B,EXEO Group Inc,"15,847",www.exeo.co.jp
3152,"825 N.E. Multnomah, Suite 1900, Portland, Oregon, 97232",Power,$3.5M,PacifiCorp,"6,000",www.pacificorp.com
3153,"Room 706, Tower B, Tianrun, Fortune Center, No. 58, Dongzongbu Huto, Beijing, 100005",Metals and Mining,$557.7M,E-Commodities Holdings Limited,"1,520",www.e-comm.com
3154,"Av. El Dorado No. 68 B 31 Piso 10, Bogota",Financial Services,$1.0B,Grupo Bolivar SA,"23,988",www.grupobolivar.com.co
3155,"111 Pine St, San Francisco, California, 94111-5602",Financial Services,$24.1B,First Republic Bank,"6,902",www.firstrepublic.com
3156,"350 Fifth Avenue, New York, 10118",Consumer Packaged Goods,$8.0B,Coty Inc,"11,012",www.coty.com
3157,"1501 W Yamato Rd, Boca Raton, Florida, 33431-4438",Industrial Goods and Machinery,$8.5B,ADT Inc,"25,000",www.adt.com
3158,"Oosterdoksstraat 80, Amsterdam, 1011DK",Retailing,$5.9B,Just Eat Takeawaycom NV,"16,736",www.justeattakeaway.com
3159,"40 boulevard Haussmann, Paris, Ile-de-France, 75009",Retailing,,Groupe Galeries Lafayette,"11,000",www.groupegalerieslafayette.fr
3160,"Renaissance House, 12 Crow Lane, Pembroke, HM19",Financial Services,$8.5B,RenaissanceRe Holdings Ltd,649,www.renre.com
3161,"Medienallee 7, Unterfoehring, 85774",Media,$2.4B,ProSiebenSat.1 Media SE,"7,800",www.prosiebensat1.de
3162,"92 Pitts Bay Road, Pembroke, HM08",Financial Services,$4.8B,AXIS Capital Holdings Ltd,"2,082",www.axiscapital.com
3163,"1 Nicholson St, Melbourne, Victoria, 3002",Metals and Mining,$4.8B,Orica Ltd,"12,000",www.orica.com
3164,"Suite 4000, 30 North La Salle Street, Chicago, Illinois, 60602",Technology and Communications,$1.2B,Telephone and Data Systems Inc,"8,800",www.tdsinc.com
3165,"24-32 Yehuda Halevy St, P.O.B. 2, Tel Aviv-Yafo, 6513616",Financial Services,$13.7B,Bank Leumi le-Israel BM,"8,516",www.leumi.co.il
3166,"3700 W Juneau Ave, Milwaukee, Wisconsin, 53208",Automotive,$6.5B,Harley-Davidson Inc,"5,800",www.harley-davidson.com
3167,"Prov. Tarasa Shevchenka, 3, Kiev, 01001",Agriculture and Forestry,$355.4M,Kernel Holding SA,"11,256",www.kernel.ua
3168,"720 Bourke Street, Docklands, Melbourne, Victoria, 3008",Financial Services,$5.6B,Medibank Private Limited,"3,291",www.medibank.com.au
3169,"Guangming Road, Dongcheng District, Yongcheng City, Shangqiu, Henan, 476600",Metals and Mining,$5.7B,Henan Shenhuo Coal & Power Co Ltd,"22,701",www.shenhuo.com/home
