,company_country,company_name
3669,USA,Carpenter Technology
3670,Hong Kong,Silicon Motion
3671,USA,Supernus Pharmaceuticals
3672,Germany,Aareal Bank
3673,Hong Kong,Shimao Property
3674,USA,Trustmark
3675,UK,Cranswick
3676,Greece,Star Bulk Carriers
3677,USA,Krystal Biotech
3678,India,Carborundum Universal
3679,Canada,Triple Flag Precious Metals
3680,Canada,Stella-Jones
3681,USA,Empire State Realty Trust
3682,USA,Renasant Corp
3683,Peru,Buenaventura Mining Company
3684,UK,Redrow
3685,USA,American Assets Trust
3686,USA,RPC
3687,USA,Sylvamo
3688,USA,Edgewell Personal Care
3689,USA,Fannie Mae
3690,China,Momo
3691,USA,Cricut
3692,Israel,Delek Group
3693,UK,Assura Plc
3694,USA,Sunstone Hotel Investors
3695,USA,Agilysys
3696,USA,Bloomin' Brands
3697,USA,AvidXchange
3698,India,Blue Dart Express
3699,USA,Allscripts
3700,USA,Central Garden & Pet
3701,India,Fine Organics
3702,UK,Spirent
3703,South Africa,The Foschini Group
3704,Canada,CI Financial
3705,USA,Eve Air Mobility
3706,USA,TRI Pointe Group
3707,India,Bharat Dynamics
3708,Spain,Indra Sistemas
3709,USA,GoodRx
3710,Poland,Orange Polska
3711,Czech Republic,Philip Morris ÄR
3712,USA,CONSOL Energy
3713,Australia,Breville Group
3714,USA,Dave & Buster's
3715,India,Ramco Cements
3716,Hong Kong,AMTD Digital
3717,UK,Close Brothers Group
3718,USA,Nu Skin
3719,Israel,Electra
3720,USA,Gogo Inflight Internet
3721,Germany,Software AG
3722,Brazil,Aliansce Sonae Shopping Centers
3723,USA,USA Compression Partners
3724,USA,Remitly
3725,USA,eXp World Holdings
3726,USA,Delek Logistics Partners
3727,France,Coface
3728,Israel,ZIM Integrated Shipping Services
3729,USA,Hilltop Holdings
3730,Hong Kong,Melco International Development
3731,Japan,PeptiDream
3732,Austria,Lenzing
3733,USA,First Advantage
3734,Germany,BayWa
3735,USA,Safehold
3736,India,Tata Teleservices
3737,Spain,Laboratorios Farmaceuticos Rovi
3738,Israel,Alony Hetz
3739,USA,CSW Industrials
3740,UK,ContourGlobal
3741,Israel,Harel Group
3742,USA,Yelp
3743,USA,Payoneer
3744,Canada,Winpak
3745,Malta,Kindred Group
3746,Isle of Man,Playtech
3747,USA,XPEL
3748,Canada,Stelco
3749,Canada,NuVista Energy
3750,USA,Seacoast Banking
3751,USA,Rapid7
3752,Netherlands,Basic-Fit
3753,USA,Victory Capital
3754,USA,AtriCure
3755,India,IIFL Wealth Management
3756,USA,LifeStance Health Group
3757,Turkey,Enerjisa Enerji
3758,USA,Flagstar Bank
3759,USA,Newmark
3760,Guernsey,Burford Capital
3761,USA,Heartland Financial USA
3762,Canada,Canfor
3763,USA,Air Transport Services Group
3764,USA,Semtech
3765,USA,RXO
3766,USA,Grayscale Bitcoin Trust
3767,USA,Mercury General
3768,USA,Materion
3769,USA,TG Therapeutics
3770,USA,The Cheesecake Factory
3771,USA,Expro Group
3772,USA,Tidewater
3773,USA,Ventyx Biosciences
3774,UK,GlobalData
3775,USA,Liberty Latin America
3776,USA,Brigham Minerals
3777,USA,ProKidney
3778,UK,Pets at Home
3779,Germany,Salzgitter
3780,USA,Krispy Kreme
3781,USA,Helios Technologies
3782,USA,Green Thumb Industries
3783,France,Constellium
3784,Canada,Tilray
3785,USA,Coursera
3786,USA,Pactiv Evergreen
3787,Germany,Curevac
3788,USA,Frontdoor
3789,Argentina,Pampa EnergÃ­a
3790,USA,ZipRecruiter
3791,USA,BRP Group
3792,USA,TransMedics Group
3793,USA,Lakeland Financial Corp
3794,USA,ICF International
3795,USA,Warby Parker
3796,USA,FormFactor
3797,Canada,Boardwalk Real Estate Investment Trust
3798,France,Eutelsat
3799,USA,CarGurus
3800,USA,Earthstone Energy
3801,Germany,Hornbach Baumarkt
3802,USA,Green Plains
3803,USA,Vector Group
3804,USA,Compass Minerals
3805,USA,Tanger Factory Outlet Centers
3806,USA,Retail Opportunity Investments
3807,USA,FibroGen
3808,USA,DigitalBridge Group
3809,France,Exclusive Networks
3810,Israel,Energix Renewable Energies
3811,USA,Mueller Water Products
3812,UK,RWS Holdings
3813,India,Exide Industries
3814,Germany,SIGNA Sports United
3815,USA,ImmunityBio
3816,USA,Oceaneering International
3817,USA,Bread Financial
3818,USA,Veracyte
3819,USA,StoneX Group
3820,Taiwan,Formosa Sumco Technology
3821,USA,ArcBest
3822,Brazil,Usiminas
3823,UK,PageGroup
3824,USA,Masonite
3825,USA,Enterprise Financial Services Corp
3826,USA,CommScope
3827,Chile,ColbÃºn
3828,USA,U.S. Cellular
3829,Canada,Canadian Western Bank
3830,USA,Urban Edge Properties
3831,USA,Kymera Therapeutics
3832,Japan,Toho Gas
3833,Germany,Nagarro
3834,USA,BioCryst Pharmaceuticals
3835,India,National Aluminum & Alloy
3836,USA,NuStar Energy
3837,USA,NBT Bancorp
3838,S. Korea,Shinsegae
3839,UK,AJ Bell
3840,Belgium,Telenet
3841,Switzerland,Zug Estates Holding
3842,Canada,Altus Group
3843,USA,CareTrust REIT
3844,USA,Winnebago Industries
3845,Singapore,ComfortDelGro
3846,USA,Phreesia
3847,S. Korea,LOTTE Corporation
3848,UK,Primary Health Properties
3849,Czech Republic,MONETA Money Bank
3850,USA,International Seaways
3851,Austria,Immofinanz
3852,USA,Alamo Group
3853,India,WABCO India
3854,Canada,Labrador Iron Ore Royalty Corp.
3855,USA,Vertex
3856,USA,Braves Group
3857,USA,Ingles Markets
3858,UK,Victrex
3859,New Zealand,Goodman Property Trust
3860,Spain,Sacyr
3861,Sweden,Paradox Interactive
3862,USA,Century Communities
3863,USA,Pebblebrook Hotel Trust
3864,USA,CSG International
3865,Canada,Fairfax India Holdings
3866,Uruguay,Arcos Dorados Holdings
3867,Canada,Tamarack Valley Energy
3868,USA,Cannae Holdings
3869,USA,RLJ Lodging Trust
3870,USA,Zeta Global
3871,UK,Babcock International Group
3872,USA,AssetMark
3873,Canada,Birchcliff Energy
3874,USA,Nuvalent
3875,Sweden,Peab
3876,France,Robertet
3877,USA,Stock Yards Bancorp
3878,S. Korea,CJ Group
3879,USA,Northwest Bank
3880,USA,Diamondrock Hospitality Company
3881,Netherlands,Alfen
3882,India,Aavas Financiers
3883,Turkey,TÃ¼rkiye KalkÄ±nma
3884,Spain,Almirall
3885,Switzerland,Forbo Holding
3886,Bermuda,Golden Ocean Group
3887,Germany,Pfeiffer Vacuum
3888,Germany,Jenoptik
3889,USA,SpringWorks Therapeutics
3890,UK,Verona Pharma
3891,Japan,Pigeon
3892,USA,N-Able
3893,USA,E2open
3894,UK,Shaftesbury
3895,Singapore,TDCX
3896,USA,Sonic Automotive
3897,Canada,Ballard Power Systems
3898,USA,NMI Holdings
3899,Norway,Olav Thon
3900,Hong Kong,Hongkong and Shanghai Hotels
3901,USA,Syndax Pharmaceuticals
3902,New Zealand,Genesis Energy
3903,Netherlands,TKH Group
3904,Canada,NorthWest Healthcare Properties REIT
3905,Indonesia,Bukalapak.com
3906,USA,Arvinas
3907,Canada,Secure Energy Services
3908,UK,Great Portland Estates
3909,USA,Warrior Met Coal
3910,USA,Ironwood Pharmaceuticals
3911,USA,Hercules Capital
3912,New Zealand,Ryman Healthcare
3913,Singapore,Kenon Holdings
3914,India,Mahindra CIE
3915,USA,FB Financial
3916,USA,TTM Technologies
3917,USA,Q2
3918,USA,Custom Truck One Source
3919,USA,Arhaus
3920,Australia,Tabcorp
3921,Brazil,3R Petroleum
3922,Canada,StorageVault Canada
3923,USA,Rocket Pharmaceuticals
3924,USA,Rhythm Pharmaceuticals
3925,India,Radico Khaitan
3926,Turkey,Efes Beverage Group
3927,USA,InterDigital
3928,Canada,Sandstorm Gold
3929,USA,Revolve
3930,Canada,Freehold Royalties
3931,Denmark,Aktieselskabet Schouw & Co.
3932,Finland,Sanoma
3933,UK,Trainline
3934,USA,Lindsay Corporation
3935,USA,Target Hospitality
3936,Canada,Parex Resources
3937,USA,Delek US
3938,USA,World Fuel Services
3939,USA,Getty Images
3940,USA,NW Natural
3941,India,Hexaware Technologies
3942,Japan,Toyo Tire
3943,S. Korea,Fila
3944,Hong Kong,Great Eagle
3945,S. Korea,Hanmi Pharmaceutical
3946,India,IDFC
3947,UK,Quilter
3948,India,Redington India
3949,USA,Talos Energy
3950,Germany,WÃ¼stenrot & WÃ¼rttembergische
3951,Canada,Peyto Exploration & Development
3952,USA,ForgeRock
3953,Brazil,BRF
3954,USA,TaskUs
3955,Hong Kong,Vtech
3956,Poland,Budimex
3957,Bermuda,Seadrill
3958,USA,MillerKnoll
3959,USA,Pacira Biosciences
3960,USA,First Bancorp
3961,India,IndiaMART
3962,USA,H&E Equipment Services
3963,USA,Cohu
3964,Argentina,Loma Negra
3965,India,Piramal Pharma
3966,USA,Granite Construction
3967,USA,Hillman Solutions
3968,Singapore,HPH Trust (Hutchison Port)
3969,S. Korea,JYP Entertainment
3970,Canada,First National Financial
3971,France,Criteo
3972,Japan,Tokai Carbon
3973,Bermuda,Flex Lng
3974,India,DCM Shriram
3975,Canada,Exchange Income Corporation
3976,USA,Hain Celestial
3977,S. Korea,DSME (Daewoo Shipbuilding)
3978,USA,Veritiv
3979,USA,SchrÃ¶dinger
3980,USA,AAR
3981,USA,Intapp
3982,USA,Xencor
3983,USA,Methode Electronics
3984,USA,The Bancorp
3985,USA,Adtalem Global Education
3986,Canada,Superior Plus
3987,South Africa,Santam
3988,Austria,Bank fÃ¼r Tirol und Vorarlberg
3989,USA,Oxford Industries
3990,USA,EverCommerce
3991,Costa Rica,Establishment Labs
3992,UK,Diversey
3993,Switzerland,dormakaba
3994,USA,Provident Financial Services
3995,USA,Addus HomeCare
3996,Israel,Shufersal
3997,Chile,Minera ValparaÃ­so
3998,USA,Day One Biopharmaceuticals
3999,South Africa,Redefine Properties
4000,USA,InvenTrust Properties
4001,USA,Veris Residential
4002,USA,MYR Group
4003,USA,TriCo Bancshares
4004,USA,Tenneco
4005,USA,Digital Turbine
4006,Canada,Eldorado Gold
4007,Sweden,Viaplay Group
4008,India,Ratnamani Metals & Tubes
4009,France,TF1
4010,USA,Chinook Therapeutics
4011,USA,National Bank Holdings
4012,Hong Kong,Fortune REIT
4013,USA,Montauk Renewables
4014,USA,Vivid Seats
4015,USA,Upwork
4016,USA,Brinker International
4017,Indonesia,Bank Danamon
4018,USA,Apollo Commercial Real Estate
4019,Germany,Biotest
4020,USA,Recursion Pharmaceuticals
4021,New Zealand,Air New Zealand
4022,Switzerland,Bystronic AG
4023,S. Korea,Nongshim
4024,Finland,Nokian Tyres
4025,Australia,Paladin Energy
4026,India,SJVN
4027,Malaysia,Top Glove
4028,USA,Agios Pharmaceuticals
4029,USA,VIZIO
4030,USA,Apollo Medical Holdings
4031,Canada,EQB (Equitable Bank)
4032,India,KIOCL
4033,South Africa,Sappi
4034,Canada,Resolute Forest Products
4035,USA,Marten Transport
4036,India,Bajaj Electricals
4037,USA,PROCEPT BioRobotics
4038,USA,Getty Realty
4039,Switzerland,HBM Healthcare Investments
4040,China,Zhejiang Jinke Tom Culture Industry
4041,Canada,Enghouse Systems
4042,Japan,TODA corp
4043,USA,Madison Square Garden
4044,Turkey,TAV Airports Holding
4045,USA,Aurora Innovation
4046,UK,Savills
4047,Canada,Hudbay Minerals
4048,USA,Harmonic
4049,USA,Galaxy Digital Holdings
4050,USA,Elme Communities
4051,USA,Herbalife
4052,UK,Bodycote
4053,Canada,MAG Silver
4054,Canada,Chartwell Retirement Residences
4055,USA,LiveRamp
4056,India,Sanofi India Limited
4057,South Africa,Momentum Metropolitan
4058,Germany,TAG Immobilien
4059,USA,Xenia Hotels & Resorts
4060,Russia,Evraz
4061,India,Elgi Equipments
4062,India,Happiest Minds Technologies
4063,USA,Gibraltar Industries
4064,USA,CSI
4065,USA,LegalZoom
4066,USA,billtrust (BTRS)
4067,USA,Knowles
4068,Luxembourg,CorporaciÃ³n AmÃ©rica Airports
4069,Bermuda,Nabors Industries
4070,USA,Sandy Spring Bank
4071,Finland,Vaisala
4072,USA,Chimera Investment Corporation
4073,USA,Model N
4074,USA,Stellar Bancorp
4075,Germany,Deutsche EuroShop
4076,Guernsey,Super Group
4077,Canada,Celestica
4078,USA,Jack in the Box
4079,India,Jindal Stainless
4080,USA,Sally Beauty Holdings
4081,USA,Laureate Education
4082,Spain,NH Hotel Group
4083,Brazil,Getnet
4084,USA,Infinera
4085,France,Atos
4086,USA,Westamerica Bancorporation
4087,USA,Hims & Hers Health
4088,USA,Veritex Holdings
4089,USA,Compass
4090,South Africa,Life Healthcare Group
4091,Bermuda,Bank of N. T. Butterfield & Son
4092,Malaysia,PMetal (Press Metal Aluminium)
4093,Israel,Shikun & Binui
4094,USA,Montrose Environmental
4095,India,Indian Energy Exchange
4096,USA,Udemy
4097,Canada,Richelieu Hardware
4098,China,XD Inc.
4099,USA,Virtus Investment Partners
4100,USA,Hope Bancorp
4101,USA,Vista Outdoor
4102,USA,Prime Medicine
4103,USA,Horace Mann Educators
4104,USA,ADTRAN
4105,USA,Gulfport Energy
4106,India,Asahi India Glass
4107,USA,BGC Partners
4108,Canada,Trisura Group
4109,USA,Owens & Minor
4110,China,YOOZOO Interactive
4111,USA,Mirion Technologies
4112,South Africa,Dis-Chem Pharmacies
4113,South Africa,Transaction Capital
4114,India,Chambal Fertilisers
4115,USA,Paragon 28
4116,Colombia,Tecnoglass
4117,Canada,Killam Apartment REIT
4118,UK,Helios Towers
4119,South Africa,AVI Limited
4120,USA,Grosvenor Capital Management
4121,India,KEC International
4122,USA,Monarch Casino & Resort
4123,Norway,Borregaard
4124,Japan,DeNA
4125,Poland,Jastrzebska SpÃ³lka Weglowa
4126,USA,Sterling Check
4127,USA,EVgo
4128,India,Hindustan Copper
4129,USA,stem
4130,USA,Monro
4131,USA,Compass Diversified Holdings
4132,Indonesia,Jasa Marga
4133,USA,Sixth Street Specialty Lending
4134,USA,First National of Nebraska
4135,UK,Fever-Tree Drinks
4136,USA,Myriad Genetics
4137,Canada,K92 Mining
4138,Canada,Cargojet
4139,USA,Acadia Realty Trust
4140,USA,Hudson Pacific Properties
4141,USA,LTC Properties
4142,India,City Union Bank
4143,USA,Two Harbors Investment
4144,USA,Eagle Bancorp
4145,USA,ACV Auctions
4146,USA,Goosehead Insurance
4147,Germany,Hornbach Holding
4148,USA,Middlesex Water Company
4149,USA,Avidity Biosciences
4150,Cambodia,Sihanoukville Autonomous Port
4151,Singapore,Yanlord
4152,USA,EchoStar
4153,USA,Patrick Industries
4154,Canada,InterRent Real Estate Investment Trust
4155,USA,Kinetik
4156,Luxembourg,FREYR Battery
4157,USA,Corsair Gaming
4158,USA,Janus International Group
4159,USA,UCT (Ultra Clean Holdings)
4160,USA,SolarWinds
4161,Taiwan,Formosa Taffeta
4162,Sweden,Oatly
4163,Austria,AT&S Austria Technologie & Systemtechnik
4164,Finland,Fiskars
4165,Malaysia,YTL Corporation Berhad
4166,Canada,Russel Metals
4167,Thailand,Siam City Cement (INSEE)
4168,USA,Alexander & Baldwin
4169,USA,Treace Medical Concepts
4170,USA,Everi Holdings
4171,S. Korea,HiteJinro
4172,UK,Aston Martin
4173,Nigeria,Guaranty Trust Bank
4174,USA,Geo Group
4175,USA,WeWork
4176,USA,Virgin Galactic
4177,USA,Zentalis Pharmaceuticals
4178,Poland,KRUK SpÃ³lka Akcyjna
4179,USA,K12
4180,India,CenturyPly
4181,USA,Par Pacific Holdings
4182,USA,Adaptive Biotechnologies
4183,USA,Live Oak Bank
4184,USA,Triumph Bancorp
4185,Canada,Andlauer Healthcare Group
4186,India,Sheela Foam
4187,Bermuda,Textainer Group
4188,Norway,Arendals Fossekompani
4189,USA,Archrock
4190,USA,OSI Systems
4191,USA,Cytek Biosciences
4192,Austria,RHI Magnesita
4193,USA,Marcus & Millichap
4194,USA,M/I Homes
4195,Mexico,Vista Oil & Gas
4196,USA,CTS Corporation
4197,USA,Arcus Biosciences
4198,USA,Meridian Bioscience
4199,USA,Integral Ad Science
4200,USA,Perimeter Solutions
4201,USA,The Beauty Health Company
4202,USA,Geron
4203,USA,Cassava Sciences
4204,USA,Amplitude
4205,Canada,Ero Copper
4206,Bermuda,DHT Holdings
4207,Sweden,Truecaller
4208,USA,Poshmark
4209,USA,Verve Therapeutics
4210,USA,ModivCare
4211,USA,Kaiser Aluminum
4212,USA,The Chefs' Warehouse
4213,Malaysia,Bank Islam Malaysia
4214,S. Korea,SM Entertainment
4215,Canada,goeasy
4216,USA,DICE Therapeutics
4217,USA,Twist Bioscience
4218,USA,KAR Auction Services
4219,India,Blue Star
4220,USA,Sovos Brands
4221,Denmark,Scandinavian Tobacco Group
4222,India,BASF India
4223,USA,Global Net Lease
4224,USA,Arcellx
4225,USA,NOW Inc.
4226,India,Glenmark Pharmaceuticals
4227,USA,GrafTech
4228,USA,Allegiant Air
4229,USA,Viridian Therapeutics
4230,USA,Uranium Energy
4231,USA,Construction Partners
4232,Poland,Inter Cars
4233,USA,Scholastic
4234,India,Suzlon
4235,USA,Paramount Group
4236,Germany,Wacker Neuson
4237,Poland,Asseco
4238,USA,Amphastar Pharmaceuticals
4239,USA,Reata Pharmaceuticals
4240,USA,Ladder Capital
4241,USA,Replimune
4242,USA,Rent-A-Center
4243,USA,C3 AI
4244,USA,City Holding Company
4245,USA,TechTarget
4246,USA,Upstart
4247,Canada,International Petroleum
4248,USA,Deciphera Pharmaceuticals
4249,USA,Dynavax Technologies
4250,USA,Enerpac Tool Group
4251,USA,Huron Consulting
4252,USA,UNITI
4253,USA,Planet Labs
4254,USA,Mativ Holdings
4255,USA,NeoGenomics
4256,France,Casino Guichard-Perrachon
4257,USA,Berkshire Hills Bancorp
4258,Norway,Veidekke
4259,USA,PRA Group
4260,India,NLC India
4261,S. Korea,Ottogi
4262,Israel,Maytronics
4263,USA,Medifast
4264,China,tuya
4265,Israel,Partner Communications
4266,USA,First Busey
4267,India,CDSL
4268,Norway,SpareBank 1
4269,USA,ANGI Homeservices
4270,Germany,secunet
4271,USA,Ready Capital
4272,Brazil,Diagnosticos da America
4273,USA,Abercrombie & Fitch
4274,Germany,Atoss
4275,Germany,GAG Immobilien
4276,Canada,China Gold International Resources
4277,USA,Avanos Medical
4278,USA,Kratos Defense & Security Solutions
4279,USA,Alkami Technology
4280,USA,P10
4281,Japan,Pilot Corporation
4282,Japan,Mixi
4283,Canada,Centerra Gold
4284,India,V-Guard Industries
4285,India,Aether Industries
4286,Finland,Qt Group
4287,Canada,Ivanhoe Electric
4288,USA,Aris Water Solutions
4289,UK,Gamma Communications
4290,USA,Keros Therapeutics
4291,USA,OFG Bancorp
4292,India,EIH Limited
4293,USA,Saul Centers
4294,China,Ourpalm
4295,Spain,MeliÃ¡ Hotels International
4296,USA,First Commonwealth Financial Corp
4297,USA,FIGS
4298,New Zealand,Summerset Holdings
4299,USA,Altus Power
4300,USA,Xometry
4301,USA,Pediatrix Medical Group
4302,USA,Trulieve Cannabis
4303,USA,Service Properties Trust
4304,USA,Genesis Energy L.P.
4305,India,Jindal Stainless (Hisar)
4306,India,Alembic Pharmaceuticals
4307,Cayman Islands,Fresh Del Monte Produce
4308,India,Finolex Industries
4309,Israel,Perion Network
4310,USA,Calumet Specialty Products Partners
4311,S. Korea,KCC Corp
4312,Bermuda,SFL Corp
4313,USA,Utz Brands
4314,Israel,Kornit Digital
4315,UK,John Wood Group
4316,UK,RSA Insurance Group
4317,USA,EQRx
4318,USA,Vericel
4319,Canada,Iamgold
4320,USA,Meta Financial Group
4321,USA,Universal Corporation
4322,Greece,GasLog
4323,Poland,Polenergia
4324,USA,S&T Bancorp
4325,UK,Hipgnosis Songs Fund
4326,USA,Magnite
4327,USA,1st Source
4328,USA,CoreCivic
4329,Germany,Bilfinger
4330,Chile,CompaÃ±Ã­a de Acero del PacÃ­fico
4331,Bermuda,Borr Drilling
4332,USA,Embecta
4333,Netherlands,Eurocommercial Properties
4334,USA,Primoris Services Corporation
4335,USA,Federal Agricultural Mortgage
4336,Austria,AMAG Austria Metall
4337,USA,Digi International
4338,USA,V2X
4339,USA,Standex
4340,USA,FuelCell Energy
4341,USA,iRobot
4342,USA,Palomar Holdings
4343,USA,PC Connection
4344,USA,BridgeBio Pharma
4345,UK,IntegraFin
4346,Brazil,Afya
4347,USA,Nikola
4348,USA,OceanFirst Financial
4349,Germany,Cancom
4350,USA,Travere Therapeutics
4351,USA,Definitive Healthcare
4352,USA,Cinemark Theatres
4353,USA,Heartland Express
4354,USA,Outset Medical
4355,USA,Telephone and Data Systems
4356,USA,Blucora
4357,USA,Enovix
4358,USA,Ecovyst
4359,India,RBL Bank
4360,USA,Enova International
4361,Canada,Aurinia Pharmaceuticals
4362,Canada,Orla Mining
4363,USA,Clean Energy Fuels
4364,Norway,Atea ASA
4365,Canada,The North West Company
4366,USA,ePlus
4367,China,Huya
4368,France,BÃ©nÃ©teau
4369,USA,Paya
4370,USA,Dime Community Bancshares
4371,USA,PennyMac Mortgage Investment Trust
4372,USA,Nevro
4373,Finland,Uponor
4374,USA,Green Brick Partners
4375,USA,Biohaven Pharmaceutical
4376,USA,TriMas
4377,USA,MannKind Corp
4378,USA,Kronos Worldwide
4379,Canada,Equinox Gold
4380,USA,HNI Corporation
4381,Canada,Canopy Growth
4382,USA,CinCor Pharma
4383,India,PVR Cinemas
4384,Germany,Deutsche Pfandbriefbank
4385,New Zealand,Precinct Properties
4386,Lithuania,Telia Lietuva
4387,USA,Avid Technology
4388,USA,Safety Insurance
4389,Canada,dentalcorp
4390,India,Hudco
4391,USA,Stewart Information Services
4392,Canada,Uni-Select
4393,USA,Sinclair Broadcast
4394,USA,Tennant Company
4395,Taiwan,Himax
4396,China,Waterdrop Inc.
4397,China,NetDragon Websoft
4398,New Zealand,Skycity Entertainment Group
4399,USA,PureCycle Technologies
4400,USA,ProPetro
4401,USA,PBF Logistics
4402,USA,Carvana
4403,Germany,Grenke
4404,USA,Clearfield
4405,India,Indian Telephone Industries
4406,USA,Energy Recovery
4407,USA,MeridianLink
4408,USA,SES AI
4409,Netherlands,Shop Apotheke Europe
4410,USA,Radius Global Infrastructure
4411,Finland,Citycon
4412,Turkey,OYAK Ãimento
4413,India,Natco Pharma
4414,Israel,Fiverr
4415,Switzerland,Schweiter Technologies
4416,USA,Piedmont Office Realty Trust
4417,USA,Guess
4418,India,Allcargo Logistics
4419,USA,Donnelley Financial Solutions
4420,USA,Kayne Anderson Capital Advisors
4421,USA,Encore Capital Group
4422,India,VIP Industries
4423,Spain,Mediaset EspaÃ±a ComunicaciÃ³n
4424,USA,Brookline Bancorp
4425,USA,Ryerson
4426,Mexico,Volaris
4427,USA,Morphic Therapeutic
4428,Spain,Pharma Mar
4429,Australia,Magellan Financial Group
4430,Israel,Sapiens
4431,USA,NextGen Healthcare
4432,USA,Imago BioSciences
4433,USA,Wabash National
4434,USA,Xponential Fitness
4435,USA,OPKO Health
4436,Japan,Citizen Watch
4437,India,Cyient
4438,Canada,Sierra Wireless
4439,USA,Modine Manufacturing
4440,USA,Kforce
4441,USA,The Andersons
4442,USA,Diversified Energy
4443,Russia,Mechel PAO
4444,Germany,Varta
4445,USA,Ligand Pharmaceuticals
4446,USA,Helix Energy Solutions
4447,India,EaseMyTrip
4448,USA,Orion Engineered Carbons
4449,USA,PGT Innovations
4450,Germany,CropEnergies
4451,India,TANLA
4452,USA,3D Systems
4453,Brazil,Banco de BrasÃ­lia
4454,USA,Aclaris Therapeutics
4455,USA,Lakeland Bancorp
4456,Israel,Formula Systems
4457,USA,Malibu Boats
4458,USA,ProFrac
4459,India,Amara Raja Batteries
4460,USA,Capitol Federal Savings Bank
4461,Monaco,Costamare
4462,France,Korian
4463,USA,AdvanSix
4464,India,East India Distilleries Parry
4465,UK,Bytes Technology
4466,USA,Fastly
4467,UK,Ascential
4468,Finland,Caverion
4469,China,Dingdong Maicai
4470,USA,Nicolet Bankshares
4471,China,NaaS Technology
4472,India,Zydus Wellness
4473,Germany,Eckert & Ziegler
4474,USA,Semrush
4475,USA,Employers Holdings
4476,USA,Southside Bancshares
4477,China,Hollysys Automation Technologie
4478,USA,Franklin BSP Realty Trust
4479,Spain,Faes Farma
4480,USA,OPAL Fuels
4481,USA,U.S. Physical Therapy
4482,USA,Dorchester Minerals
4483,USA,A10 Networks
4484,USA,E. W. Scripps Company
4485,Canada,Docebo
4486,Switzerland,Fenix Outdoor
4487,USA,Origin Bancorp
4488,USA,Netstreit
4489,USA,Diamond Offshore Drilling
4490,China,Kingsoft Cloud
4491,Israel,Taro Pharmaceutical
4492,Spain,Prosegur
4493,USA,La-Z-Boy
4494,USA,RadNet
4495,Canada,Advantage Energy
4496,USA,Aimco
4497,USA,Everbridge
4498,Cambodia,ACLEDA Bank
4499,USA,PDF Solutions
4500,USA,Pliant Therapeutics
4501,Brazil,CI&T
4502,USA,B. Riley Financial
4503,Poland,Grupa Zywiec
4504,USA,Global Partners LP
4505,UK,GB Group (GBG)
4506,USA,MFA Financial
4507,Germany,Uniper
4508,S. Korea,Doosan
4509,USA,Tellurian
4510,USA,Photronics
4511,USA,Lemonade
4512,Brazil,Grendene
4513,Canada,Seabridge Gold
4514,Canada,Laurentian Bank of Canada
4515,Canada,Westshore Terminals Investment
4516,USA,Consensus Cloud Solutions
4517,China,Zhihu
4518,Germany,STRATEC
4519,Belgium,Bpost
4520,USA,Olo
4521,USA,Brandywine Realty Trust
4522,USA,Matthews International Corporation
4523,USA,Coeur Mining
4524,USA,Playa Hotels & Resorts
4525,USA,Atrion
4526,USA,German American Bancorp
4527,USA,Tompkins Financial
4528,Canada,Jamieson Wellness
4529,USA,Proterra
4530,Norway,Bonheur ASA
4531,Greece,Danaos
4532,UK,THG (The Hut Group)
4533,Canada,Denison Mines
4534,Finland,Revenio
4535,USA,Nutex Health
4536,USA,Paysafe
4537,China,Hangzhou Shunwang Technology
4538,Hong Kong,Dah Sing Banking Group
4539,USA,USANA
4540,Netherlands,VEON
4541,Ireland,Cosmo Pharmaceuticals
4542,Canada,Precision Drilling Corporation
4543,USA,CVR Partners
4544,USA,Golden Entertainment
4545,USA,23andMe
4546,USA,Energy Fuels
4547,Canada,MTY Food Group
4548,Israel,Camtek
4549,Spain,Prosegur Cash
4550,New Zealand,Freightways
4551,USA,Franchise Group
4552,USA,Camping World
4553,USA,Merchants Bancorp
4554,Hong Kong,Miramar Hotel and Investment
4555,USA,Sweetgreen
4556,Australia,Piedmont Lithium
4557,USA,AZZ
4558,USA,Sun Country Airlines
4559,USA,UserTesting
4560,USA,New York Mortgage Trust
4561,USA,Cowen
4562,USA,SpartanNash
4563,Spain,Metrovacesa
4564,USA,IGM Biosciences
4565,Netherlands,Core Laboratories
4566,USA,NAPCO Security Technologies
4567,Canada,Mullen Group
4568,Brazil,OdontoPrev
4569,USA,Armada Hoffler Properties
4570,Netherlands,uniQure
4571,USA,American Well
4572,USA,PROS
4573,Canada,Dundee Precious Metals
4574,USA,Momentive Global
4575,USA,Titan International
4576,Austria,S&T AG
4577,China,EHang Holdings
4578,Luxembourg,Nexa Resources
4579,Argentina,Central Puerto
4580,UK,Summit Therapeutics
4581,Spain,AmRest
4582,USA,Scilex Holding
4583,France,Fnac Darty
4584,USA,Wolverine World Wide
4585,USA,Gray Television
4586,Austria,Agrana
4587,Germany,Hamburger Hafen
4588,Italy,Cementir
4589,USA,KKR Real Estate Finance Trust
4590,USA,Enanta Pharmaceuticals
4591,Germany,RhÃ¶n-Klinikum
4592,Canada,Fortuna Silver Mines
4593,Bermuda,SiriusPoint
4594,USA,The Shyft Group
4595,USA,Preferred Bank
4596,USA,REGENXBIO
4597,UK,National Express Group
4598,Poland,Grupa Kety
4599,India,Tejas Networks
4600,China,Youdao
4601,USA,Collegium Pharmaceutical
