,company_country,company_name
4602,USA,Barings BDC
4603,South Africa,Italtile
4604,USA,Central Securities
4605,Canada,Cronos Group
4606,USA,Customers Bancorp
4607,USA,Portillo's
4608,USA,The Greenbrier Companies
4609,Canada,SunOpta
4610,USA,Jeld-Wen
4611,USA,HireRight
4612,Canada,Morguard
4613,South Africa,Barloworld
4614,USA,Waldencast
4615,UK,ASOS
4616,Italy,Juventus Turin
4617,Germany,New Work
4618,USA,LSB Industries
4619,USA,Heritage Financial
4620,USA,Opendoor
4621,USA,MoneyGram
4622,Switzerland,Global Blue Group
4623,USA,First Watch Restaurant
4624,Argentina,BBVA Argentina
4625,Germany,NÃ¼rnberger Versicherung
4626,Sweden,Modern Times Group (MTG)
4627,Germany,flatexDEGIRO AG
4628,USA,The First Bancshares
4629,Bermuda,Argo Group
4630,Spain,Applus Services
4631,USA,Amerant Bancorp
4632,New Zealand,Pushpay Holdings
4633,China,Yatsen Holding
4634,USA,U.S. Silica
4635,Netherlands,TomTom
4636,Thailand,Sri Trang Gloves
4637,USA,Dream Finders Homes
4638,USA,Steel Partners
4639,USA,Schnitzer Steel
4640,Austria,Sparkassen Immobilien
4641,USA,BrightSpire Capital
4642,Brazil,Inter & Co
4643,UK,Amryt Pharma
4644,New Zealand,Kiwi Property
4645,USA,Overstock.com
4646,S. Arabia,Alamar Foods Company
4647,USA,WideOpenWest
4648,USA,Sumo Logic
4649,S. Korea,Jeju Air
4650,Poland,Tauron Polska
4651,USA,Innoviva
4652,USA,Trinseo
4653,India,Knr Constructions
4654,France,Savencia Fromage & Dairy
4655,Finland,Terveystalo
4656,USA,Hibbett Sports
4657,Germany,MYT Netherlands Parent (Mytheresa)
4658,USA,Universal Logistics Holdings
4659,USA,Green Dot
4660,Canada,Osisko Mining
4661,Netherlands,PostNL
4662,Canada,Headwater Exploration
4663,India,Karur Vysya Bank
4664,UK,Membership Collective
4665,USA,Select Energy Services
4666,India,Finolex Cables
4667,USA,i3 Verticals
4668,USA,iHeartMedia
4669,Canada,Imax Corp
4670,Luxembourg,Adecoagro
4671,Germany,Hypoport
4672,Hong Kong,CGN Mining Company
4673,USA,Century Aluminum
4674,USA,Perella Weinberg Partners
4675,India,Graphite India
4676,Japan,Gree
4677,USA,Cogent Biosciences
4678,USA,Albireo Pharma
4679,USA,A-Mark Precious Metals
4680,USA,Veeco
4681,USA,NRC Health
4682,Germany,Patrizia Immobilien
4683,USA,Novavax
4684,USA,Cross Country Healthcare
4685,USA,Banc of California
4686,India,Galaxy Surfactants
4687,USA,Columbus McKinnon
4688,India,Jindal Worldwide
4689,Taiwan,Gogoro
4690,USA,AST SpaceMobile
4691,Spain,Construcciones y Auxiliar de Ferrocarriles
4692,Canada,Sprott Inc
4693,India,Mahanagar Gas
4694,USA,OrthoPediatrics
4695,USA,SkyWest
4696,USA,Inhibrx
4697,Netherlands,Van Lanschot Kempen
4698,Canada,Enerflex
4699,USA,Matterport
4700,USA,UFP Technologies
4701,USA,RAPT Therapeutics
4702,Brazil,Arco Platform
4703,USA,National Healthcare
4704,USA,AerSale
4705,India,BSE
4706,UK,Synthomer
4707,USA,The Necessity Retail REIT
4708,USA,Shentel
4709,UK,Ferroglobe
4710,Israel,Stratasys
4711,Cambodia,Phnom Penh Water Supply Authority
4712,Netherlands,Pharming Group
4713,USA,Plymouth Industrial REIT
4714,Argentina,IRSA Inversiones y Representaciones
4715,USA,Rush Street Interactive
4716,UK,Genius Sports
4717,UK,Ceres Power
4718,USA,Myers Industries
4719,USA,Sana Biotechnology
4720,Singapore,Singapore Post
4721,Jersey,Yellow Cake plc
4722,Canada,Recipe Unlimited
4723,USA,IDEAYA Biosciences
4724,USA,Apogee Enterprises
4725,Netherlands,Allego
4726,USA,Community Healthcare Trust
4727,USA,Sterling Construction
4728,USA,InnovAge
4729,USA,Westrock Coffee
4730,USA,ProAssurance
4731,USA,CryoPort
4732,USA,Arko
4733,USA,Healthcare Services Group
4734,USA,Open Lending
4735,USA,MRC Global
4736,Sweden,NCC
4737,USA,Allogene Therapeutics
4738,Austria,Palfinger
4739,Indonesia,Astra Agro Lestari
4740,USA,Mesa Laboratories
4741,USA,Avid Bioservices
4742,Canada,Li-Cycle
4743,USA,Ichor Systems
4744,USA,Douglas Dynamics
4745,USA,BrightSphere Investment Group
4746,USA,Winmark
4747,USA,indie Semiconductor
4748,USA,Westlake Chemical Partners
4749,Chile,Geopark
4750,Spain,(DIA) Distribuidora Internacional de AlimentaciÃ³n
4751,USA,IonQ
4752,USA,Astec Industries
4753,USA,Chase Corporation
4754,Norway,Norway Royal Salmon
4755,USA,RCI Hospitality Holdings
4756,USA,CRA International
4757,Israel,Radware
4758,India,NBCC India
4759,USA,GoPro
4760,USA,RPT Realty
4761,USA,International Money Express
4762,USA,Steelcase
4763,S. Korea,Asiana Airlines
4764,USA,Agenus
4765,USA,Zuora
4766,USA,Anywhere Real Estate
4767,Israel,Riskified
4768,USA,Provention Bio
4769,USA,American Woodmark
4770,Australia,ioneer
4771,USA,Marathon Digital Holdings
4772,USA,Beyond Meat
4773,USA,LeMaitre Vascular
4774,USA,Conduent
4775,Bermuda,Kiniksa Pharmaceuticals
4776,USA,American Axle & Manufacturing
4777,China,Tianyu Digital Technology (Dalian)
4778,USA,Benchmark Electronics
4779,USA,TimkenSteel
4780,Canada,Cardinal Energy
4781,USA,Grid Dynamics
4782,UK,Exscientia
4783,S. Korea,Shinpoong Pharm
4784,USA,PureTech Health
4785,USA,Cerence
4786,USA,Redwood Trust
4787,USA,ViewRay
4788,USA,PAR Technology
4789,USA,W&T Offshore
4790,USA,Alpha & Omega Semiconductor
4791,USA,Arcutis Biotherapeutics
4792,China,7Road
4793,India,Cera Sanitaryware
4794,USA,Bain Capital
4795,Thailand,Bangkok Airways
4796,USA,Janux Therapeutics
4797,USA,Perdoceo Education
4798,USA,AMERISAFE
4799,USA,Cars.com
4800,Canada,BELLUS Health
4801,USA,Suburban Propane Partners
4802,USA,ConnectOne Bancorp
4803,USA,Forma Therapeutics
4804,Singapore,Maxeon Solar Technologies
4805,USA,Riot Blockchain
4806,USA,LendingClub
4807,USA,Biolife Solutions
4808,France,Valneva SE
4809,India,Multi Commodity Exchange
4810,USA,Iovance Biotherapeutics
4811,USA,Centerspace
4812,USA,ImmunoGen
4813,USA,Paymentus
4814,India,Edelweiss Financial Services
4815,USA,First Foundation
4816,Germany,Mensch und Maschine
4817,USA,Mission Produce
4818,USA,Unitil Corporation
4819,Canada,Africa Oil
4820,India,Hinduja Global Solutions
4821,Taiwan,Perfect Corp.
4822,USA,Associated Capital Group
4823,Netherlands,Sligro Food
4824,USA,QCR Holdings
4825,USA,Republic Bank
4826,USA,Caleres
4827,USA,DocGo
4828,USA,Heska Corporation
4829,India,Chalet Hotels
4830,USA,Heritage-Crystal Clean
4831,Australia,BrainChip
4832,Bahamas,OneSpaWorld
4833,USA,UMH Properties
4834,USA,PROG Holdings
4835,South Africa,Telkom SA
4836,USA,B&G Foods
4837,India,RITES
4838,Canada,Transcontinental
4839,USA,ARMOUR Residential REIT
4840,USA,Premier Financial
4841,USA,National Western Life
4842,Switzerland,PolyPeptide Group
4843,South Africa,Fortress REIT
4844,China,Gaotu Techedu
4845,USA,Fulgent Genetics
4846,Japan,GungHo Online Entertainment
4847,USA,Bally's Corporation
4848,Canada,Teekay Tankers
4849,Canada,SilverCrest Metals
4850,China,Shen Zhen Shengxunda Technology (gamexun)
4851,Hong Kong,Dah Sing Financial
4852,USA,Forestar Group
4853,Canada,Wesdome Gold Mines
4854,Ireland,Amarin Corporation
4855,USA,CBL Properties
4856,India,Network18
4857,India,BLS International
4858,USA,Community Trust Bancorp
4859,Finland,Aktia Bank
4860,USA,QuinStreet
4861,USA,LivePerson
4862,Germany,DIC Asset
4863,USA,Deluxe
4864,India,Sterlite Technologies
4865,Canada,Artis REIT
4866,Argentina,edenor
4867,India,Rashtriya Chemicals and Fertilizers
4868,USA,Movado
4869,India,SPARC
4870,USA,SMART Global Holdings
4871,USA,ScanSource
4872,USA,Cadre
4873,USA,Peoples Bancorp
4874,Canada,Clairvest Group
4875,USA,Global Industrial Company
4876,UK,Jupiter Fund Management
4877,Canada,Cymbria
4878,Ireland,Dole PLC
4879,USA,Grindr
4880,USA,Kura Oncology
4881,USA,Omega Flex
4882,USA,"Sturm, Ruger & Co"
4883,USA,Titan Machinery
4884,USA,Verano Holdings
4885,USA,Dril-Quip
4886,USA,Crinetics Pharmaceuticals
4887,India,Kalpataru Power Transmission
4888,Brazil,GPA
4889,UK,Marshalls plc
4890,USA,Boston Omaha
4891,USA,Hawkins
4892,India,Indiabulls Housing Finance
4893,Canada,Mercer International
4894,USA,Simulations Plus
4895,India,CEAT
4896,Denmark,Zealand Pharma
4897,Canada,Softchoice
4898,USA,Coherus BioSciences
4899,USA,Repay Holdings
4900,Canada,Converge Technology Solutions
4901,USA,AvePoint
4902,USA,Yext
4903,Finland,Ponsse
4904,USA,Mirum Pharmaceuticals
4905,USA,Ranger Oil
4906,USA,BioXcel Therapeutics
4907,Singapore,Pacific Century Regional Developments
4908,USA,Bristow Group
4909,Israel,Cellebrite
4910,Finland,Tokmanni
4911,USA,Allegiance Bancshares
4912,USA,Varex Imaging
4913,USA,Washington Trust Bancorp
4914,USA,SLR Investment
4915,UK,VTEX
4916,China,Hangzhou Electronic Soul Network Technology
4917,USA,Quanex Building Products
4918,UK,Bicycle Therapeutics
4919,USA,Office Properties Income Trust
4920,USA,Taboola.com
4921,India,Symphony Limited
4922,USA,POINT Biopharma
4923,USA,Anavex Life Sciences
4924,USA,Ellington Financial
4925,USA,REV Group
4926,USA,Laredo Petroleum
4927,USA,Standard Motor Products (SMP)
4928,Canada,Interfor
4929,Bermuda,James River Group
4930,USA,Lyell Immunopharma
4931,USA,Summit Hotel Properties
4932,USA,Heritage Commerce
4933,USA,Aehr Test Systems
4934,USA,Altimmune
4935,India,Prince Pipes And Fittings
4936,USA,NextDecade Corp
4937,India,JBM Auto
4938,Ireland,Cimpress
4939,India,Praj Industries
4940,USA,IES Holdings
4941,USA,Pitney Bowes
4942,USA,CrossAmerica Partners
4943,Taiwan,ChipMOS Technologies
4944,Israel,Cellcom Israel
4945,Argentina,Bioceres Crop Solutions
4946,USA,Sharecare
4947,Brazil,Azul
4948,India,Borosil
4949,India,Bombay Burmah
4950,USA,Bank First
4951,USA,Aspen Aerogels
4952,Germany,Zeal Network
4953,USA,Origin Materials
4954,USA,Nextdoor
4955,India,Ingersoll Rand India
4956,Sweden,Stillfront Group
4957,Norway,Kahoot!
4958,Germany,DrÃ¤gerwerk
4959,Monaco,Navios Maritime Partners
4960,India,BEML
4961,USA,Newegg
4962,Finland,Olvi plc
4963,USA,Accel Entertainment
4964,USA,WisdomTree Investments
4965,India,KSB ltd
4966,Israel,WalkMe
4967,India,Amber Enterprises India
4968,USA,Hanmi Financial
4969,Canada,Badger Infrastructure Solutions
4970,Germany,Adler Real Estate
4971,USA,Ambac
4972,China,Shenzhen Zqgame
4973,USA,TCG BDC
4974,USA,Vacasa
4975,Israel,Magic Software
4976,USA,Qurate Retail Group
4977,South Africa,DRDGOLD
4978,Panama,Banco Latinoamericano de Comercio Exterior
4979,USA,ANI Pharmaceuticals
4980,USA,Univest
4981,USA,MultiPlan
4982,USA,NerdWallet
4983,USA,Alabama Power
4984,Brazil,Vitru
4985,USA,CareDx
4986,Cayman Islands,Theravance Biopharma
4987,USA,Northfield Bancorp
4988,UK,Team17
4989,USA,Enfusion
4990,USA,SunCoke Energy
4991,Norway,Norwegian Air Shuttle
4992,USA,United Fire Group
4993,USA,The Vita Coco Company
4994,USA,Advantage Solutions
4995,USA,AMC Networks
4996,S. Arabia,Al Moammar Information Systems
4997,USA,Aerie Pharmaceuticals
4998,USA,MarineMax
4999,USA,BigCommerce
5000,USA,ADMA Biologics
5001,USA,Sleep Number
5002,Canada,New Gold
5003,USA,ATN International
5004,USA,AnaptysBio
5005,Brazil,Locaweb
5006,Israel,Pagaya Technologies
5007,USA,Ethan Allen
5008,USA,Eventbrite
5009,USA,loanDepot
5010,Germany,CEWE
5011,India,ESAB India
5012,USA,iStar
5013,USA,Protolabs
5014,USA,SP Plus Corporation
5015,USA,PubMatic
5016,USA,HealthStream
5017,USA,Expensify
5018,Spain,Wallbox
5019,India,Rain Industries
5020,Singapore,Karooooo
5021,China,iDreamSky
5022,Hong Kong,Sunlight REIT
5023,USA,Farmland Partners
5024,USA,G-III Apparel Group
5025,New Zealand,Property For Industry
5026,USA,UB Properties
5027,Poland,LiveChat Software
5028,USA,Cano Health
5029,USA,TrustCo Bank
5030,USA,CTI BioPharma
5031,Finland,Finnair
5032,Germany,Indus Holding
5033,Brazil,Via S.A.
5034,USA,Old Second Bancorp
5035,USA,BJ's Restaurants
5036,USA,Hanger
5037,USA,MBIA
5038,USA,Slam Corp
5039,S. Korea,Samyang Foods
5040,Singapore,PropertyGuru
5041,USA,Gorman-Rupp
5042,India,Quess
5043,USA,Bluelinx
5044,Spain,Aedas Homes
5045,USA,Alector
5046,USA,Dorian LPG
5047,USA,Skyward Specialty Insurance Group
5048,Canada,Maverix Metals
5049,USA,BrightView
5050,USA,Global Medical REIT
5051,USA,Universal Health Realty Income Trust
5052,China,CMGE Technology Group
5053,Netherlands,Merus
5054,S. Korea,Jin Air
5055,USA,Belite Bio
5056,USA,4D Molecular Therapeutics
5057,USA,Amalgamated Financial
5058,Australia,G8 Education
5059,S. Korea,YG Entertainment
5060,USA,Tango Therapeutics
5061,USA,IDT Corporation
5062,India,Delta Corp
5063,USA,TravelCenters of America
5064,USA,CEVA
5065,USA,Riley Permian
5066,USA,Johnson Outdoors
5067,USA,Forrester Research
5068,Ireland,Navitas Semiconductor
5069,UAE,Brooge Energy
5070,USA,Eagle Bulk Shipping
5071,India,MapmyIndia
5072,India,Godawari Power & Ispat
5073,USA,Seritage Growth Properties
5074,USA,Shoe Carnival
5075,USA,Kearny Financial
5076,India,Orient Electric
5077,USA,National Energy Services Reunited
5078,India,Jubilant Pharmova
5079,USA,HarborOne Bancorp
5080,USA,Valhi
5081,S. Korea,NHN Corp
5082,Germany,VIB VermÃ¶gen
5083,USA,Gladstone Land
5084,Canada,Endeavour Silver
5085,Singapore,Riverstone Holdings
5086,UK,Boohoo Group
5087,USA,Ducommun
5088,USA,Denny's
5089,USA,Anterix
5090,USA,Lightwave Logic
5091,USA,Orthofix Medical
5092,Israel,Innoviz
5093,USA,Rover
5094,USA,Blink Charging
5095,USA,Horizon Bancorp
5096,China,Kaiser (China) Culture
5097,USA,Thryv
5098,India,Religare
5099,USA,Viking Therapeutics
5100,USA,American Vanguard
5101,UK,ITM Power
5102,USA,Seres Therapeutics
5103,USA,Genco Shipping & Trading
5104,USA,Hawaiian Airlines
5105,Germany,Gateway Real Estate
5106,USA,Barrett Business Services
5107,USA,Haynes International
5108,USA,Guild Mortgage
5109,USA,iTeos Therapeutics
5110,USA,Accolade
5111,USA,OTC Markets Group
5112,India,Mahindra Lifespaces
5113,USA,MediaAlpha
5114,USA,The Hackett Group
5115,USA,Intercept Pharmaceuticals
5116,USA,First Mid-Illinois Bancshares
5117,USA,Allakos
5118,USA,1-800-Flowers
5119,USA,Amneal Pharmaceuticals
5120,USA,i-80 Gold
5121,Poland,Wirtualna Polska (WP Holding)
5122,USA,Clear Channel Outdoor
5123,USA,Digital World Acquisition
5124,USA,Enhabit
5125,Germany,Immatics
5126,USA,TrueBlue
5127,USA,Emergent BioSolutions
5128,USA,Koppers
5129,USA,Gladstone Commercial
5130,USA,Redfin
5131,USA,ChannelAdvisor
5132,S. Korea,Neowiz Games
5133,Turkey,QNB Finansleasing
5134,USA,Cass Information Systems
5135,USA,Berry Corporation
5136,USA,Dynex Capital
5137,USA,Metropolitan Bank Holding
5138,USA,Health Catalyst
5139,USA,Vital Farms
5140,Canada,Algoma Steel
5141,Canada,New Found Gold
5142,S. Korea,DoubleUGames
5143,UAE,Yalla Group
5144,India,Gujarat Alkalies and Chemicals
5145,USA,Triumph Group
5146,USA,Snap One
5147,USA,Kelly Services
5148,USA,Kaman
5149,Malaysia,Sunway
5150,India,Sunteck Realty
5151,Bermuda,Nordic American Tankers
5152,India,MMTC
5153,S. Korea,Com2uS
5154,USA,bluebird bio
5155,USA,Peapack-Gladstone Financial
5156,USA,VSE Corporation
5157,USA,INDUS Realty Trust
5158,USA,RE/MAX Holdings
5159,USA,Nano Dimension
5160,USA,Faro Technologies
5161,Germany,Norma Group
5162,USA,York Water
5163,USA,Zynex
5164,Hong Kong,AMTD IDEA Group
5165,Finland,YIT
5166,USA,Oscar Health
5167,USA,ACM Research
5168,USA,Franklin Covey
5169,USA,Interface
5170,India,Mastek
5171,USA,Allied Motion Technologies
5172,Sweden,OrrÃ¶n Energy
5173,USA,Vimeo
5174,China,UP Fintech (Tiger Brokers)
5175,France,Orpea
5176,India,Reliance Power
5177,USA,Cutera
5178,Germany,Aurelius Group
5179,USA,SandRidge Energy
5180,USA,Hingham Institution for Savings
5181,UK,Eurowag
5182,New Zealand,Delegat
5183,USA,Archer Aviation
5184,Canada,Zymeworks
5185,Australia,Novonix
5186,Japan,COLOPL
5187,USA,Ares Commercial Real Estate
5188,USA,Stoneridge
5189,Spain,TÃ©cnicas Reunidas
5190,Romania,Electrica
5191,India,Zensar
5192,Germany,Morphosys
5193,USA,Erasca
5194,Poland,NEUCA
5195,USA,Scholar Rock Holding
5196,China,Shenzhen Bingchuan Network
5197,India,sterling & wilson solar
5198,USA,Chatham Lodging Trust
5199,USA,Community Health Systems
5200,USA,Transcat
5201,USA,Camden National Bank
5202,India,Gujarat Mineral Development
5203,USA,Luther Burbank
5204,USA,Aerovate Therapeutics
5205,Norway,Opera
5206,Canada,Standard Lithium
5207,USA,Insteel Industries
5208,China,LexinFintech Holdings
5209,USA,Couchbase
5210,USA,SIGA Technologies
5211,Taiwan,Cathay Real Estate Development
5212,USA,TPG Real Estate Finance Trust
5213,China,I-Mab Biopharma
5214,Brazil,Iguatemi
5215,USA,Clearwater Paper
5216,USA,Designer Brands
5217,USA,SilverBow Resources
5218,India,Hikal
5219,India,Vaibhav Global
5220,Canada,Silvercorp Metals
5221,USA,Invitae
5222,Germany,trivago
5223,USA,Cambium Networks
5224,Sweden,Cloetta
5225,Malaysia,Hartalega
5226,USA,Poseida Therapeutics
5227,USA,Mersana Therapeutics
5228,USA,Genesco
5229,India,VRL Logistics
5230,USA,Secureworks
5231,USA,Clover Health Investments
5232,USA,Ruth's Hospitality Group
5233,USA,Kimball Electronics
5234,Finland,Enento Group
5235,India,Kirloskar Ferrous Industries
5236,USA,Lindblad Expeditions
5237,USA,Protagonist Therapeutics
5238,USA,Bandwidth
5239,USA,Sight Sciences
5240,USA,Flushing Financial Corp
5241,USA,TPI Composites
5242,USA,Sangamo Therapeutics
5243,USA,Cresco Labs
5244,USA,Rackspace Technology
5245,USA,Phibro Animal Health
5246,USA,RGP
5247,USA,Mullen Automotive
5248,Finland,Anora Group
5249,UK,Vertical Aerospace
5250,USA,REX American Resources
5251,USA,Virgin Orbit
5252,USA,System1
5253,USA,Babcock & Wilcox
5254,Brazil,Americanas
5255,USA,CION Investment
5256,India,Polyplex
5257,India,Schneider Electric Infrastructure
5258,USA,Ardelyx
5259,USA,NETGEAR
5260,Israel,AudioCodes
5261,USA,ZeroFox
5262,India,PDS Multinational
5263,Taiwan,Gorilla Technology
5264,USA,Ebix
5265,USA,Harsco
5266,India,Infibeam Avenues
5267,Australia,Boss Energy
5268,India,Syrma SGS Technology
5269,USA,Chuy's
5270,USA,Cardiovascular Systems
5271,India,Transport Corporation of India
5272,USA,Arrow Financial
5273,USA,Cerus
5274,USA,Broadmark Realty Capital
5275,USA,Mercantile Bank
5276,USA,Capital City Bank Group
5277,USA,SI-BONE
5278,China,Agora.io
5279,USA,Tiptree
5280,USA,Bluegreen Vacations
5281,Brazil,Vinci Partners
5282,USA,First Financial
5283,USA,Energy Vault
5284,Denmark,Trustpilot Group
5285,USA,CymaBay Therapeutics
5286,USA,Playstudios
5287,USA,Ranpak
5288,USA,Hyliion
5289,USA,Nurix Therapeutics
5290,USA,Acco Brands
5291,India,JSW Holdings
5292,USA,Cara Therapeutics
5293,India,Engineers India
5294,India,Karnataka Bank
5295,USA,Heidrick & Struggles
5296,USA,Amyris
5297,Canada,Absolute Software
5298,USA,HBT Financial
5299,USA,2U
5300,USA,Bright Health
5301,USA,Central Pacific Financial
5302,USA,Editas Medicine
5303,USA,Chico's
5304,USA,Desktop Metal
5305,Israel,Satixfy Communications
5306,Indonesia,Tunas Ridean
5307,Bermuda,Ardmore Shipping
5308,USA,PennantPark Floating Rate
5309,USA,SmartRent
5310,USA,Havertys
5311,India,FDC India
5312,India,Varroc
5313,USA,AlloVir
5314,Canada,Lion Electric
5315,Germany,Lilium
5316,USA,Microvast
5317,Germany,Simona
5318,Brazil,Brasil Agro
5319,USA,Nine Energy Service
5320,USA,nLIGHT
5321,Germany,ElringKlinger
5322,USA,Senseonics Holdings
5323,USA,AngioDynamics
5324,Canada,Repare Therapeutics
5325,USA,MetroCity Bankshares
5326,USA,Bionano Genomics
5327,USA,Vishay Precision Group
5328,USA,Funko
5329,India,Suprajit Engineering
5330,USA,Artesian Resources
5331,USA,DXP Enterprises
5332,USA,Calavo Growers
5333,Australia,Energy Resources of Australia
5334,China,DouYu
5335,USA,NuScale Power
5336,India,Phillips Carbon Black
5337,Poland,PlayWay
5338,USA,Kura Sushi USA
5339,USA,Diamond Hill Investment Group
5340,Luxembourg,Procaps Group
5341,Belgium,Materialise NV
5342,Israel,B Communications
5343,USA,MaxCyte
5344,USA,Centrus Energy
5345,Austria,PORR
5346,USA,CIRCOR International
5347,Canada,Sundial Growers
5348,India,CSB Bank
5349,USA,EverQuote
5350,USA,Tejon Ranch
5351,USA,Esperion Therapeutics
5352,China,Sohu.com
5353,USA,Inogen
5354,USA,Sorrento Therapeutics
5355,India,Safari Industries India
5356,USA,HomeStreet Bank
5357,Sweden,Calliditas Therapeutics
5358,USA,Nuvation Bio
5359,USA,Liquidity Services
5360,USA,Oil States International
5361,Canada,Obsidian Energy
5362,Israel,Tremor International
5363,USA,Viad
5364,USA,Arcturus Therapeutics
5365,USA,Equity BancShares
5366,India,Ramkrishna Forgings
5367,USA,FRP Holdings
5368,USA,Bank of Marin Bancorp
5369,Canada,Taseko Mines
5370,USA,Big Lots
5371,USA,Purple Innovation
5372,USA,Sprague Resources LP
5373,USA,Argan
5374,USA,Fate Therapeutics
5375,USA,Vertex Energy
5376,India,HEG
5377,USA,Hyster-Yale Materials Handling
5378,USA,AVEO Oncology
5379,India,Mishra Dhatu Nigam
5380,USA,MidWestOne Financial Group
5381,USA,Amprius Technologies
5382,India,Heidelbergcement India
5383,USA,Consolidated Communications
5384,Canada,Patriot Battery Metals
5385,USA,Whitestone REIT
5386,Switzerland,Zur Rose Group
5387,USA,Ribbon Communications
