,company_ceo,company_country,company_founded,company_industry,company_name,company_rank
5610,Not found,China,Not found,"['Communication Services', 'Broadcasting']",JIANGSU BROADCASTING CABLE INFORMATION NETWORK CORPORATION,5331
5611,Not found,China,Not found,"['Consumer Defensive', 'Agriculture Products', 'Agriculture Related', 'Farming / Seeds / Milling']",JIANGSU PROVINCIAL AGRICULTURAL RECLAMATION AND DEVELOPMENT,5333
5612,Not found,Saudi Arabia,Not found,"['Financial Services', 'Insurance']",COMPANY FOR COOPERATIVE INSURANCE,5338
5613,Not found,Canada,1990,"['Utilities', 'Electric Utilities', 'Renewable Energy', 'Electricity Generation', 'Power Generation']",BORALEX,5337
5614,Not found,China,Not found,"['Energy', 'Oil and Gas']",JIANGSU LOPAL TECH.CO,5340
5615,Not found,Japan,1950,"['Basic Materials', 'Chemicals', 'Rubber Products']",ZEON CORPORATION,5339
5616,Not found,China,Not found,"['Consumer Cyclical', 'Restaurants']",JIUMAOJIU INTERNATIONAL HOLDINGS LIMITED,5334
5617,Not found,USA,2005,"['Technology', 'Computers Hardware', 'Gaming', 'Technology Hardware and Instruments', 'Video Games / Mobile Games / Tech Games / Casino Games']",RAZER,5332
5618,Not found,China,Not found,"['Healthcare', 'Biotechnology']",INNOCARE PHARMA LIMITED,5335
5619,Not found,China,Not found,"['Industries', 'Mining', 'Coal Mining', 'Coke Coal']",SHANXI COAL INTERNATIONAL ENERGY GROUP,5336
5620,Not found,USA,2011,"['Financial Services', 'Software and IT']","REMITLY GLOBAL, INC.",5350
5621,Not found,Australia,1997,"['Real Estate', 'Property Investments']",RURAL FUNDS GROUP,5345
5622,Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",ZHEJIANG TIANYU PHARMACEUTICAL,5347
5623,Not found,Germany,1913,['Real Estate'],GAG IMMOBILIEN AG,5344
5624,Not found,USA,1989,"['Industries', 'Metal Fabrication Products', 'Capital Goods', 'Electrical Products']",ENCORE WIRE CORPORATION,5348
5625,Not found,India,1990,"['Technology', 'Software and IT']",KPIT TECHNOLOGIES LIMITED,5349
5626,Not found,China,Not found,"['Industries', 'Cables and Wires', 'Electrical Products']",QINGDAO HANHE CABLE,5346
5627,Not found,China,Not found,"['Basic Materials', 'Paper and Pulp']",SHANDONG CHENMING PAPER HOLDINGS,5341
5628,Not found,Saudi Arabia,Not found,"['Basic Materials', 'Cement', 'Construction Materials']",SOUTHERN PROVINCE CEMENT COMPANY,5342
5629,Not found,South Korea,1980,"['Basic Materials', 'Chemicals']",HANSOL CHEMICAL,5343
5630,Not found,Japan,2012,"['Technology', 'Software and IT']",MONEY FORWARD,5351
5631,Not found,Japan,1907,"['Industries', 'Industry Machinery']",JAPAN STEEL WORKS,5360
5632,Not found,USA,1979,"['Technology', 'Electronics', 'Electrical Products', 'Capital Goods', 'Engineering Products']",PLEXUS,5356
5633,Not found,China,Not found,"['Healthcare', 'Medical Equipment']",SINOCARE,5359
5634,Not found,Brazil,2000,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",MARFRIG GLOBAL FOODS,5355
5635,Not found,China,Not found,"['Healthcare', 'Medical Equipment']",SHANGHAI MICROPORT ENDOVASCULAR MEDTECH,5354
5636,Not found,China,Not found,"['Basic Materials', 'Agriculture Related']","SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",5358
5637,Not found,USA,1965,"['Consumer Cyclical', 'Construction Materials', 'Construction']",CAVCO INDUSTRIES,5357
5638,Not found,Sweden,1987,"['Real Estate', 'Property Investments']",FASTPARTNER AB (PUBL),5352
5639,Not found,France,Not found,['Real Estate'],NEXITY SA,5353
5640,Not found,Japan,2006,"['Healthcare', 'Biotechnology', 'Biopharmaceutical', 'HealthCare Products', 'Pharmaceutical']",PEPTIDREAM,5361
5641,Not found,South Korea,1962,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",MANDO CORPORATION,5370
5642,Not found,Australia,2014,"['Energy', 'Oil and Gas']",VIVA ENERGY GROUP,5369
5643,Not found,USA,1911,"['Industries', 'Technology', 'Machinery Manufacturing', 'Manufacturing', 'Industry Machinery']",SPX CORPORATION,5366
5644,Not found,Austria,1938,"['Industries', 'Infrastructure']",FLUGHAFEN WIEN,5367
5645,Not found,South Africa,1925,"['Consumer Cyclical', 'Retail', 'Apparels and Accessories']",THE FOSCHINI GROUP,5365
5646,Not found,China,Not found,"['Technology', 'Semiconductors']",WUXI TAIJI INDUSTRY COMPANY,5368
5647,Not found,Chile,1921,"['Utilities', 'Energy', 'Electric Utilities', 'Power Generation']",ENEL CHILE,5363
5648,Not found,China,Not found,"['Healthcare', 'Healthcare Service', 'Hospitals']",JINXIN FERTILITY GROUP,5362
5649,Not found,Japan,1967,"['Facility Support Services', 'Real Estate', 'Rent / Lease Services', 'Business Services']",RELO GROUP,5364
5650,Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",ZHEJIANG HISUN PHARMACEUTICAL,5371
5651,Not found,Belgium,Not found,"['Energy', 'Oil and Gas']",FLUXYS BELGIUM SA,5380
5652,Not found,China,Not found,"['Consumer Defensive', 'Package Foods']","BESTORE CO.,LTD.",5372
5653,Not found,Switzerland,1831,"['Industries', 'Fasteners', 'Tools and Equipment']",BOSSARD HOLDING AG,5379
5654,Not found,Thailand,1987,"['Basic Materials', 'Chemicals']",SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,5375
5655,Not found,USA,2004,"['Communication Services', 'Consumer Services', 'Internet or Mobile App Based Business', 'Artificial Intelligence']",YELP,5378
5656,Not found,China,Not found,"['Basic Materials', 'Chemicals']",LIANHE CHEMICAL TECHNOLOGY,5377
5657,Not found,USA,2013,"['Engineering Products', 'Industry Machinery', 'Machinery Manufacturing']","XOMETRY, INC.",5376
5658,Not found,USA,2004,"['Technology', 'Software and IT', 'Television Services']","VIMEO, INC.",5374
5659,Not found,USA,2000,['Software and IT'],"AVIDXCHANGE HOLDINGS, INC.",5373
5660,Not found,USA,Not found,"['Consumer Defensive', 'Consumer Durables', 'FMCG', 'Package Foods', 'Food Products']",CENTRAL GARDEN & PET COMPANY,5381
5661,Not found,Poland,1989,"['Financial Services', 'Banking Services']",BANK MILLENNIUM S.A.,5386
5662,Not found,China,Not found,"['Basic Materials', 'Chemicals']",JIANGSU SOPO CHEMICAL,5389
5663,Not found,USA,1980,"['Healthcare', 'Insurance']",MULTIPLAN CORPORATION,5390
5664,Not found,Australia,2004,"['Financial Services', 'Asset Management']",MAGELLAN FINANCIAL GROUP,5387
5665,Not found,China,Not found,"['Healthcare', 'Healthcare Technology and Information']",YIDU TECH INC.,5388
5666,Not found,India,1923,"['Industries', 'Industry Machinery']",SKF INDIA,5385
5667,Not found,Sweden,1959,"['Industries', 'Home Appliances', 'Home Appliances', 'Building Automation', 'Building Products and Equipment']",LINDAB INTERNATIONAL AB,5384
5668,Not found,USA,1958,"['Consumer Cyclical', 'Construction Materials', 'Consumer Non Durables', 'Recreational Vehicles']",WINNEBAGO INDUSTRIES,5382
5669,Not found,China,Not found,"['Basic Materials', 'Chemicals', 'Agriculture Related']",ANHUI GUANGXIN AGROCHEMICAL,5383
5670,Not found,Brazil,1937,"['Energy', 'Chemicals', 'Oil and Gas', 'Utilities', 'Gas Utilities', 'Natural Gas Generation']",ULTRAPAR PARTICIPACOES,5391
5671,Not found,Australia,1982,"['Consumer Cyclical', 'Consumer Durables', 'Travel and Transport']",FLIGHT CENTRE TRAVEL GROUP,5397
5672,Not found,USA,1991,"['Communication Services', 'Entertainment']",LIBERTY MEDIA CORPORATION,5396
5673,Not found,USA,Not found,['Healthcare'],FORTY SEVEN,5397
5674,Not found,UK,2015,['Asset Management'],SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,5393
5675,Not found,UK,1959,"['Real Estate', 'Property Investments', 'Commercial Properties']",GREAT PORTLAND ESTATES,5394
5676,Not found,USA,1923,"['Industries', 'Transportation', 'Freight Transport', 'Logistics']",ARCBEST CORPORATION,5398
5677,Not found,Brazil,2007,"['Utilities', 'Electric Utilities', 'Renewable Energy']",ALUPAR INVESTIMENTO,5395
5678,Not found,Japan,1968,"['Industries', 'Marketing Services', 'Office Equipment']",CANON MARKETING JAPAN,5392
5679,Not found,USA,Not found,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Tyres', 'Consumer Durables']",COOPER TIRE & RUBBER COMPANY,5391
5680,Not found,USA,2000,['Financial Services'],OPEN LENDING CORPORATION,5399
5681,Not found,Australia,2007,"['Basic Materials', 'Mining']",NICKEL MINES LIMITED,5408
5682,Not found,USA,1901,"['Industries', 'Automobile', 'Capital Goods']",FEDERAL SIGNAL CORPORATION,5403
5683,Not found,USA,1976,"['Alcoholic Beverages', 'Beverages', 'Wine']","DUCKHORN PORTFOLIO, INC.",5404
5684,Not found,USA,1997,"['Utilities', 'Electric Utilities']",AMEREN ILLINOIS COMPANY,5405
5685,Not found,USA,1992,"['Industries', 'Transportation', 'Airports Operating']",ATLAS AIR WORLDWIDE HOLDINGS,5407
5686,Not found,Taiwan,1998,"['Technology', 'Semiconductors']",GLOBAL UNICHIP,5406
5687,Not found,USA,1983,"['Industries', 'Airlines', 'Aviation', 'Freight Transport']",SPIRIT AIRLINES,5402
