ceo,country,employees,founded,headquarters,industry,market_cap,name,sector,stock
 Mr. Gonzalo Maria  Gortazar Rotaeche,Spain," 49,607",,"Valencia,Spain",Banks,$27.58 B,"CaixaBank, SA",Financials,CABK
 Mr. Hassane S. El-Khoury,United States," 30,000", 1999,"Phoenix,AZ,UnitedStates",Semiconductors,$27.63 B,ON Semiconductor Corporation,Technology,ON
 Ms. Nancy  McKinstry,Netherlands," 19,454",,"AlphenaandenRijn,Netherlands",Publishing,$27.65 B,Wolters Kluwer N.V.,Communication Services,WKL
 Mr. Pedro J. Pizarro,United States," 13,003", 1886,"Rosemead,CA,UnitedStates",Utilities—Regulated Electric,$27.67 B,Edison International,Utilities,EIX
,Switzerland," 13,985",,"Zurich,Switzerland",Insurance—Reinsurance,$27.80 B,Swiss Re AG,Financials,SREN
 Mr. Thapana  Sirivadhanabhakdi,Thailand,,,"Bangkok,Thailand",Beverages—Wineries & Distilleries,$27.81 B,Thai Beverage Public Company Ltd,Consumer Staples,Y92
 Mr. Paul Anthony Mahon,Canada," 28,000", 1891,"Winnipeg,MB,Canada",Insurance—Life,$27.85 B,Great-West Lifeco Inc.,Financials,GWO
 Mr. FranÃ§ois Adrianus van Houten,Netherlands," 78,189", 15 May 1891,"Amsterdam,Netherlands",Diagnostics & Research,$27.89 B,Koninklijke Philips N.V.,Healthcare,PHIA
 Mr. Michael J. Roffler,United States," 6,295", 1985,"SanFrancisco,CA,UnitedStates",Banks,$27.90 B,First Republic Bank,Financials,FRC
,Netherlands," 82,257",,"Amsterdam,Netherlands",Beverages—Brewers,$22.78 B,Heineken Holding N.V.,Consumer Staples,HEIO
 Mr. Abdulrahman Ahmed Shamsaddin,Saudi Arabia,,,"Jubail,SaudiArabia",Agricultural Inputs,$22.78 B,SABIC Agri-Nutrients Company,Basic Materials,2020
 Dr. Jan G.J. van de Winkel,Denmark," 1,212",,"Copenhagen,Denmark",Biotechnology,$22.83 B,Genmab A/S,Healthcare,GMAB
,China," 29,522",,"Dalian,China",Textile Manufacturing,$22.86 B,"Hengli Petrochemical Co.,Ltd.",Consumer Discretionary,600346
 Mr. Vincent  Sorgi,United States," 5,607"," June 4, 1920","Allentown,PA,UnitedStates",Utilities—Regulated Electric,$22.87 B,PPL Corporation,Utilities,PPL
 Mr. Richard Joseph Tobin,United States," 25,000", 1955,"DownersGrove,IL,UnitedStates",Specialty Industrial Machinery,$22.94 B,Dover Corporation,Industrials,DOV
 Mr. Steven E. Rendle,United States," 27,200", October 1899,"GreenwoodVillage,CO,UnitedStates",Apparel Manufacturing,$22.96 B,V.F. Corporation,Consumer Discretionary,VFC
 Mr. Yasuo  Takeuchi,Japan," 31,653",,"Tokyo,Japan",Medical Instruments & Supplies,$23.00 B,Olympus Corp,Healthcare,7733
 Mr. Pablo Gerardo Legorreta,United States,,,"NewYork,NY,UnitedStates",Biotechnology,$23.04 B,Royalty Pharma plc,Healthcare,RPRX
 Mr. Dallas B. Tanner,United States," 1,240", 2012,"Dallas,TX,UnitedStates",REIT—Residential,$23.09 B,Invitation Homes Inc.,Real Estate,INVH
 Mr. Zhaohui  Huang,China," 9,372",,"Beijing,China",Capital Markets,$23.13 B,China International Capital Corp Ltd,Financials,601995
 Mr. Shinjiro  Sato,Japan," 26,482",,"Tokyo,Japan",Medical Instruments & Supplies,$23.16 B,Terumo Corp,Healthcare,4543
 Mr. Frederic  Oudea,France," 124,089",,"Paris,France",Banks,$23.18 B,Société Générale SA,Financials,GLE
,China," 52,809",,"Yunfu,China",Farm Products,$23.20 B,Wens Foodstuff Group Co. Ltd,Consumer Staples,300498
 Mr. Lachlan Keith Murdoch,United States," 9,000"," January 1, 2019","NewYork,NY,UnitedStates",Broadcasting,$23.26 B,Fox Corporation,Communication Services,FOXA
,China," 24,586",,"Beijing,China",Farm & Heavy Construction Machinery,$23.27 B,Sany Heavy Industry Co. Ltd,Industrials,600031
 Mr. Arnold W. Donald,United States," 40,000", 1972,"Miami,FL,UnitedStates",Travel Services,$23.29 B,Carnival Corporation & plc,Consumer Discretionary,CCL
,China," 18,352", 2005,"Shanghai,China",Lodging,$23.34 B,Huazhu Group Limited,Consumer Discretionary,HTHT
 Mr. Clifton  Albert Pemble,Switzerland," 18,700", October 1989,"Schaffhausen,Switzerland",Scientific & Technical Instruments,$23.35 B,Garmin Ltd.,Technology,GRMN
,Taiwan," 19,500",,"HsinchuCity,Taiwan",Semiconductors,$23.35 B,United Microelectronics Corporation,Technology,2303
 Mr. Gregory B. Maffei,United States,,,"Englewood,CO,UnitedStates",Entertainment,$23.40 B,Liberty Broadband Corporation,Communication Services,LBRDK
,Taiwan,,,"Kaohsiung,Taiwan",Specialty Chemicals,$23.42 B,Formosa Plastics Corp,Basic Materials,1301
 Mr. David Gerard Hutchens,Canada," 9,095",,"St.John's,NF,Canada",Utilities—Regulated Electric,$23.43 B,Fortis Inc.,Utilities,FTS
 Mr. Jay D. Farner,United States," 26,000", 1985,"Detroit,MI,UnitedStates",Mortgage Finance,$23.44 B,"Rocket Companies, Inc.",Financials,RKT
,United States," 7,100", 1983,"SanJose,CA,UnitedStates",Semiconductors,$23.44 B,"Maxim Integrated Products, Inc.",Technology,MXIM
" Mr. Ralph Tendai Mupita B.Sc., M.B.A.",South Africa," 21,975",,"Johannesburg,SouthAfrica",Telecom Services,$23.45 B,MTN Group Ltd,Communication Services,MTN
,Japan," 43,293",,"Osaka,Japan",Farm & Heavy Construction Machinery,$23.46 B,Kubota Corp,Industrials,6326
 Mr. Philip Kelvin Rodda Pascall,Canada," 20,000", 1983,"Toronto,ON,Canada",Copper,$23.47 B,First Quantum Minerals Ltd.,Basic Materials,FM
,Indonesia," 37,840",,"Jakarta,Indonesia",Banks,$23.51 B,PT Bank Mandiri (Persero) Tbk,Financials,PQ9
 Mr. Vincent  Warnery,Germany," 20,567",,"Hamburg,Germany",Household & Personal Products,$23.51 B,Beiersdorf AG,Consumer Staples,BEI
 Mr. Ren Xian  Cao,China," 4,492",,"Hefei,China",Electrical Equipment & Parts,$23.55 B,Sungrow Power Supply Co. Ltd,Industrials,300274
 Mr. James M. Loree,United States," 71,300", 1843,"NewBritain,CT,UnitedStates",Tools & Accessories,$23.57 B,"Stanley Black & Decker, Inc.",Industrials,SWK
,China," 47,710",,"Shanghai,China",Steel,$23.59 B,Baoshan Iron & Steel Co. Ltd,Basic Materials,600019
 Mr. Timothy P. Walbert,Ireland," 1,890", 2005,"Dublin,Ireland",Drug Manufacturers—General,$23.64 B,Horizon Therapeutics Public Limited Company,Healthcare,HZNP
 Mr. Florent  Menegaux,France," 118,400",,"Clermont-Ferrand,France",Auto Parts,$23.65 B,Compagnie Générale des Etablissements Michelin SCA,Consumer Discretionary,ML
 Mr. Alistair  Phillips-Davies,United Kingdom," 11,865", 1998,"Perth,UnitedKingdom",Utilities—Diversified,$23.73 B,SSE plc,Utilities,SSE
 Mr. Jose Damian  Bogas Galvez,Spain," 9,258",,"Madrid,Spain",Utilities—Regulated Electric,$23.78 B,"Endesa, SA",Utilities,ELE
 Ms. Debra A. Cafaro,United States, 434, 1998,"Chicago,IL,UnitedStates",REIT—Healthcare Facilities,$23.81 B,"Ventas, Inc.",Real Estate,VTR
,China," 9,669",,"Huizhou,China",Electrical Equipment & Parts,$23.82 B,EVE Energy Co. Ltd,Industrials,300014
 Mr. Graham Vivian Smith,United States," 7,500", October 2003,"SanFrancisco,CA,UnitedStates",Software—Infrastructure,$23.84 B,Splunk Inc.,Technology,SPLK
,Japan," 8,249",,"Tokyo,Japan",Health Information Services,$23.89 B,"M3, Inc.",Healthcare,2413
 Mr. Leo P. Denault,United States," 12,369", 1913,"NewOrleans,LA,UnitedStates",Utilities—Diversified,$23.92 B,Entergy Corporation,Utilities,ETR
 Mr. Daniel A. Carestio,Ireland," 13,000", 1985,"Dublin,Ireland",Medical Instruments & Supplies,$23.93 B,STERIS plc,Healthcare,STE
 Ms. Corie Sue Barry,United States," 57,750"," August 22, 1966","Richfield,MN,UnitedStates",Specialty Retail,$23.93 B,"Best Buy Co., Inc.",Consumer Discretionary,BBY
,China," 9,994",,"Beijing,China",Capital Markets,$23.94 B,CSC Financial Co. Ltd,Financials,601066
 Mr. C. Howard Nye,United States," 10,000", 1993,"Raleigh,NC,UnitedStates",Building Materials,$23.94 B,"Martin Marietta Materials, Inc.",Basic Materials,MLM
 Mr. Makoto  Inoue,Japan," 33,153",,"Tokyo,Japan",Credit Services,$23.97 B,ORIX Corporation,Financials,8591
 Mr. Silvio  Napoli,Switzerland," 69,015",,"Hergiswil,Switzerland",Specialty Industrial Machinery,$24.02 B,Schindler Holding AG,Industrials,SCHN
,Russia,,,"Moscow,Russia",Gold,$24.02 B,Public Joint Stock Company Polyus,Basic Materials,PLZL
,Taiwan," 9,594",,"Taipei,Taiwan",Banks,$20.21 B,Mega Financial Holding Co. Ltd,Financials,2886
 Mr. William Joseph Hornbuckle IV,United States," 52,000", 1986,"LasVegas,NV,UnitedStates",Resorts & Casinos,$20.22 B,MGM Resorts International,Consumer Discretionary,MGM
 Mr. Shingo  Konomoto,Japan," 16,196",,"Tokyo,Japan",Information Technology Services,$20.26 B,Nomura Research Institute Ltd,Technology,4307
" Mr. J. Powell Brown C.P.C.U., CPCU",United States," 12,023", 1939,"DaytonaBeach,FL,UnitedStates",Insurance Brokers,$20.27 B,"Brown & Brown, Inc.",Financials,BRO
 Mr. Thomas Sinnickson Gayner,United States," 20,300", 1930,"GlenAllen,VA,UnitedStates",Insurance—Property & Casualty,$20.30 B,Markel Corporation,Financials,MKL
 Mr. Ernest C. Garcia III,United States," 21,000", 2012,"Tempe,AZ,UnitedStates",Internet Retail,$20.33 B,Carvana Co.,Consumer Discretionary,CVNA
,Japan," 27,318",,"Osaka,Japan",Specialty Chemicals,$20.38 B,Nippon Paint Holdings Co. Ltd,Basic Materials,4612
,China," 15,198",,"Shanghai,China",Capital Markets,$20.39 B,Guotai Junan Securities Co. Ltd,Financials,601211
 Mr. Junichi  Yoshida,Japan," 9,982",,"Tokyo,Japan",Real Estate—Diversified,$20.39 B,Mitsubishi Estate Co. Ltd,Real Estate,8802
 Mr. Johan  Hjertonsson MBA,Sweden," 8,001",,"Gothenburg,Sweden",Asset Management,$20.39 B,Investment AB Latour,Financials,LATO.B
,Saudi Arabia," 3,280",,"Riyadh,SaudiArabia",Banks,$20.41 B,Alinma Bank,Financials,1150
 Mr. Brian D. Doubles,United States," 18,000"," September 12, 2003","Stamford,CT,UnitedStates",Credit Services,$20.43 B,Synchrony Financial,Financials,SYF
 Mr. Owen David Thomas,United States, 743, 1970,"Boston,MA,UnitedStates",REIT—Office,$20.54 B,"Boston Properties, Inc.",Real Estate,BXP
 Mr. Masayoshi  Fujimoto,Japan," 19,463",,"Tokyo,Japan",Conglomerates,$20.55 B,Sojitz Corp,Industrials,2768
 Mr. Jeremy Peter Jackson,Ireland," 16,813", 2 February 2016,"Dublin,Ireland",Gambling,$20.58 B,Flutter Entertainment plc,Consumer Discretionary,FLTR
 Mr. J. Scott Burrows,Canada," 2,349",,"Calgary,AB,Canada",Oil & Gas Midstream,$20.61 B,Pembina Pipeline Corporation,Energy,PPL
 Mr. Hideo  Tanimoto,Japan," 78,490",,"Kyoto,Japan",Consumer Electronics,$20.62 B,Kyocera Corp,Technology,6971
 Mr. Somchai  Lertsutiwong,Thailand,,,"Bangkok,Thailand",Telecom Services,$20.65 B,Advanced Info Service PCL,Communication Services,ADVANC
 Mr. Walter M. Rosebrough Jr.,United States,,,"Mentor,OH,UnitedStates",Medical Devices,$20.66 B,STERIS Corp,Healthcare,S1TE34
 Mr. Garrick J. Rochow,United States," 8,504", 1886,"Jackson,MI,UnitedStates",Utilities—Regulated Electric,$20.73 B,CMS Energy Corporation,Utilities,CMS
 Mr. Ning  Li,China," 4,019",,"Beijing,China",Leisure,$20.75 B,Li Ning Co Ltd,Consumer Discretionary,2331
,United Kingdom," 81,770"," As Chartered Bank of India, Australia, and China on 29 December 1853","London,UnitedKingdom",Banks,$20.78 B,Standard Chartered plc,Financials,STAN
 Mr. Masumi  Kakinoki,Japan,,,"Tokyo,Japan",Conglomerates,$20.78 B,Marubeni Corp,Industrials,8002
 Mr. Josu Jon  Imaz San Miguel Ph.D.,Spain," 23,268",,"Madrid,Spain",Oil & Gas Integrated,$20.80 B,Repsol SA,Energy,REP
 Mr. Jason T. Liberty,United States," 84,900", 1997 ,"Miami,FL,UnitedStates",Travel Services,$20.81 B,Royal Caribbean Cruises Ltd.,Consumer Discretionary,RCL
 Mr. Adam Arash Foroughi,United States," 1,594",,"PaloAlto,CA,UnitedStates",Software—Application,$20.86 B,AppLovin Corp,Technology,APP
 Mr. James A. Lico,United States," 18,000", 2016,"Everett,WA,UnitedStates",Scientific & Technical Instruments,$20.88 B,Fortive Corporation,Technology,FTV
 Mr. Ronald F. Clarke,United States," 9,700", 2000,"Atlanta,GA,UnitedStates",Information Technology Services,$20.92 B,"FLEETCOR Technologies, Inc.",Technology,FLT
 Ms. Yamini  Rangan,United States," 5,895", June 2006,"Cambridge,MA,UnitedStates",Software—Application,$20.93 B,"HubSpot, Inc.",Technology,HUBS
 Mr. Ganesh  Moorthy,United States," 19,500", 1989,"Chandler,AZ,UnitedStates",Semiconductors,$21.03 B,Microchip Technology Incorporated,Technology,MCHP
 Mr. Arkady  Volozh,Netherlands," 18,004", 23 September 1997,"Schiphol,Netherlands",Internet Content & Information,$21.05 B,Yandex N.V.,Communication Services,YNDX
 Mr. David John Rivers Sleath O.B.E.,United Kingdom, 385, 1920,"London,UnitedKingdom",REIT—Industrial,$21.08 B,SEGRO plc,Real Estate,SGRO
 Mr. Vicente  Reynal,United States," 16,000", 1859,"Davidson,NC,UnitedStates",Specialty Industrial Machinery,$21.13 B,Ingersoll Rand Inc.,Industrials,IR
 Mr. Minfang  Lu,Hong Kong," 43,397",,"CausewayBay,HongKong",Packaged Foods,$21.17 B,China Mengniu Dairy Co Ltd,Consumer Staples,2319
 Dr. William David Mosley,Ireland," 40,000"," November 1, 1979","Dublin,Ireland",Computer Hardware,$21.21 B,Seagate Technology plc,Technology,STX
,China," 9,111",,"Baotou,China",Other Industrial Metals & Mining,$21.21 B,China Northern Rare Earth,Basic Materials,600111
 Mr. Robert Marc Bakish,United States," 22,965"," December 4, 2019","NewYork,NY,UnitedStates",Entertainment,$21.22 B,ViacomCBS Inc.,Communication Services,VIACA
 Mr. Henry L. Schuck,United States," 2,742", 2007,"Vancouver,WA,UnitedStates",Software—Application,$21.23 B,ZoomInfo Technologies Inc.,Technology,ZI
" Mr. Randy V. J. Smallwood P.Eng, P.Eng.",Canada, 44, 2004,"Vancouver,BC,Canada",Gold,$21.26 B,Wheaton Precious Metals Corp.,Basic Materials,WPM
 Mr. John M. Turner Jr.,United States," 19,626", 1971,"Birmingham,AL,UnitedStates",Banks,$21.32 B,Regions Financial Corporation,Financials,RF
 Dr. Nigel David Wilson,United Kingdom," 10,046", 1836,"London,UnitedKingdom",Insurance—Life,$21.34 B,Legal & General Group plc,Financials,LGEN
 Mr. Albert G. White III,United States," 12,000", 1958 ,"SanRamon,CA,UnitedStates",Medical Instruments & Supplies,$21.35 B,"The Cooper Companies, Inc.",Healthcare,COO
 Mr. Owen  Mahoney,Japan," 6,288",,"Tokyo,Japan",Electronic Gaming & Multimedia,$21.36 B,NEXON Co. Ltd,Communication Services,3659
 Mr. Paulo Junqueira Moll,Brazil,,,"SaoPaulo,SP,Brazil",Medical Care Facilities,$21.40 B,Rede D'Or São Luiz SA,Healthcare,RDOR3
" Mr. Donald R. Lindsay B.Sc. Honours, M.B.A",Canada," 10,600",,"Vancouver,BC,Canada",Other Industrial Metals & Mining,$21.41 B,Teck Resources Limited,Basic Materials,TECK.B
,Switzerland," 96,216",,"Geneva,Switzerland",Consulting Services,$21.43 B,SGS SA,Industrials,SGSN
 Mr. Anthony William Cripps,Saudi Arabia," 4,156",,"Riyadh,SaudiArabia",Banks,$21.45 B,The Saudi British Bank,Financials,1060
 Mr. Masanobu  Komoda,Japan," 23,992",,"Tokyo,Japan",Real Estate—Diversified,$21.46 B,Mitsui Fudosan Co. Ltd,Real Estate,8801
 Mr. John N. Roberts III,United States," 33,045"," August 10, 1961","Lowell,AR,UnitedStates",Integrated Freight & Logistics,$21.48 B,"J.B. Hunt Transport Services, Inc.",Industrials,JBHT
 Mr. Antoine  FrÃ©rot,France," 171,450",,"Aubervilliers,France",Waste Management,$18.14 B,Veolia Environnement SA,Industrials,VIE
 Engineer Daniel  BeneÂ,Czechia," 28,000",,"Prague,Czechia",                                        Utilities—Renewable                                    ,$18.16 B,CEZ AS,                                        Utilities                                    ,CEZ
 Ms. Joey  Wat,China," 147,000"," November 1, 2016","Shanghai,China",Restaurants,$18.18 B,"Yum China Holdings, Inc.",Consumer Discretionary,YUMC
,Canada," 5,700"," December 15, 2014","Toronto,ON,Canada",Restaurants,$18.19 B,Restaurant Brands International Inc.,Consumer Discretionary,QSR
" Mr. Gerhardus Metselaar Fourie B.Com., M.B.A., B.Comm (Hons), MBA",South Africa," 14,789",,"Stellenbosch,SouthAfrica",Banks,$18.21 B,Capitec Bank Holdings Ltd,Financials,CPI
 Mr. Atsushi  Katsuki,Japan," 30,020",,"Tokyo,Japan",Beverages—Brewers,$18.21 B,Asahi Group Holdings Ltd,Consumer Staples,2502
,China," 11,282",,"Shanghai,China",Capital Markets,$18.23 B,Haitong Securities Co. Ltd,Financials,600837
 Mr. John R. Chiminski,United States," 17,300", 2007,"Somerset,NJ,UnitedStates",Drug Manufacturers—Specialty & Generic,$18.24 B,"Catalent, Inc.",Healthcare,CTLT
 Mr. Earl C. Austin Jr.,United States," 43,700", 1997,"Houston,TX,UnitedStates",Engineering & Construction,$18.25 B,"Quanta Services, Inc.",Industrials,PWR
 Mr. Robert J. Pera,United States," 1,223", October 2003,"NewYork,NY,UnitedStates",Communication Equipment,$18.25 B,Ubiquiti Inc.,Technology,UI
 Dr. Isao  Teshirogi Ph.D.,Japan," 5,485",,"Osaka,Japan",Drug Manufacturers—Specialty & Generic,$18.27 B,Shionogi & Co. Ltd,Healthcare,4507
 Mr. Kwok Lung  Hongchoy,Hong Kong," 1,100",,"KwunTong,HongKong",REIT—Retail,$18.27 B,Link Real Estate Investment Trust,Real Estate,0823
,Japan," 155,578",,"Chiba,Japan",Department Stores,$18.32 B,Aeon Co. Ltd,Consumer Discretionary,8267
" Dr. Yvonne L. Greenstreet M.B.A., MBA, MBChB",United States," 1,665", 2002,"Cambridge,MA,UnitedStates",Biotechnology,$18.33 B,"Alnylam Pharmaceuticals, Inc.",Healthcare,ALNY
,China," 10,169",,"Shenzhen,China",Capital Markets,$18.35 B,China Merchants Securities Co. Ltd,Financials,600999
 Mr. Strauss H. Zelnick Esq.,United States," 6,495"," September 30, 1993","NewYork,NY,UnitedStates",Electronic Gaming & Multimedia,$18.35 B,"Take-Two Interactive Software, Inc.",Communication Services,TTWO
 Mr. Mohamed Shameel Aziz Joosub,South Africa," 7,642",,"Midrand,SouthAfrica",Telecom Services,$18.41 B,Vodacom Group Ltd,Communication Services,VOD
 Mr. Paul D. Donahue,United States," 52,000", 1925,"Atlanta,GA,UnitedStates",Specialty Retail,$18.41 B,Genuine Parts Company,Consumer Discretionary,GPC
,China," 12,307",,"Guangzhou,China",Capital Markets,$18.44 B,GF Securities Co. Ltd,Financials,000776
 Mr. Laurans A. Mendelson,United States," 5,600", 1957 as Heinicke Instruments,"Hollywood,FL,UnitedStates",Aerospace & Defense,$18.49 B,HEICO Corporation,Industrials,HEI
 Mr. Robert Glen Goldstein,Macao," 25,751",,"Taipa,Macao",                                        Resorts & Casinos                                    ,$18.52 B,Sands China Ltd,                                        Consumer Discretionary                                    ,1928
,China," 57,513", 30 June 1994 in Beijing,"Beijing,China",Utilities—Independent Power Producers,$18.57 B,"Huaneng Power International, Inc.",Utilities,600011
" Mr. Graham  Kerr BBus, FCPA",Australia," 13,576",,"Perth,WA,Australia",Other Industrial Metals & Mining,$18.67 B,South32 Limited,Basic Materials,S32
 Mr. Enlin  Jin,China," 2,576",,"Beijing,China",Medical Care Facilities,$18.69 B,"JD Health International, Inc.",Healthcare,8ZN
,China," 132,125",,"Beijing,China",Engineering & Construction,$18.69 B,Power Construction Corp of China Ltd,Industrials,601669
,China," 89,373",,"Beijing,China",Airlines,$18.72 B,Air China Ltd,Industrials,601111
 Dr. Thomas P. Gottstein,Switzerland," 50,110", 1856,"Zurich,Switzerland",Banks,$18.72 B,Credit Suisse Group AG,Financials,CSGN
,United States, 84, 1991,"Englewood,CO,UnitedStates",Broadcasting,$18.74 B,The Liberty SiriusXM Group,Communication Services,LSXMB
 Mr. Noriyuki  Hara,Japan," 41,501",,"Tokyo,Japan",Insurance—Property & Casualty,$18.75 B,"MS&AD Insurance Group Holdings, Inc.",Financials,8725
 Mr. Thomas M. Herzog,United States, 196, 1985,"Denver,CO,UnitedStates",REIT—Healthcare Facilities,$18.76 B,"Healthpeak Properties, Inc.",Real Estate,PEAK
 Mr. George  Kurian,United States," 11,000", 1992,"Sunnyvale,CA,UnitedStates",Computer Hardware,$18.76 B,"NetApp, Inc.",Technology,NTAP
" Mr. Galen G. Weston B.A., M.B.A, M.B.A.",Canada," 215,298"," Toronto, Ontario, Canada 1882","Toronto,ON,Canada",Grocery Stores,$18.77 B,George Weston Limited,Consumer Staples,WN
,United Kingdom,, 1909,,Asset Management,$18.78 B,Scottish Mortgage Investment Trust plc,Financials,SMT
,United States," 49,300", 1898,"Memphis,TN,UnitedStates",Packaging & Containers,$18.78 B,International Paper Company,Consumer Discretionary,INPAP
,China," 34,977",,"Xi'an,China",Aerospace & Defense,$18.79 B,"Aecc Aviation Power Co.,Ltd",Industrials,600893
 Mr. John D. Wren,United States," 71,700", 1986,"NewYork,NY,UnitedStates",Advertising Agencies,$18.80 B,Omnicom Group Inc.,Communication Services,OMC
,Indonesia," 123,894",,"Jakarta,Indonesia",Auto Parts,$18.90 B,Astra International Tbk PT,Consumer Discretionary,ASJA
 Mr. Joo-Wan  Cho,South Korea," 37,245",,"Seoul,SouthKorea",Consumer Electronics,$18.91 B,"LG Electronics, Inc.",Technology,066570
 Mr. Taro  Shimada,Japan," 117,300",,"Tokyo,Japan",Specialty Industrial Machinery,$18.93 B,Toshiba Corp,Industrials,6502
 Mr. Gil  Shwed,Israel," 6,000", 1993,"TelAviv,Israel",Software—Infrastructure,$18.94 B,Check Point Software Technologies Ltd.,Technology,CHKP
 Mr. Bruce Winfield Van Saun,United States," 17,463", 1828,"Providence,RI,UnitedStates",Banks,$18.95 B,"Citizens Financial Group, Inc.",Financials,CFG
 Mr. Paolo  Rocca,Luxembourg," 22,776", 2001,"LuxembourgCity,Luxembourg",                                        Oil & Gas Equipment & Services                                    ,$18.98 B,Tenaris SA,                                        Energy                                    ,TEN
 Mr. Tatsuo  Higuchi,Japan," 33,151",,"Tokyo,Japan",Drug Manufacturers—General,$19.03 B,Otsuka Holdings Co. Ltd,Healthcare,4578
 Dr. Udit  Batra Ph.D.,United States," 7,800", 1958,"Milford,MA,UnitedStates",Diagnostics & Research,$19.11 B,Waters Corporation,Healthcare,WAT
,Israel," 6,800", 1986,"Raâanana,Israel",Software—Application,$19.12 B,NICE Ltd.,Technology,NICE
 Mr. Cees C. Â´t Hart,Denmark," 39,000",,"Copenhagen,Denmark",Beverages—Brewers,$19.12 B,Carlsberg A-S,Consumer Staples,CARL.A
 Mr. William C. Stone,United States," 24,900"," March 1, 1986","Windsor,CT,UnitedStates",Software—Application,$19.15 B,"SS&C Technologies Holdings, Inc.",Technology,SSNC
,China," 8,079",,"Tongxiang,China",Other Industrial Metals & Mining,$19.20 B,Zhejiang Huayou Cobalt Co. Ltd,Basic Materials,603799
 Mr. Stephen Forbes Cooper,United States," 5,900"," April 6, 1958","NewYork,NY,UnitedStates",Entertainment,$19.21 B,Warner Music Group Corp.,Communication Services,WMG
 Mr. Anders  Opedal,Norway," 21,126", 14 June 1972,"Stavanger,Norway",                                        Oil & Gas Integrated                                    ,$122.74 B,Equinor ASA,                                        Energy                                    ,EQNR
,Hong Kong," 23,000",,"Central,HongKong",Insurance—Life,$125.16 B,AIA Group Ltd,Financials,1299
 Mr. James D. Taiclet Jr.,United States," 114,000"," March 15, 1995","Bethesda,MD,UnitedStates",Aerospace & Defense,$124.98 B,Lockheed Martin Corporation,Industrials,LMT
 Mr. D. James Umpleby III,United States," 107,700"," April 15, 1925","Deerfield,IL,UnitedStates",Farm & Heavy Construction Machinery,$124.13 B,Caterpillar Inc.,Industrials,CAT
,Belgium," 169,339",,"Leuven,Belgium",Beverages—Brewers,$123.59 B,Anheuser-Busch InBev SA/NV,Consumer Staples,ABI
 Mr. Sidney  Toledano,France," 119,243",,"Paris,France",Luxury Goods,$122.11 B,Christian Dior SE,Consumer Discretionary,CDI
" Mr. Jakob  Stausholm M.S., MS",United Kingdom," 49,000", 1873,"London,UnitedKingdom",Other Industrial Metals & Mining,$125.84 B,Rio Tinto Group,Basic Materials,RIO
 Mr. Kenichiro  Yoshida,Japan," 109,700", 7 May 1946,"Tokyo,Japan",Consumer Electronics,$126.64 B,Sony Group Corporation,Technology,6758
 Mr. David L. Calhoun,United States," 142,000"," July 15, 1916","Chicago,IL,UnitedStates",Aerospace & Defense,$110.46 B,The Boeing Company,Industrials,BA
 Mr. Oscar Garcia Maceiras,Spain," 104,431",,"Corunna,Spain",Apparel Retail,$110.65 B,"Industria de Diseño Textil, SA",Consumer Discretionary,ITX
" Mr. Scott  Charlton M.B.A., BSci, BEng (Elec), MBA, Member of FEI, FTA",Australia, 672," 14 March 1996, Melbourne","Melbourne,VIC,Australia",Infrastructure Operations,$110.79 B,Transurban Group,Industrials,TCL
 Mr. David  Solomon,United States," 43,900", 1869,"NewYork,NY,UnitedStates",Capital Markets,$112.71 B,"The Goldman Sachs Group, Inc.",Financials,GS
,Japan," 8,380",,"Osaka,Japan",Scientific & Technical Instruments,$113.20 B,Keyence Corp,Technology,6861
 Mr. Xing  Wang,China," 69,205",,"Beijing,China",Internet Retail,$114.28 B,Meituan,Consumer Discretionary,3690
,China," 104,160", 1949,"Beijing,China",Insurance—Life,$97.31 B,China Life Insurance Company Limited,Financials,LFC
 Mr. Sasan K. Goodarzi,United States," 13,500", 1983,"MountainView,CA,UnitedStates",Software—Application,$126.77 B,Intuit Inc.,Technology,INTU
 Mr. Rainer M. Blair,United States," 78,000", 1969,"Washington,DC,UnitedStates",Diagnostics & Research,$208.03 B,Danaher Corporation,Healthcare,DHR
 Mr. Robert M. Davis J.D.,United States," 67,000", 1891,"Kenilworth,NJ,UnitedStates",Drug Manufacturers—General,$210.38 B,"Merck & Co., Inc.",Healthcare,MRK
" Mr. Mike P. Henry B.Sc., BSc (Chem)",Australia," 40,110", 1885,"Melbourne,VIC,Australia",Other Industrial Metals & Mining,$211.25 B,BHP Group,Basic Materials,BHP
 Mr. John J. Donahoe II,United States," 73,300"," January 25, 1964","Beaverton,OR,UnitedStates",Footwear & Accessories,$213.60 B,"Nike, Inc.",Consumer Discretionary,NKE
 Mr. Robert B. Ford,United States," 113,000", 1888,"NorthChicago,IL,UnitedStates",Medical Devices,$215.02 B,Abbott Laboratories,Healthcare,ABT
 Mr. Hans E. Vestberg,United States," 118,400"," October 7, 1983","NewYork,NY,UnitedStates",Telecom Services,$216.68 B,Verizon Communications Inc.,Communication Services,VZ
 Mr. Brian L. Roberts,United States," 189,000"," June 28, 1963","Philadelphia,PA,UnitedStates",Entertainment,$218.90 B,Comcast Corporation,Communication Services,CMCSA
 Ms. Julie T. Spellman Sweet,Ireland," 699,000", 1989,"Dublin,Ireland",Information Technology Services,$219.03 B,Accenture plc,Technology,ACN
