categories,change(1day),change(1year),code,country,marketcap,name,rank,sharePrice
"['Electricity', 'Utilitycompanies', 'Energy']",-0.77%,10.90%,H.TO,Canada,$16.32 B,Hydro One,996,$27.27
[],-1.33%,-17.04%,AGR,USA,$16.36 B,Avangrid,994,$42.32
['Entertainment'],0.32%,-34.51%,LYV,USA,$16.42 B,Live Nation,993,$71.14
[],0.67%,-1.70%,ITSA3.SA,Brazil,$16.43 B,Itaúsa,992,$1.73
[],-0.74%,-0.28%,WPC,USA,$16.44 B,W. P. Carey,991,$79.06
"['Software', 'Tech', 'ITsecurity']",-1.49%,-61.63%,ZS,USA,$16.47 B,Zscaler,989,$114.24
['Packaging'],-4.22%,-43.83%,BALL,USA,$16.47 B,Ball Corporation,988,$52.49
['Insurance'],-2.00%,-11.01%,CINF,USA,$16.47 B,Cincinnati Financial,990,$104.80
"['Software', 'Tech', 'ITsecurity']",0.01%,18.63%,CHKP,Israel,$16.49 B,Check Point Software,987,$131.52
[],-0.95%,-26.28%,POW.TO,Canada,$16.49 B,Power Corporation of Canada,986,$24.41
[],-1.73%,52.91%,FSLR,USA,$16.49 B,First Solar,985,$154.74
"['Realestate', 'Financialservices']",0.61%,-49.05%,RKT,USA,$16.51 B,Rocket Companies,984,$8.31
['Utilitycompanies'],-0.03%,23.75%,ATO,USA,$16.54 B,Atmos Energy,983,$117.41
[],0.14%,-21.46%,NZYM.VI,Denmark,$16.57 B,Novozymes,981,$60.49
"['Steelproducers', 'Steelindustry']",0.58%,-91.08%,TATASTEEL.NS,India,$16.57 B,Tata Steel,980,$1.36
"['OilGas', 'Energy']",-0.77%,-20.46%,PKY1.F,Poland,$16.56 B,PKN Orlen,982,$14.27
['Tobacco'],0.13%,49.45%,SWMA.ST,Sweden,$16.64 B,Swedish Match,977,$10.94
['Food'],1.39%,19.55%,SJM,USA,$16.60 B,J.M. Smucker Company,979,$155.68
['AutomotiveSuppliers'],-1.19%,-28.28%,MGA,Canada,$16.65 B,Magna International,976,$58.04
['Chemicals'],-1.15%,-31.24%,EMSN.SW,Switzerland,$15.97 B,Ems-Chemie,1014,$683.10
"['Medicaldevices', 'Tech']",0.69%,-71.90%,ALGN,USA,$14.63 B,Align Technology,1077,$187.33
"['Internet', 'Tech', 'Entertainment']",0.75%,-68.25%,SPOT,Sweden,$14.62 B,Spotify,1078,$75.72
"['Realestate', 'Investment']",0.86%,-38.28%,ESS,USA,$14.26 B,Essex Property Trust,1099,$212.90
"['Utilitycompanies', 'Electricity', 'Energy']",0.01%,8.33%,ENELAM.SN,Chile,$14.24 B,Enel Américas,1100,$0.13
"['Software', 'Professionalservices', 'Tech']",0.31%,1.20%,PTC,USA,$14.28 B,PTC,1097,$121.64
"['Semiconductors', 'Tech']",0.00%,-17.78%,ASX,Taiwan,$14.27 B,ASE Group,1098,$6.66
['Food'],0.04%,8.81%,BG,USA,$14.30 B,Bunge,1096,$95.51
"['Energy', 'Electricity']",-1.19%,-45.82%,FORTUM.HE,Finland,$14.32 B,Fortum,1095,$16.13
['Food'],0.80%,12.80%,SW.PA,France,$14.32 B,Sodexo,1094,$98.11
"['OilGas', 'Energy']",-0.82%,23.08%,1605.T,Japan,$14.34 B,Inpex,1093,$10.56
"['Airlines', 'Travel', 'Transportation']",-4.05%,1.50%,UAL,USA,$14.40 B,United Airlines Holdings,1091,$44.06
['Beverages'],-1.39%,34.09%,AC.MX,Mexico,$14.41 B,Arca Continental,1090,$8.26
"['Energy', 'OilGas']",0.49%,-4.47%,TATN.ME,Russia,$14.35 B,Tatneft,1092,$6.41
"['Travel', 'CruiseLines']",-1.89%,-21.08%,RCL,USA,$14.42 B,Royal Caribbean,1089,$56.54
"['Automakers', 'ElectricVehicles']",-0.46%,-80.38%,LCID,USA,$14.46 B,Lucid Motors,1088,$8.61
[],0.24%,-1.61%,GRASIM.NS,India,$14.48 B,Grasim Industries,1087,$22.00
[],-1.33%,-11.39%,SHG,South Korea,$14.48 B,Shinhan Financial Group,1086,$28.24
[],0.00%,-31.71%,UCB.VI,Belgium,$14.48 B,UCB,1085,$76.27
['Aircraftleasing'],-1.68%,-1.45%,AER,Ireland,$14.50 B,AerCap,1084,$58.99
[],-0.72%,-24.13%,012330.KS,South Korea,$14.50 B,Hyundai Mobis,1083,$156.17
"['Financialservices', 'Banks']",-1.08%,-21.28%,2891.TW,Taiwan,$14.57 B,CTBC Financial Holding,1080,$0.74
"['Software', 'Tech']",2.67%,52.78%,AZPN,USA,$14.58 B,AspenTech,1079,$226.06
"['Internet', 'Tech', 'ITsecurity', 'Software']",1.54%,-71.67%,NET,USA,$14.54 B,Cloudflare,1081,$44.27
"['OilGas', 'Energy']",-0.54%,-22.64%,SNGS.ME,Russia,$14.53 B,Surgutneftegas,1082,$0.41
"['Steelproducers', 'Steelindustry']",0.00%,-19.68%,2002A.TW,Taiwan,$14.64 B,China Steel,1076,$1.51
['Chemicals'],0.93%,-44.80%,AVTR,USA,$14.70 B,Avantor,1075,$21.81
"['Cement', 'Buildingmaterials']",0.99%,44.33%,AMBUJACEM.NS,India,$14.17 B,Ambuja Cements,1105,$7.13
"['Software', 'Tech']",-1.81%,-34.38%,TRMB,USA,$14.17 B,Trimble,1104,$57.48
"['Software', 'Tech']",1.14%,-63.67%,PLTR,USA,$14.70 B,Palantir,1074,$7.07
"['Software', 'Tech']",2.03%,-63.77%,HUBS,USA,$13.39 B,HubSpot,1153,$275.75
[],1.04%,-44.77%,LBRDA,USA,$12.80 B,Liberty Broadband,1200,$85.72
"['OilGas', 'Energy']",2.29%,51.74%,CHK,USA,$12.84 B,Chesapeake Energy,1199,$95.87
[],1.28%,-24.95%,GCTAF,Spain,$12.84 B,Siemens Gamesa,1198,$18.53
[],0.03%,15.76%,BRITANNIA.NS,India,$12.84 B,Britannia Industries,1197,$53.34
['Pulpandpaper'],-0.74%,-22.51%,IP,USA,$12.85 B,International Paper,1196,$36.15
"['Software', 'Tech']",-1.67%,-41.07%,TYL,USA,$12.85 B,Tyler Technologies,1195,$308.83
"['Banks', 'Financialservices']",0.26%,1.04%,CPI.JO,South Africa,$12.86 B,Capitec Bank,1194,$110.54
"['Healthcare', 'MedicalCareFacilities']",-0.88%,20.90%,BDMS.BK,Thailand,$12.90 B,Bangkok Dusit Medical Services (BDMS),1192,$0.81
['Electronics'],-1.37%,-13.22%,6762.T,Japan,$12.91 B,TDK,1191,$34.08
['Telecommunication'],-0.35%,-37.91%,TEL.OL,Norway,$12.90 B,Telenor,1193,$9.22
"['Steelproducers', 'Steelindustry']",-0.27%,-22.86%,NLMK.ME,Russia,$12.94 B,Novolipetsk Steel,1189,$2.16
['Infrastructure'],-0.37%,-12.59%,1038.HK,Hong Kong,$12.94 B,CK Infrastructure,1188,$5.14
"['Retail', 'Clothing']",-0.58%,-32.33%,BURL,USA,$12.94 B,Burlington Stores,1190,$198.50
"['AssetManagement', 'Financialservices', 'Insurance', 'Investment']",-2.71%,,CRBG,USA,$12.96 B,Corebridge Financial,1186,$20.10
"['OilGas', 'Energy']",-0.85%,-68.75%,TPIA.JK,Indonesia,$12.96 B,Chandra Asri Petrochemical,1187,$0.15
[],-0.43%,3.80%,CSL,USA,$12.97 B,Carlisle Companies,1185,$250.96
[],-0.06%,-10.86%,9735.T,Japan,$13.03 B,Secom,1182,$60.35
['Consumergoods'],0.36%,-3.29%,DABUR.NS,India,$12.99 B,Dabur,1184,$7.34
"['Software', 'Electronics', 'Tech', 'TechHardware']",-0.66%,-58.29%,ZBRA,USA,$13.03 B,Zebra Technologies,1181,$252.54
['Retail'],-1.21%,-22.02%,XEKT.MC,Mexico,$13.00 B,Grupo Elektra,1183,$51.49
[],-14.24%,-48.58%,PLZL.ME,Russia,$13.04 B,Polyus,1178,$95.09
['Insurance'],-1.13%,22.91%,RE,BM,$13.03 B,Everest Re,1180,$332.95
['Insurance'],-1.44%,4.64%,QBE.AX,Australia,$13.04 B,QBE Insurance,1179,$8.79
['Engineering'],-0.34%,16.56%,ACM,USA,$11.77 B,AECOM,1272,$84.95
"['MediaPress', 'Entertainment']",-0.77%,-42.61%,PARA,USA,$11.78 B,Paramount Global,1271,$18.01
['Retail'],1.80%,-40.15%,ACI,USA,$11.47 B,Albertsons,1298,$21.45
['Chemicals'],-1.73%,-38.75%,CRDA.L,UK,$11.44 B,Croda International,1300,$81.73
[],0.37%,7.43%,TTC,USA,$11.48 B,The Toro Company,1296,$110.19
"['Software', 'Tech']",1.29%,-54.87%,ZI,USA,$11.47 B,ZoomInfo,1297,$28.33
"['Financialservices', 'Banks']",1.02%,-20.79%,2884.TW,Taiwan,$11.48 B,E.SUN Bank,1295,$0.80
"['Tires', 'DAX']",-0.87%,-46.84%,CON.DE,Germany,$11.44 B,Continental,1299,$57.23
"['Financialservices', 'Banks']",-2.49%,24.38%,BAP,Bermuda,$11.50 B,Credicorp,1294,$144.60
['Mining'],-2.53%,88.52%,MIN.AX,Australia,$11.50 B,Mineral Resources,1293,$59.10
"['Alcoholicbeverages', 'Beverages']",-0.39%,13.62%,TAP,USA,$11.53 B,Molson Coors,1292,$53.05
"['Travel', 'CruiseLines']",-4.41%,-51.95%,CCL,USA,$11.54 B,Carnival,1290,$8.89
[],0.00%,-27.33%,GBLB.VI,Belgium,$11.55 B,GBL,1289,$81.02
"['AssetManagement', 'Investment']",-0.28%,-30.84%,AMUN.PA,France,$11.54 B,Amundi,1291,$56.59
"['Internet', 'Tech']",0.68%,2.16%,GDDY,USA,$11.58 B,GoDaddy,1286,$74.38
[],1.65%,-29.30%,AFXA.F,Germany,$11.56 B,Carl Zeiss Meditec,1288,$129.26
['Insurance'],0.50%,-29.55%,601336.SS,China,$11.57 B,New China Life Insurance,1287,$4.34
['Insurance'],-0.07%,29.71%,GL,USA,$11.58 B,Globe Life,1285,$119.13
"['Transportation', 'Containershipping', 'Maritimetransportation']",2.09%,-14.92%,0316.HK,Hong Kong,$11.60 B,Orient Overseas Container Line,1283,$17.57
"['REITs', 'Realestate', 'Investment']",-2.98%,-48.74%,SGRO.L,UK,$11.59 B,SEGRO,1284,$9.58
"['Software', 'Tech']",-0.60%,-2.04%,WTC.AX,Australia,$11.63 B,WiseTech Global,1281,$35.58
"['Financialservices', 'Insurance']",0.37%,-1.12%,TLX.DE,Germany,$11.63 B,Talanx,1282,$45.96
"['Internet', 'Financialservices']",3.65%,-56.60%,BILL,USA,$11.68 B,Bill.com,1278,$110.56
['Pharmaceuticals'],2.41%,-9.22%,3692.HK,China,$11.65 B,Hansoh Pharma,1280,$1.97
"['Pharmaceuticals', 'Biotech']",1.08%,47.73%,NBIX,USA,$11.68 B,Neurocrine Biosciences,1279,$121.51
[],0.52%,-12.79%,GGG,USA,$11.42 B,Graco,1303,$67.78
"['Usedcarretailer', 'Carretail']",-0.75%,-56.57%,KMX,USA,$10.28 B,CarMax,1400,$65.10
"['Cement', 'Buildingmaterials', 'DAX']",-0.47%,-23.67%,HEI.DE,Germany,$10.28 B,HeidelbergCement,1399,$53.28
"['Food', 'Dairycompanies']",0.63%,9.63%,SAP.TO,Canada,$10.30 B,Saputo,1397,$24.59
"['Semiconductors', 'Tech']",-0.32%,-54.71%,ENTG,USA,$10.34 B,Entegris,1395,$69.38
['Food'],0.15%,,AWL.NS,India,$10.29 B,Adani Wilmar,1398,$7.92
['Mining'],0.36%,-6.51%,IMP.JO,South Africa,$10.34 B,Impala Platinum,1394,$12.21
['Financialservices'],-3.48%,-27.72%,MKTX,USA,$10.35 B,MarketAxess,1393,$275.14
"['Hotels', 'Travel']",0.12%,-6.66%,IHG,UK,$10.37 B,InterContinental Hotels Group,1391,$58.88
"['OilGas', 'Energy']",-0.94%,10.03%,MMP,USA,$10.31 B,Magellan Midstream Partners,1396,$50.34
['Investment'],2.09%,38.10%,0019.HK,Hong Kong,$10.37 B,Swire Pacific,1392,$7.83
"['Networkinghardware', 'Telecommunicationsequipment', 'Tech', 'TechHardware']",-0.56%,-2.11%,JNPR,USA,$10.37 B,Juniper Networks,1390,$31.97
"['OilGas', 'Energy']",-1.68%,-28.33%,096775.KS,South Korea,$10.41 B,SK Innovation,1387,$75.28
['Food'],-1.95%,14.18%,ARMK,USA,$10.41 B,Aramark,1388,$40.26
['Mining'],2.23%,3.82%,BOL.ST,Sweden,$10.39 B,Boliden,1389,$38.01
"['Transportation', 'Maritimetransportation', 'Containershipping']",-0.33%,-5.37%,2603.TW,Taiwan,$10.43 B,Evergreen Marine,1386,$4.93
['Pharmaceuticals'],-0.28%,40.35%,SRPT,USA,$10.51 B,Sarepta Therapeutics,1383,$119.76
[],0.30%,-17.44%,EMA.TO,Canada,$10.44 B,Emera,1385,$38.92
['Food'],0.78%,-19.33%,BARN.SW,Switzerland,$10.51 B,Barry Callebaut,1384,"$1,918"
"['Usedcarretailer', 'Carretail']",-0.54%,-2.88%,AN,USA,$10.51 B,AutoNation,1382,$119.35
['Food'],0.80%,-29.39%,2801.T,Japan,$10.52 B,Kikkoman,1380,$55.01
"['Hotels', 'Travel']",1.00%,7.03%,7532.T,Japan,$10.52 B,Pan Pacific,1381,$17.65
"['Semiconductors', 'Tech']",0.25%,0.35%,6146.T,Japan,$10.53 B,Disco Corp.,1379,$291.88
['MediaPress'],-1.39%,-16.95%,NWS,USA,$10.53 B,News Corp,1378,$18.47
[],-3.81%,-46.92%,CG,USA,$10.54 B,Carlyle Group,1376,$29.00
"['Banks', 'Financialservices']",0.49%,9.41%,5819.KL,Malaysia,$9.70 B,(HLBank) Hong Leong Bank,1470,$4.65
[],0.00%,-16.00%,SOLB.VI,Belgium,$10.22 B,Solvay,1406,$98.65
"['Automakers', 'CAC40', 'Manufacturing']",-0.52%,6.87%,RNO.PA,France,$10.54 B,Renault,1377,$36.07
[],0.65%,-23.43%,CUBE,USA,$9.51 B,CubeSmart,1500,$42.09
"['Pharmaceuticals', 'Biotech']",0.78%,22.06%,JAZZ,Ireland,$9.51 B,Jazz Pharmaceuticals,1499,$151.10
"['Semiconductors', 'Tech', 'TechHardware', 'Manufacturing']",0.84%,-12.55%,LSCC,USA,$9.51 B,Lattice Semiconductor,1498,$69.45
['Electronics'],1.40%,-13.00%,003550.KS,South Korea,$9.53 B,LG Corp,1497,$60.35
['CAC40'],-0.56%,-27.51%,VIV.PA,France,$9.55 B,Vivendi,1496,$9.33
['Construction'],-0.06%,3.39%,FGR.PA,France,$9.56 B,Eiffage,1495,$100.29
"['Energy', 'Electricity', 'Infrastructure']",-2.03%,-16.36%,RED.MC,Spain,$9.56 B,Red Eléctrica,1494,$17.74
"['Financialservices', 'Tech']",-3.18%,49.06%,FUTU,Hong Kong,$9.56 B,Futu Holdings,1493,$65.08
['WasteRecycling'],-0.68%,-26.61%,GFL,Canada,$9.57 B,GFL Environmental,1492,$27.89
['Insurance'],-1.37%,-17.39%,XGJ.F,Norway,$9.58 B,Gjensidige Forsikring,1491,$18.86
['Mining'],-1.12%,-10.83%,5713.T,Japan,$9.58 B,Sumitomo Metal Mining,1489,$34.90
[],-0.02%,-17.15%,ALLE,Ireland,$9.58 B,Allegion,1490,$109.15
['Pulpandpaper'],-0.53%,-20.59%,SCA-B.ST,Sweden,$9.60 B,Svenska Cellulosa Aktiebolaget (SCA),1488,$13.46
"['Realestate', 'Investment']",1.08%,-34.44%,1821.HK,Hong Kong,$9.60 B,ESR,1487,$2.17
"['Software', 'Tech']",-0.13%,-41.35%,CDAY,USA,$9.62 B,Ceridian,1486,$62.67
"['Software', 'Tech']",0.03%,-24.14%,ZEN,USA,$9.62 B,Zendesk,1485,$77.48
['Automakers'],-0.06%,-9.08%,7202.T,Japan,$9.62 B,Isuzu,1483,$12.42
"['Hotels', 'Gambling', 'Entertainment', 'Travel']",-0.53%,-1.71%,WYNN,USA,$9.62 B,Wynn Resorts,1484,$84.96
"['Airlines', 'Travel', 'Transportation']",0.34%,16.16%,LHA.DE,Germany,$9.62 B,Lufthansa,1482,$8.05
['AutomotiveSuppliers'],0.44%,-9.59%,BWA,USA,$9.64 B,BorgWarner,1480,$41.18
['Buildingmaterials'],5.29%,-13.86%,BLDR,USA,$9.63 B,Builders FirstSource,1481,$65.47
"['Automakers', 'ElectricVehicles', 'Manufacturing', 'Autonomousdriving']",-5.90%,-76.79%,XPEV,China,$9.64 B,XPeng,1479,$11.00
['Transportation'],0.00%,-24.74%,YMM,China,$9.64 B,Full Truck Alliance,1478,$8.70
[],0.54%,45.77%,BN4.SI,Singapore,$9.64 B,Keppel,1477,$5.51
"['Banks', 'Financialservices']",-0.35%,0.49%,KBANK.BK,Thailand,$9.67 B,Kasikornbank,1475,$4.08
['Food'],1.83%,-12.76%,0322.HK,China,$9.65 B,Tingyi (master kang),1476,$1.71
"['Manufacturing', 'CAC40']",-1.26%,-32.43%,ALO.PA,France,$9.42 B,Alstom,1511,$24.73
[],-0.36%,21.18%,PAG,USA,$8.95 B,Penske Automotive,1560,$125.57
"['Energy', 'Electricity']",-0.34%,12.95%,VST,USA,$9.40 B,Vistra,1512,$23.64
[],-0.17%,9.43%,010130.KS,South Korea,$8.54 B,Korea Zinc,1600,$457.89
"['AssetManagement', 'Investment']",-0.66%,-30.42%,SDR.L,UK,$8.94 B,Schroders,1561,$5.49
['Buildingmaterials'],2.10%,-4.08%,OC,USA,$8.55 B,Owens Corning,1599,$90.60
[],-0.37%,-23.55%,CMA,USA,$8.56 B,Comerica,1598,$65.41
[],0.00%,-31.36%,034730.KS,South Korea,$8.56 B,SK Group,1597,$154.65
['Tech'],-1.17%,-13.93%,PSTG,USA,$8.57 B,Pure Storage,1596,$28.68
['Realestate'],1.73%,-52.50%,DWNI.DE,Germany,$8.59 B,Deutsche Wohnen,1593,$21.65
[],0.48%,4.44%,SRF.NS,India,$8.57 B,SRF Limited,1595,$28.94
[],-0.14%,-35.13%,IMCD.AS,Netherlands,$8.59 B,IMCD,1594,$150.69
"['Transportation', 'Containershipping', 'Maritimetransportation']",0.15%,-66.80%,9104.T,Japan,$8.62 B,Mitsui O.S.K. Lines,1592,$23.85
"['Energy', 'OilGas']",-1.33%,-11.93%,ALD.AX,Australia,$8.64 B,Ampol,1590,$18.02
['Buildingmaterials'],-1.61%,-53.88%,JHX,Ireland,$8.63 B,James Hardie Industries,1591,$18.91
['Utilitycompanies'],-0.43%,-14.24%,UU.L,UK,$8.67 B,United Utilities,1588,$12.59
"['ScientificTechnicalInstruments', 'Medicalequipment']",0.25%,-32.54%,7701.T,Japan,$8.65 B,Shimadzu,1589,$29.37
[],0.00%,-28.98%,UMI.VI,Belgium,$8.67 B,Umicore,1587,$36.13
[],0.77%,-37.58%,AAP,USA,$8.68 B,Advance Auto Parts,1586,$146.65
"['Chemicals', 'Fertilizercompanies']",1.60%,40.43%,OCI.AS,Netherlands,$8.72 B,OCI,1584,$38.80
['Electronics'],-0.22%,-32.05%,6506.T,Japan,$8.69 B,Yaskawa,1585,$33.24
"['Electricity', 'Utilitycompanies', 'Energy']",-0.35%,-9.00%,TATAPOWER.NS,India,$8.73 B,Tata Power,1583,$2.73
['Banks'],-1.62%,-38.00%,QNBFB.IS,Turkey,$8.75 B,QNB Finansbank,1582,$2.61
"['Airlines', 'Travel', 'Transportation']",0.04%,4.37%,9201.T,Japan,$8.77 B,Japan Airlines,1580,$20.08
['Telecommunication'],-0.10%,-12.64%,3045.TW,Taiwan,$8.77 B,Taiwan Mobile,1581,$3.11
"['Realestate', 'Investment']",0.00%,-12.22%,COLD,USA,$7.80 B,Americold,1699,$28.96
"['Banks', 'Financialservices']",0.00%,18.16%,BBL.BK,Thailand,$7.82 B,Bangkok Bank,1698,$4.10
"['Mining', 'Goldmining']",0.86%,-5.79%,AU,South Africa,$7.82 B,AngloGold Ashanti,1697,$18.71
"['Financialservices', 'Banks']",0.28%,5.36%,2890.TW,Taiwan,$7.84 B,Sinopac Financial Holdings,1696,$0.59
"['Pharmaceuticals', 'Biotech']",2.41%,78.49%,HALO,USA,$7.80 B,Halozyme Therapeutics,1700,$57.74
['Manufacturing'],-0.37%,-27.12%,INDT.ST,Sweden,$7.84 B,Indutrade,1695,$20.72
"['Retail', 'SupermarketChains']",1.68%,-3.02%,DNP.WA,Poland,$7.85 B,Dino Polska,1694,$80.16
[],-0.56%,14.04%,G13.SI,Singapore,$7.87 B,Genting Singapore,1693,$0.65
['Carrental'],-2.13%,-24.88%,CAR,USA,$7.87 B,Avis Budget Group,1692,$189.94
[],0.00%,-19.75%,6965.T,Japan,$7.89 B,Hamamatsu,1691,$51.00
[],-1.03%,9.54%,OGE,USA,$7.90 B,OGE Energy,1690,$39.49
[],2.04%,62.06%,SBS,Brazil,$7.91 B,Sabesp,1688,$11.02
['Food'],-0.82%,3.74%,USFD,USA,$7.92 B,US Foods,1686,$35.23
['Biotech'],2.54%,-16.22%,NVCR,Jersey,$7.90 B,Novocure,1689,$75.35
[],3.62%,-43.15%,FND,USA,$7.92 B,Floor & Decor,1687,$74.65
"['Retail', 'Clothing', 'Sportsgoods']",-1.39%,-49.83%,JD.L,UK,$7.92 B,JD Sports Fashion,1685,$1.51
"['OilGas', 'Energy']",0.36%,3.15%,9531.T,Japan,$7.93 B,Tōkyō Gas,1683,$18.32
"['ECommerce', 'Internet', 'Tech']",-1.93%,-20.10%,3064.T,Japan,$7.93 B,Monotaro,1682,$15.98
"['Banks', 'Financialservices']",-0.92%,-42.30%,P9O.F,Poland,$7.96 B,PKO Bank Polski,1679,$6.37
['Electronics'],0.07%,-26.81%,RRX,USA,$7.95 B,Regal Rexnord,1680,$120.25
"['Mining', 'Goldmining']",1.29%,-13.76%,SBSW,South Africa,$7.96 B,Sibanye-Stillwater,1678,$10.97
"['Banks', 'Financialservices']",-0.80%,18.22%,BCVN.SW,Switzerland,$7.94 B,Banque Cantonale Vaudoise,1681,$92.48
"['Banks', 'Financialservices']",4.06%,37.25%,PNB.NS,India,$7.71 B,Punjab National Bank,1712,$0.70
[],-1.45%,-33.78%,WMS,USA,$7.35 B,Advanced Drainage Systems,1776,$88.77
['Healthcare'],-0.21%,5.23%,CHE,USA,$7.71 B,Chemed,1711,$518.64
"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",0.77%,-2.60%,S68.SI,Singapore,$7.21 B,Singapore Exchange,1800,$6.74
"['Electronics', 'Tech', 'TechHardware']",-0.33%,-37.68%,3037.TW,Taiwan,$7.21 B,Unimicron,1799,$4.88
"['OilGas', 'Energy']",-0.96%,-18.30%,010950.KS,South Korea,$7.22 B,S-OIL,1796,$62.70
"['Banks', 'Financialservices']",-1.97%,-52.58%,OTP.F,Hungary,$7.21 B,OTP Bank,1797,$25.13
['AutomotiveSuppliers'],0.69%,-30.40%,7259.T,Japan,$7.22 B,Aisin Seiki,1795,$26.81
['Food'],0.15%,-2.75%,4707.KL,Malaysia,$7.21 B,Nestle Malaysia,1798,$30.76
[],0.00%,-4.15%,ISDAY,Israel,$7.24 B,Israel Discount Bank,1793,$57.51
[],-0.94%,-11.84%,RL,USA,$7.24 B,Ralph Lauren,1794,$109.78
[],-2.06%,15.68%,EREGL.IS,Turkey,$7.25 B,Erdemir,1791,$2.14
['Telecommunication'],0.21%,9.24%,KT,South Korea,$7.26 B,KT Corporation,1790,$14.19
[],-0.02%,2.16%,DCI,USA,$7.25 B,Donaldson,1792,$59.22
"['Cement', 'Buildingmaterials']",-0.45%,-37.21%,1101.TW,Taiwan,$7.29 B,Taiwan Cement,1787,$1.08
[],0.29%,-2.32%,ORI,USA,$7.29 B,Old Republic International,1788,$23.96
[],0.27%,-1.63%,CU.TO,Canada,$7.28 B,Canadian Utilities,1789,$27.08
['PaintCoating'],-0.33%,-23.03%,BERGEPAINT.NS,India,$7.30 B,Berger Paints,1785,$7.52
[],-1.52%,-25.87%,GFC.PA,France,$7.29 B,Gecina,1786,$98.73
['Healthcare'],0.53%,-50.74%,MASI,USA,$7.32 B,Masimo,1781,$139.39
"['Mining', 'Goldmining', 'SilverMining']",0.84%,10.98%,RGLD,USA,$7.32 B,Royal Gold,1782,$111.60
"['Railways', 'Transportation']",0.12%,-1.72%,9042.T,Japan,$7.31 B,Hankyu Hanshin Holdings,1784,$30.36
"['Transportation', 'Maritimetransportation']",0.00%,7.19%,3816.KL,Malaysia,$7.32 B,MISC Berhad,1783,$1.64
"['DAX', 'Chemicals']",-0.66%,-35.64%,1COV.F,Germany,$7.33 B,Covestro,1780,$37.99
['Electronics'],-2.89%,-38.57%,009155.KS,South Korea,$7.34 B,Samsung Electro-Mechanics,1778,$50.94
['Insurance'],-0.33%,-15.03%,PHNX.L,UK,$7.34 B,Phoenix Group,1777,$7.35
"['Banks', 'Financialservices']",2.02%,72.58%,UNIONBANK.NS,India,$7.34 B,Union Bank of India,1779,$1.07
"['Electricity', 'Utilitycompanies', 'Energy']",1.68%,33.47%,CPFE3.SA,Brazil,$7.35 B,CPFL Energia,1775,$6.38
[],-1.57%,-63.24%,SBNY,USA,$7.36 B,Signature Bank,1774,$116.99
[],-0.33%,-21.90%,G1A.F,Germany,$7.36 B,GEA Group,1772,$41.36
[],0.42%,-39.93%,PNR,UK,$7.38 B,Pentair,1769,$44.91
[],0.90%,-23.33%,MANH,USA,$7.36 B,Manhattan Associates,1773,$118.06
[],0.11%,-34.22%,5201.T,Japan,$7.37 B,AGC,1771,$33.28
"['Realestate', 'CAC40']",-1.24%,-26.07%,URW.AS,France,$7.37 B,Unibail-Rodamco-Westfield,1770,$52.73
"['OilGas', 'Utilitycompanies', 'Energy']",-0.75%,-36.36%,GAIL.NS,India,$7.38 B,GAIL,1768,$1.12
['Construction'],-0.18%,-35.27%,SKA-B.ST,Sweden,$6.67 B,Skanska,1900,$16.02
"['Medicaldevices', 'Medicalequipment']",0.00%,-46.97%,GETI-B.ST,Sweden,$6.68 B,Getinge,1899,$23.10
[],-0.29%,35.02%,KNSL,USA,$6.68 B,Kinsale Capital Group,1898,$289.73
"['Internet', 'Tech', 'Healthcare', 'Telehealth']",2.87%,-43.85%,DOCS,USA,$6.69 B,Doximity,1896,$34.76
"['MotorcycleManufacturers', 'Manufacturing']",-0.05%,2.54%,HEROMOTOCO.NS,India,$6.68 B,Hero MotoCorp,1897,$33.48
[],-0.41%,-26.45%,ST,USA,$6.69 B,Sensata Technologies,1892,$43.77
[],3.83%,55.73%,MUSA,USA,$6.69 B,Murphy USA,1894,$296.20
"['Infrastructure', 'TollRoadOperators']",-0.58%,-0.43%,ALX.AX,Australia,$6.69 B,Atlas Arteria,1895,$4.61
['Medicaldevices'],-0.11%,-40.37%,AMP.MI,Italy,$6.69 B,Amplifon,1893,$28.91
[],1.25%,-27.60%,EGP,USA,$6.69 B,EastGroup Properties,1891,$153.70
[],-0.19%,1.22%,ASRNL.AS,Netherlands,$6.71 B,ASR Nederland,1890,$44.84
[],0.42%,-21.21%,FR,USA,$6.72 B,First Industrial Realty Trust,1889,$49.70
['Healthcare'],1.35%,-27.43%,DVA,USA,$6.74 B,DaVita,1886,$74.83
['Realestate'],7.14%,-32.66%,0017.HK,Hong Kong,$6.73 B,New World Development Company,1887,$2.68
[],-0.13%,-7.48%,BRX,USA,$6.74 B,Brixmor Property Group,1884,$22.50
"['Investment', 'Mining', 'CoalMining']",-0.50%,-18.78%,SOL.AX,Australia,$6.74 B,Washington H. Soul Pattinson and Company (WHSP),1885,$18.68
['Retail'],1.48%,-23.96%,CTC.TO,Canada,$6.75 B,Canadian Tire,1883,$197.80
[],-0.37%,-25.81%,7951.T,Japan,$6.73 B,Yamaha,1888,$39.23
"['OilGas', 'Energy']",-0.80%,-14.11%,5019.T,Japan,$6.75 B,Idemitsu Kosan,1882,$22.58
"['AssetManagement', 'Financialservices']",0.18%,-23.10%,IGM.TO,Canada,$6.75 B,IGM Financial,1881,$28.43
