Founded,Headquarters,Industry,Name,Sector
1928,Paris,Basic materials,Rhône-Poulenc,Specialty chemicals
2005,Paris,Industrials,Safran,Aerospace
1924,Paris,Technology,SAGEM,Telecommunications equipment
1665,La Défense,Industrials,Saint-Gobain,Building materials & fixtures
1947,Épagny-Metz-Tessy,Consumer goods,Salomon Group,Recreational products
2004,Paris,Health care,Sanofi,Pharmaceuticals
1836,Rueil-Malmaison,Industrials,Schneider Electric,Electrical components & equipment
1885,Puteaux,Industrials,SDV International Logistics,Delivery services
1969,Paris,Consumer services,Sephora,Specialty retailers
1954,Suresnes,Health care,Servier,Pharmaceuticals
1987,Paris,Telecommunications,SFR,Fixed line telecommunications
2009,Labège,Technology,Sigfox,Telecommunications equipment
1938,Saint-Denis,Consumer services,SNCF,Travel & tourism
1945,Courcouronnes,Industrials,Snecma,Aerospace
1945,Clichy,Consumer goods,Société Bic,Nondurable household products
1864,La Défense,Financials,Société Générale,Banks
1966,Issy-les-Moulineaux,Industrials,Sodexo,Specialized consumer services
2002,Paris,Technology,Sogeti,Software
1968,Annecy,Technology,Sopra Steria,Software
1997,Paris,Utilities,Suez,Multiutilities
1893,Issy-les-Moulineaux,Consumer services,Technicolor SA,Broadcasting & entertainment
1958,Paris,Industrials,Technip,Business support services
1987,Boulogne-Billancourt,Consumer services,TF1 Group,Broadcasting & entertainment
2000,La Défense,Industrials,Thales Group,Aerospace
1879,Paris,Industrials,Thomson-CSF,Defense
1924,Courbevoie,Oil & gas,TotalEnergies,Integrated oil & gas
1986,Rennes,Technology,Ubisoft,Software
1853,Paris,Utilities,Veolia,Water
1899,Rueil-Malmaison,Industrials,Vinci SA,Heavy construction
1853,Paris,Consumer services,Vivendi,Broadcasting & entertainment
1884,Paris,Consumer goods,Waterman,Nondurable household products
1965,Boulogne-Billancourt,Consumer goods,Yoplait,Food products
1851,Helsinki,Basic materials,Ahlstrom,Basic resources
1991,Helsinki,Financials,Aktia Bank,Banks
1932,Helsinki,Consumer services,Alko,Specialty retailers
1849,Helsinki,Consumer services,Alma Media,Publishing
1999,Helsinki,Consumer goods,Altia,Distillers & vintners
1950,Helsinki,Consumer goods,Amer Sports,Recreational products
1919,Mariehamn,Financials,Bank of Åland,Banks
1985,Espoo,Technology,Basware,Software
1985,Oulu,Consumer goods,Bittium,Consumer electronics
2005,Helsinki,Industrials,Cargotec,Transportation services
2001,Oulu,Technology,Codenomicon,Software
2000,Helsinki,Telecommunications,DNA Oyj,Mobile telecommunications
1995,Helsinki,Industrials,Eckerö Line,Marine transportation
1955,Espoo,Consumer goods,EKS,Consumer electronics
1882,Helsinki,Telecommunications,Elisa,Fixed line telecommunications
1891,Helsinki,Consumer services,Fazer,Restaurants & bars
1996,Helsinki,Utilities,Fingrid,Conventional electricity
1923,Vantaa,Consumer services,Finnair,Airlines
1947,Helsinki,Industrials,Finnlines,Marine transportation
1649,Helsinki,Consumer goods,Fiskars,Durable household products
1998,Espoo,Utilities,Fortum,Alternative electricity
1988,Helsinki,Technology,F-Secure,Software
1836,Helsinki,Consumer goods,Hartwall,Soft drinks
1966,Turku,Consumer services,Hesburger,Retail
1913,Turku,Consumer goods,HKScan,Restaurants & bars
2011,Helsinki,Financials,Holvi,Banking
1920,Espoo,Industrials,Huhtamäki,Containers & packaging
1920,Helsinki,Basic materials,Kemira,Specialty chemicals
1949,Lahti,Industrials,Kemppi,Business support services
1940,Helsinki,Consumer services,Kesko,Broadline retailers
1910,Helsinki,Industrials,Kone,Industrial machinery
1994,Hyvinkää,Industrials,Konecranes,Industrial machinery
1987,Helsinki,Consumer services,Kotipizza,Restaurants & bars
1910,Helsinki,Industrials,Lemminkäinen Group,Heavy construction
1951,Helsinki,Consumer goods,Marimekko,Clothing & accessories
1947,Helsinki,Basic materials,Metsä Group,Paper
1999,Helsinki,Industrials,Metso,Business support services
1948,Espoo,Oil & gas,Neste,Exploration & production
1865,Espoo,Industrials,Nokia,Telecommunications equipment
2007,Espoo,Technology,Nokia Networks,Telecommunications equipment
1898,Helsinki,Consumer goods,Nokian Jalkineet,Footwear
1932,Nokia,Consumer goods,Nokian Tyres,Automobiles
1878,Helsinki,Consumer goods,Olvi,Soft drinks
1891,Helsinki,Financials,OP Financial Group,Financial services
1917,Espoo,Health care,Orion Corporation,Pharmaceuticals
1932,Helsinki,Basic materials,Outokumpu,Iron & steel
2006,Espoo,Industrials,Outotec,Business support services
1997,Helsinki,Industrials,Patria,Defense
1971,Helsinki,Health care,Planmeca,Medical equipment
1943,Helsinki,Utilities,Pohjolan Voima,Alternative electricity
1977,Kempele,Consumer goods,Polar Electro,Recreational products
1970,Vieremä,Industrials,Ponsse Corporation,Commercial vehicles & trucks
1995,Eurajoki,Industrials,Posiva,Waste & disposal services
1638,Helsinki,Logistics,Posti Group,Delivery services
1958,Vantaa,Industrials,Pöyry,Business support services
1993,Helsinki,Technology,Process Vision,Business support services
1939,Raisio,Consumer goods,Raisio Group,Food products
1960,Helsinki,Industrials,Rautaruukki,Building materials & fixtures
2003,Espoo,Technology,Rovio Entertainment,Software
1904,Helsinki,Consumer services,S Group,Hotels
1909,Helsinki,Financials,Sampo Group,Full line insurance
1999,Helsinki,Consumer services,Sanoma,Publishing
1957,Helsinki,Industrials,Silja Line,Marine transportation
1931,Helsinki,Industrials,Sisu Auto,Commercial vehicles & trucks
2008,Helsinki,Financials,Solidium,Investment services
1995,Helsinki,Technology,SSH Communications Security,Software
1995,Helsinki,Oil & gas,St1,Exploration & production
1969,Oulu,Industrials,Stenfors,Heavy construction
1862,Helsinki,Consumer services,Stockmann,Broadline retailers
1990,Helsinki,Technology,Stonesoft Corporation,Software
1998,Helsinki,Basic materials,Stora Enso,Paper
1898,Helsinki,Consumer goods,Suominen Corporation,Clothing & accessories
2010,Helsinki,Technology,Supercell,Software
1936,Vantaa,Consumer goods,Suunto,Recreational services
2004,Espoo,Basic materials,Talvivaara Mining Company,Nonferrous metals
1968,Helsinki,Technology,Tieto,Software
1862,Vantaa,Basic materials,Tikkurila,Commodity chemicals
1996,Helsinki,Basic materials,UPM-Kymmene,Paper
1993,Vaasa,Industrials,Vacon,Electrical components & equipment
1936,Vantaa,Technology,Vaisala,Software
1905,Helsinki,Consumer goods,Valio,Food products
1968,Uusikaupunki,Consumer goods,Valmet Automotive,Automobiles
2013,Espoo,Industrials,Valmet,Industrial machinery
1951,Äänekoski,Industrials,Valtra,Commercial vehicles & trucks
1992,Helsinki,Consumer services,Verkkokauppa.com,Broadline retailers
1963,Mariehamn,Industrials,Viking Line,Marine transportation
1862,Helsinki,Industrials,VR,Railroads
1834,Helsinki,Industrials,Wärtsilä,Electronic equipment
1807,Tartu,Consumer goods,A. Le Coq,Brewers
2002,Tallinn,Consumer services,Airest,Airlines
1990,Tallinn,Oil & gas,Alexela,Exploration & production
1999,Tallinn,Technology,Aqris,Software
1992,Tallinn,Telecommunications,AS Starman,Fixed line telecommunications
1991,Tallinn,Consumer services,Avies,Airlines
1928,Tallinn,Consumer services,Baltika Group,Apparel retailers
1912,Tallinn,Industrials,BLRT Grupp,Commercial vehicles & trucks
2013,Tallinn,Technology,Bolt,Transportation
2010,Tallinn,Consumer services,Copterline,Airlines
1939,Tallinn,Utilities,Eesti Energia,Conventional electricity
1990,Tallinn,Utilities,Eesti Gaas,Gas distribution
1992,Tallinn,Industrials,Eesti Raudtee,Railroads
1998,Tallinn,Utilities,Elering,Conventional electricity
1998,Tallinn,Consumer services,Elron,Travel & tourism
1945,Jõhvi,Basic materials,Enefit Kaevandused,General mining
1959,Jõhvi,Industrials,Enefit Solutions,Business support services
1994,Tallinn,Consumer services,Enimex,Airlines
?,Tartu,Technology,EstDomains,Internet
1950,Tallinn,Consumer goods,Estonia Piano Factory,Recreational products
2001,Tallinn,Consumer services,Estonian Record Productions,Broadcasting & entertainment
2007,Tartu,Financials,Fortumo,Financial services
1998,Tallinn,Consumer services,GoRail,Travel & tourism
1806,Lehmja,Consumer goods,Kalev,Food products
1898,Tallinn,Consumer goods,Liviko,Distillers & vintners
2005,Tallinn,Consumer services,Moonwalk Records,Broadcasting & entertainment
1980,Auvere,Oil & gas,Narva Oil Plant,Exploration & production
2000,Tallinn,Technology,Nortal,Software
1994,Tartu,Consumer services,Olerex,Specialty retailers
1638,Tallinn,Logistics,Omniva,Delivery services
?,Tallinn,Consumer services,Publishing House ERSEN,Publishing
1999,Tartu,Health care,Quattromed,Biotechnology
1890,Roodevälja,Consumer goods,Rakvere Lihakombinaat,Food products
1992,Kuressaare,Industrials,Saaremaa Shipping Company,Marine transportation
1820,Saku,Consumer goods,Saku Brewery,Brewers
2008,Tallinn,Financials,SEB Pank,Banks
1995,Tallinn,Consumer services,Selver,Food retailers & wholesalers
1995,Tallinn,Consumer services,Sky Media Group,Broadcasting & entertainment
2006,Tallinn,Industrials,SmartPost,Delivery services
1991,Tallinn,Consumer services,STV,Broadcasting & entertainment
1989,Tallinn,Industrials,Tallink,Marine transportation
1991,Tallinn,Consumer services,Tallinna Linnatranspordi AS,Travel & tourism
1999,Tallinn,Consumer services,Tänapäev,Publishing
2000,Tartu,Consumer goods,Tartu Mill,Food products
1993,Tallinn,Telecommunications,Telia Eesti,Fixed line telecommunications
1959,Tallinn,Industrials,Tondi Elektroonika,Electronic equipment
?,Tallinn,Consumer services,TopTen,Broadcasting & entertainment
?,Tallinn,Consumer services,Ülemiste Keskus,Broadline retailers
1991,Tallinn,Consumer services,Varrak,Publishing
1924,Kohtla-Järve,Oil & gas,Viru Keemia Grupp,Exploration & production
1993,Narva,Utilities,VKG Elektrivõrgud,Conventional electricity
2007,Tartu,Technology,ZeroTurnaround,Software
1912,Virum,Industrials,Alectia,Business support services
1923,Hørsholm,Health care,ALK-Abelló,Pharmaceuticals
1873,Copenhagen,Consumer services,Aller Media,Publishing
1792,Copenhagen,Financials,Alm. Brand,Full line insurance
1937,Copenhagen,Health care,Ambu,Medical equipment
1969,Aarhus,Industrials,Arkitema Architects,Business support services
2000,Viby J,Consumer goods,Arla Foods,Food products
1959,Copenhagen,Consumer services,Arp-Hansen Hotel Group,Hotels
1925,Struer,Consumer goods,Bang & Olufsen,Consumer electronics
1975,Brande,Consumer goods,Bestseller A/S,Clothing & accessories
2005,Copenhagen,Industrials,Bjarke Ingels Group,Business support services
1952,Herning,Consumer services,BoConcept,Specialty retailers
1917,Gentofte,Industrials,Brødrene Hartmann,Containers & packaging
1922,Aarhus,Industrials,C. F. Møller Architects,Business support services
1847,Copenhagen,Consumer goods,Carlsberg Group,Brewers
1927,Aalborg,Industrials,Cembrit,Building materials & fixtures
1874,Hørsholm,Consumer goods,Chr. Hansen,Food products
2005,Copenhagen,Industrials,COBE Architects,Business support services
1957,Fredensborg,Health care,Coloplast,Medical equipment
1896,Copenhagen,Consumer services,Coop amba,Food retailers & wholesalers
1925,Copenhagen,Industrials,Copenhagen Airport,Transportation services
1942,Frederikssund,Consumer goods,Co-Ro Food,Food products
1992,Gentofte,Technology,COWEX,Software
1930,Kongens Lyngby,Industrials,COWI A/S,Business support services
1960,Nyborg,Consumer goods,Daloon,Food products
1871,Hellerup,Industrials,D/S Norden,Marine transportation
1889,Copenhagen,Industrials,Dampskibsselskabet Torm,Marine transportation
1933,Nordborg,Industrials,Danfoss,Industrial machinery
1989,Copenhagen,Health care,Danisco,Biotechnology
1901,Karise,Industrials,Danish Agro,Industrial machinery
1998,Randers,Consumer goods,Danish Crown AmbA,Food products
1964,Højbjerg,Consumer services,Dansk Supermarked,Broadline retailers
1871,Copenhagen,Financials,Danske Bank,Banks
1958,Skive,Industrials,Dantherm,Industrial machinery
1866,Copenhagen,Industrials,DFDS,Marine transportation
1971,Copenhagen,Industrials,Dissing+Weitling,Business support services
1906,Roskilde,Consumer goods,DLF,Farming & fishing
1885,Copenhagen,Industrials,DSB,Railroads
1976,Hedehusene,Industrials,DSV,Delivery services
1896,Copenhagen,Industrials,DT Group,Building materials & fixtures
1963,Bredebro,Consumer goods,ECCO,Footwear
1878,Copenhagen,Consumer services,Egmont Group,Publishing
1906,Copenhagen,Health care,Falck,Health care providers
1882,Copenhagen,Industrials,FLSmidth,Industrial machinery
1995,Copenhagen,Consumer services,Flying Tiger Copenhagen,Braodline retailers
1956,Hillerød,Industrials,Foss A/S,Business support services
2004,Middelfart,Industrials,Global Risk Management,Business support services
1869,Ballerup,Health care,GN Store Nord,Health care providers
1945,Bjerringbro,Industrials,Grundfos,Industrial machinery
1985,Ry,Consumer goods,Gryphon Audio Designs,Consumer electronics
1940,Copenhagen,Basic materials,Haldor Topsoe,Specialty chemicals
1915,Lyngby-Taarbæk,Basic materials,Hempel Group,Specialty chemicals
1959,Copenhagen,Industrials,Henning Larsen Architects,Business support services
1933,Copenhagen,Consumer goods,House of Amber,Clothing & accessories
1923,Aarhus,Consumer goods,Hummel,Clothing & accessories
2001,Copenhagen,Consumer goods,IC Group,Clothing & accessories
1990,Copenhagen,Technology,IO Interactive,Software
1901,Copenhagen,Industrials,ISS A/S,Business support services
2006,Copenhagen,Consumer services,Jet Time,Airlines
1933,Odense,Industrials,Jorgensen Engineering,Business support services
1979,Aarhus,Consumer services,Jysk,Specialty retailers
1967,Silkeborg,Financials,Jyske Bank,Banks
1882,Copenhagen,Industrials,Kemp & Lauritzen,Business support services
1930,Copenhagen,Consumer goods,Kopenhagen Fur,Clothing & accessories
2016,Copenhagen,Consumer goods,LastObject,Personal products
1908,Copenhagen,Health care,Leo Pharma,Pharmaceuticals
1940,Lunderskov,Industrials,LM Glasfiber,Industrial machinery
1874,Copenhagen,Industrials,Louis Poulsen,Building materials & fixtures
1915,Copenhagen,Health care,Lundbeck,Pharmaceuticals
1983,Copenhagen,Industrials,Lundgaard & Tranberg,Business support services
1904,Copenhagen,Conglomerates,Maersk,Ocean and inland freight transportation
1987,Aarhus,Industrials,Martin Professional,Building materials & fixtures
1949,Allerød,Consumer services,Matas,Drug retailers
1999,Copenhagen,Technology,Netcompany,Software
1891,Copenhagen,Conglomerates,NKT Holding,-
1994,Gladsaxe,Technology,NNIT,Software
1972,Copenhagen,Consumer goods,Nordic Adult Entertainment,Recreational products
1906,Copenhagen,Consumer services,Nordisk Film,Broadcasting & entertainment
1978,Gladsaxe,Consumer services,North Media,Publishing
2001,Copenhagen,Financials,North Sea Capital,Financial services
1923,Copenhagen,Health care,Novo Nordisk,Pharmaceuticals
2000,Copenhagen,Health care,Novozymes,Biotechnology
1985,Copenhagen,Financials,Nykredit,Financial services
2006,Fredericia,Utilities,Ørsted,Conventional electricity
1992,Copenhagen,Consumer services,Parken Sport & Entertainment,Recreational services
1981,Vejle,Health care,Pharma Nord,Pharmaceuticals
1965,Holbæk,Health care,Pharmacosmos,Pharmaceuticals
1993,Copenhagen,Consumer goods,Phase One,Recreational products
1918,Copenhagen,Industrials,Plesner,Business support services
1624,Copenhagen,Industrials,Post Danmark,Delivery services
1945,Copenhagen,Industrials,Ramboll,Business support services
2000,Roskilde,Utilities,Roskilde Forsyning,Conventional electricity
1775,Copenhagen,Consumer goods,Royal Copenhagen,Durable household products
1989,Faxe,Consumer goods,Royal Unibrew,Brewers
1945,Copenhagen,Financials,Sampension,Asset managers
1897,Copenhagen,Industrials,Santa Fe Group,Logistics
1992,Copenhagen,Financials,Saxo Bank,Banks
1961,Copenhagen,Consumer goods,Scandinavian Tobacco Group,Tobacco
1986,Copenhagen,Industrials,Schmidt Hammer Lassen,Business support services
1947,Copenhagen,Consumer goods,Select Sport,Recreational products
1817,Vallensbæk,Health care,Simonsen & Weel,Medical equipment
2000,Copenhagen,Consumer services,STYLEPIT,Apparel retailers
1794,Århus,Technology,Stibo,Enterprise software
1879,Copenhagen,Telecommunications,TDC A/S,Fixed line telecommunications
1949,Lystrup,Industrials,Terma A/S,Aerospace
1932,Billund,Consumer goods,The Lego Group,Toys
2003,Copenhagen,Industrials,Thorco Shipping,Marine transportation
1873,Fredericia,Consumer goods,Tuborg Brewery,Brewers
1876,Middelfart,Industrials,United Shipping & Trading Company,Marine transportation
1941,Hørsholm,Industrials,VELUX,Building materials & fixtures
1945,Aarhus,Industrials,Vestas,Industrial machinery
1994,Allerød,Oil & gas,Welltec,Oil equipment & services
1956,Lynge,Health care,Widex,Medical equipment
1904,Ledøje-Smørum,Health care,William Demant,Health care providers
1992,Hvidovre,Consumer services,Zentropa,Broadcasting & entertainment
1919,Odolena Voda,Industrials,Aero Vodochody,Aerospace
1991,Prague,Consumer services,Ahold Czech Republic,Food retailers & wholesalers
1991,Prague,Industrials,ASIX s.r.o.,Electronic equipment
1988,Prague,Technology,Avast,Software
1921,Prague,Consumer services,Barrandov Studios,Broadcasting & entertainment
1795,České Budějovice,Consumer goods,Budweiser Bier Bürgerbräu,Brewers
1785,České Budějovice,Consumer goods,Budweiser Budvar Brewery,Brewers
1918,Prague,Industrials,Česká pošta,Delivery services
1825,Prague,Financials,Česká spořitelna,Banks
1936,Uherský Brod,Industrials,Česká zbrojovka firearms,Defense
2003,Prague,Industrials,České dráhy,Railroads
1963,Prague,Telecommunications,České Radiokomunikace,Fixed line telecommunications
1964,Prague,Financials,Československá obchodní banka,Banks
2015,Prague,Telecommunications,CETIN,Fixed line telecommunications
1999,Prague,Consumer services,Cinema City Czech Republic,Recreational services
1927,Prague,Industrials,ČKD,Commercial vehicles & trucks
2006,Prague,Telecommunications,CS Link,Mobile telecommunications
1923,Prague,Consumer services,Czech Airlines,Airlines
1919,Prague,Financials,Czech National Bank,Banks
1989,Studenec,Consumer goods,Dominant CZ,Farming & fishing
1990,Brno,Consumer services,Indies Records,Broadcasting & entertainment
1990,Jablonec nad Nisou,Consumer goods,Jablotron,Consumer electronics
1807,Karlovy Vary,Consumer goods,Jan Becher,Distillers & vintners
1919,Velešín,Industrials,Jihostroj,Aerospace
1892,Brno,Consumer goods,Josef Lidl,Recreational products
1950,Nový Hrádek,Consumer goods,Kaden models,Toys
1991,Prague,Consumer services,Kenvelo,Apparel retailers
1960,Ostrava,Consumer goods,Kofola,Soft drinks
1990,Prague,Financials,Komerční banka,Banks
2010,Prague,Industrials,LEO Express,Railroads
1951,Jablonec nad Nisou,Industrials,LIAZ,Commercial vehicles & trucks
1992,Prague,Consumer services,Mafra,Publishing
1933,Přerov,Industrials,Meopta,Electronic equipment
1971,Prague,Industrials,Metrostav,Heavy construction
1857,Karlovy Vary,Consumer goods,Moser,Furnishings
2006,Prague,Telecommunications,O2 Czech Republic,Telecommunications
1952,Ostrava,Basic materials,OKD,Coal
1864,Hradec Králové,Consumer goods,Petrof,Recreational products
1842,Plzeň,Consumer goods,Pilsner Urquell Brewery,Brewers
1948,Jablonec nad Nisou,Consumer goods,Preciosa,Furnishings
1989,Nové Město na Moravě,Consumer goods,Racom,Consumer electronics
2006,Brno,Technology,Red Hat Czech,Software
1581,Krušovice,Consumer goods,Royal Brewery of Krušovice,Brewers
1907,Nové Sedlo,Consumer goods,Rudolf Kämpf,Furnishings
1995,Plzeň,Industrials,Škoda Transportation,Commercial vehicles & trucks
1859,Plzeň,Industrials,Škoda Works,Diversified industrials
2007,Prague,Telecommunications,Skylink,Mobile telecommunications
1996,Brno,Consumer services,Student Agency,Travel & tourism
1932,Prague,Consumer services,Supraphon,Broadcasting & entertainment
1850,Kopřivnice,Industrials,Tatra,Commercial vehicles & trucks
1995,Prague,Telecommunications,Telekom Austria Czech Republic,Fixed line telecommunications
2002,Kolín,Consumer goods,Toyota Peugeot Citroën Automobile Czech,Automobiles
1836,Třinec,Basic materials,Trinec Iron and Steel Works,Iron & steel
2006,Prague,Financials,UniCredit Bank Czech Republic and Slovakia,Banks
2002,České Budějovice,Basic materials,Via Chem Group,Specialty chemicals
1982,Prague,Telecommunications,Vodafone Czech Republic,Mobile telecommunications
1911,Prague,Industrials,Walter Aircraft Engines,Industrial machinery
1946,Brno,Industrials,Zetor,Commercial vehicles & trucks
1868,Prague,Financials,Živnostenská banka,Banks
1948,Nicosia,Consumer services,AC Omonia,Sports
1994,Larnaca,Consumer services,AEK Larnaca FC,Sports
1930,Limassol,Consumer services,AEL F.C.,Sports
1999,Nicosia,Industrials,Allbiz,Business support services
1911,Larnaca,Consumer services,Anorthosis F.C.,Sports
1947,Nicosia,Consumer services,APOEL B.C.,Sports
1926,Nicosia,Consumer services,APOEL FC,Sports
1928,Nicosia,Consumer services,APOEL V.C.,Sports
1954,Limassol,Consumer services,Apollon Limassol,Sports
1997,Nicosia,Consumer services,Armida Publications,Publishing
1990,Limassol,Technology,ASBIS,Computer hardware
1991,Limassol,Industrials,Austrian Lloyd Ship Management,Marine transportation
1899,Nicosia,Financials,Bank of Cyprus,Banks
1986,Limassol,Consumer services,Celestyal Cruises,Travel & tourism
1963,Nicosia,Financials,Central Bank of Cyprus,Banks
2016,Larnaca,Consumer services,Charlie Airlines,Travel & Leisure
1953,Nicosia,Consumer services,Cyprus Broadcasting Corporation,Broadcasting
1955,Nicosia,Consumer services,Cyprus Civil Aviation Authority,Air traffic management
1961,Nicosia,Consumer services,Cyprus College,Education
1969,Paphos,Consumer services,Cyprus College of Art,Education
1963,Nicosia,Financials,Cyprus Development Bank,Banks
1978,Nicosia,Consumer services,Cyprus Institute of Marketing,Education
2004,Limassol,Technology,Cyprus Int. Instit. for Environ. & Public Health,Research
1999,Nicosia,Telecommunications,Cyprus Internet Exchange,Fixed line telecom
1945,Nicosia,Consumer services,Cyprus Mail,Publishing
1916,Nicosia,Basic materials,Cyprus Mines Corporation,General mining
1991,Nicosia,Technology,Cyprus Neuroscience and Technology Institute,Research
1976,Nicosia,Consumer services,Cyprus News Agency,Media
1973,Nicosia,Consumer services,Cyprus Ports Authority,Ship traffic management
-,Nicosia,Industrials,Cyprus Postal Services,Delivery services
1968,Nicosia,Consumer services,Cyprus State Fairs Authority,General retailers
1996,Nicosia,Financials,Cyprus Stock Exchange,Investment services
2004,Limassol,Consumer services,Cyprus University of Technology,Education
1979,Nicosia,Consumer services,Cyprus Weekly,Publishing
1961,Nicosia,Telecommunications,CYTA,Fixed line telecom
1954,Peristerona,Consumer services,Doxa Katokopias FC,Sports
1952,Nicosia,Utilities,Electricity Authority of Cyprus,Conventional electricity
2017,Limassol,Consumer services,Elias Neocleous & Co LLC,Legal
2017,Nicosia,Utilities,EuroAfrica Interconnector,Electricity
2010,Nicosia,Utilities,EuroAsia Interconnector,Electricity
1961,Nicosia,Consumer services,European University Cyprus,Education
1993,Nicosia,Consumer services,Financial Mirror,Publishing
1965,Limassol,Consumer services,Frederick University,Education
1961,Guernsey,Industrials,Joannou & Paraskevaides,Heavy construction
-,Nicosia,Financials,Health Insurance Organisation,Full line insurance
1976,Nicosia,Financials,Hellenic Bank,Banks
2003,Limassol,Financials,Imperio Properties,Real estate development
2010,Limassol,Financials,IronFX,Investment services
1927,Limassol,Consumer goods,KEO,Soft drinks
1975,Larnaca,Consumer services,Larnaca International Airport,Travel & leisure
1937,Nicosia,Consumer goods,Leon Beer,Brewers
1960,Paphos,Financials,Leptos Estates,Real estate development
1977,Nicosia,Industrials,Lois Builders,Heavy construction
1976,Limassol,Health care,Medochemie,Pharmaceuticals
1982,Nicosia,Consumer services,METRO Foods Trading,Food retailers & wholesalers
1967,Nicosia,Consumer services,Moufflon Publications,Publishing
2007,Paphos,Consumer services,Neapolis University Paphos,Education
2004,Nicosia,Consumer services,NOVA Cyprus,Media
1992,Nicosia,Consumer services,Omega TV Cyprus,Media
2002,Nicosia,Consumer services,Open University of Cyprus,Education
2014,Pafos,Consumer services,Pafos FC,Sports
1992,Paphos,Consumer services,Paphos General Hospital,Health
2008,Paphos,Consumer services,Paphos International Airport,Travel & leisure
1959,Larnaca,Oil & gas,Petrolina,Exploration & production
2008,Nicosia,Financials,Pevex Management,Investment services
1956,Limassol,Industrials,Port of Limassol,Industrial transportation
2003,Nicosia,Telecommunications,PrimeTel PLC,Fixed line telecom
1995,Limassol,Financials,RCB Bank,Banks
2007,Nicosia,Basic materials,Rusal,Industrial metals & mining
1995,Nicosia,Consumer services,SAT-7,Broadcasting & entertainment
2002,Nicosia,Telecommunications,Telepassport Telecommunications,Fixed line telecom
1999,Strovolos,Consumer services,The American Heart Institute,Health
2005,Nicosia,Technology,The Cyprus Institute,Research
1987,Nicosia,Technology,The Muscular Dystropy Research Foundation,Research
1990,Nicosia,Technology,The Cyprus Institute of Neurology and Genetics,Research
1979,Ayia Napa,Consumer services,Tsokkos,Hospitality
2015,Larnaca,Consumer services,Tus Airways,Travel & Leisure
1970,Nicosia,Financials,Universal Life,Life insurance
1989,Nicosia,Consumer services,University of Cyprus,Education
1980,Nicosia,Consumer services,University of Nicosia,Education
1998,Nicosia,Technology,Wargaming,Software
1950,Nicosia,Consumer services,Woolworths,Broadline retailers
2007,Nicosia,Technology,xHamster,Software
1892,Rijeka,Industrials,3. Maj,Commercial vehicles & trucks
1994,Zagreb,Industrials,3LHD,Business support services
1999,Zagreb,Telecommunications,A1 Hrvatska,Mobile telecommunications
2013,Omišalj,Oil & gas,LNG Hrvatska,Exploration & production
1983,Opatija,Consumer services,Adriatic Croatia International Club,Travel & tourism
2003,Rovinj,Consumer goods,Adris Grupa,Tobacco
1976,Zagreb,Consumer goods,Agrokor,Food products
1995,Zagreb,Consumer services,Aquarius Records,Broadcasting & entertainment
1991,Zagreb,Consumer goods,Atlantic Grupa,Food products
1955,Dubrovnik,Industrials,Atlantska plovidba,Marine transportation
1862,Zagreb,Consumer goods,Badel 1862,Distillers & vintners
1990,Zagreb,Health care,BioGnost,Pharmaceuticals
2003,Split,Industrials,Blue Line International,Marine transportation
2010,Zagreb,Telecommunications,Bonbon,Mobile telecommunications
1922,Split,Industrials,Brodosplit,Commercial vehicles & trucks
1893,Čakovec,Consumer goods,Čakovečki mlinovi,Food products
2004,Koprivnica,Consumer goods,Carlsberg Croatia,Brewers
1929,Zagreb,Consumer goods,Cedevita,Soft drinks
1989,Zagreb,Consumer services,Croatia Airlines,Airlines
1946,Zagreb,Consumer services,Croatia Film,Broadcasting & entertainment
1884,Zagreb,Financials,Croatia osiguranje,Full line insurance
1947,Zagreb,Consumer services,Croatia Records,Broadcasting & entertainment
1990,Zagreb,Financials,Croatian National Bank,Banks
1926,Zagreb,Consumer services,Croatian Radiotelevision,Broadcasting & entertainment
1991,Zagreb,Industrials,Croatian Railways,Railroads
1993,Zagreb,Technology,Croteam,Software
1994,Zagreb,Industrials,Crotram,Commercial vehicles & trucks
1949,Zagreb,Industrials,Dalekovod,Electrical components & equipment
1994,Zagreb,Consumer services,Dallas Records,Broadcasting & entertainment
1971,Buje,Industrials,Digitron,Electronic equipment
1992,Zagreb,Industrials,DOK-ING,Diversified industrials
1991,Slavonski Brod,Industrials,Ðuro Ðaković,Diversified industrials
1949,Zagreb,Telecommunications,Ericsson Nikola Tesla,Mobile telecommunications
2000,Split,Consumer services,European Coastal Airlines,Airlines
2019,Zagreb,Consumer goods,Fortenova Group,Food products
1892,Zagreb,Consumer goods,Franck,Soft drinks
1993,Zagreb,Technology,Geofoto,Software
1990,Zagreb,Consumer services,Hanza Media,Publishing
2003,Zagreb,Consumer services,Hit Records,Broadcasting & entertainment
1889,Zagreb,Industrials,Hönigsberg & Deutsch,Business support services
1895,Zagreb,Utilities,Hrvatska elektroprivreda,Conventional electricity
1999,Zagreb,Industrials,Hrvatska pošta,Delivery services
1991,Zagreb,Financials,Hrvatska poštanska banka,Banks
2001,Zagreb,Industrials,Hrvatske autoceste,Transportation services
1998,Zagreb,Telecommunications,Hrvatski Telekom,Fixed line telecommunications
1991,Ozalj,Industrials,HS Produkt,Defense
1992,Zagreb,Technology,IN2,Software
1964,Zagreb,Oil & gas,INA,Exploration & production
2006,Vodnjan,Technology,Infobip,Software
1955,Zagreb,Industrials,INGRA,Heavy construction
