,company_name,company_location
3572,BNP PARIBAS LEASE GROUP,ITALY
3573,CORTINA INVEST OU,ESTONIA
3574,"SPRINKLR, INC.",UNITED STATES
3575,BERKSHIRE HATHAWAY INTERNATIONAL INSURANCE LIMITED,UNITED KINGDOM
3576,ILSA SPA,ITALY
3577,AGRITERA OU,ESTONIA
3578,GREEN THUMB INDUSTRIES INC.,UNITED STATES
3579,FORTEC DISTRIBUTION NETWORK LIMITED,UNITED KINGDOM
3580,DANIELA Y SRL,ITALY
3581,MM GRUPP OU,ESTONIA
3582,"HOLLISTER OHIO, LLC",UNITED STATES
3583,CFC UNDERWRITING LIMITED,UNITED KINGDOM
3584,POSTE AIR CARGO SRL,ITALY
3585,HARJU ELEKTER AS,ESTONIA
3586,PLANDAY INC,UNITED STATES
3587,SONY DADC UK LIMITED,UNITED KINGDOM
3588,ILLVA SARONNO HOLDING SPA,ITALY
3589,SKYPE TECHNOLOGIES OU,ESTONIA
3590,CZ-USA,UNITED STATES
3591,SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,UNITED KINGDOM
3592,ILLVA SARONNO SPA,ITALY
3593,THERMORY AS,ESTONIA
3594,STANDARD CHARTERED INTERNATIONAL (USA) LTD.,UNITED STATES
3595,SONY CORPORATE SERVICES EUROPE LIMITED,UNITED KINGDOM
3596,BCS AUTOMOTIVE INTERFACE SOLUTIONS ITALY SRL,ITALY
3597,TECHNOMAR & ADREM AS,ESTONIA
3598,DONNELLY MECHANICAL CORP.,UNITED STATES
3599,TATA TECHNOLOGIES EUROPE LIMITED,UNITED KINGDOM
3600,MOTORK ITALIA SRL,ITALY
3601,FRIENDLY FINANCE OU,ESTONIA
3602,"SYSTECON, LLC",UNITED STATES
3603,SONY EUROPE B.V.,UNITED KINGDOM
3604,FIMER SPA,ITALY
3605,NORDIC CONTRACTORS AS,ESTONIA
3606,DUNAVANT HOLDING INC,UNITED STATES
3607,NORBROOK LABORATORIES LIMITED,UNITED KINGDOM
3608,AEC UNDERWRITING AGENZIA DI ASSICURAZIONE E RIASSICURAZIONE SPA,ITALY
3609,HERO CAPITAL OU,ESTONIA
3610,"DUNAVANT DISTRIBUTION GROUP, L.L.C.",UNITED STATES
3611,NORBROOK LABORATORIES (G.B.) LIMITED,UNITED KINGDOM
3612,FCA ITALY S.P.A. IN FORMA FIAT CHRYSLER AUTOMOBILES E IN FORMA ABBREVIATO FIAT GROUP AUTOMOBILES SP,ITALY
3613,BALTIC INTERNATIONAL TRADING OU,ESTONIA
3614,WALT DISNEY MUSIC COMPANY,UNITED STATES
3615,HOZELOCK LIMITED,UNITED KINGDOM
3616,ENGIE ITALIA SPA,ITALY
3617,E-ADVISORS OU,ESTONIA
3618,"WALT DISNEY IMAGINEERING RESEARCH & DEVELOPMENT, INC.",UNITED STATES
3619,HOZELOCK GROUP LIMITED,UNITED KINGDOM
3620,SUEZ WTS ITALY SRL,ITALY
3621,ADVENDOR NETWORK OU,ESTONIA
3622,DISNEY INCORPORATED,UNITED STATES
3623,MESH DIGITAL LIMITED,UNITED KINGDOM
3624,UNIVERSITA' POLITECNICA DELLE MARCHE,ITALY
3625,BTCWHALE OU,ESTONIA
3626,"WALT DISNEY COMPANY, THE",UNITED STATES
3627,IP GROUP PLC,UNITED KINGDOM
3628,LABWARE SPA,ITALY
3629,COCA-COLA HBC EESTI AS,ESTONIA
3630,"BOABAB INVESTMENTS, LLC",UNITED STATES
3631,COSTER AEROSOLS LIMITED,UNITED KINGDOM
3632,KAAK OVENS & PROOFERS SRL,ITALY
3633,TAVID AS,ESTONIA
3634,"HOBSONS, INC.",UNITED STATES
3635,TWOFOUR BROADCAST LIMITED,UNITED KINGDOM
3636,P.A.D. SRL,ITALY
3637,BPEF III SUPPLEMENTARY INVESTMENT FACILITY USALDUSFOND,ESTONIA
3638,STARK AEROSPACE INC.,UNITED STATES
3639,PS MANOR FARM SOLAR LIMITED,UNITED KINGDOM
3640,CARCO SRL,ITALY
3641,FUNDERBEAM MARKETS OU,ESTONIA
3642,VERTEX AEROSPACE LLC,UNITED STATES
3643,MANOR FARM (SOLAR POWER) LTD,UNITED KINGDOM
3644,ZUCKIDS SRL,ITALY
3645,JOHNSON & JOHNSON AB EESTI FILIAAL,ESTONIA
3646,NORTHERN ILLINOIS GAS COMPANY,UNITED STATES
3647,MANOR FARM SOLAR LIMITED,UNITED KINGDOM
3648,ITALIANA PETROLI SPA,ITALY
3649,RAIL BALTIC ESTONIA OU,ESTONIA
3650,"FRANKLIN TEMPLETON COMPANIES, LLC",UNITED STATES
3651,UNITED BISCUITS (UK) LIMITED,UNITED KINGDOM
3652,KUWAIT PETROLEUM ITALIA SPA,ITALY
3653,BALMERK ESTONIA OU,ESTONIA
3654,GHIRARDELLI CHOCOLATE CO,UNITED STATES
3655,BOOKING.COM TRANSPORT LIMITED,UNITED KINGDOM
3656,ADVICE TECHNOLOGY PETROLEUM SRL,ITALY
3657,BALMERK DISTRIBUTION OU,ESTONIA
3658,MYLAN INC.,UNITED STATES
3659,UML BONDI LIMITED,UNITED KINGDOM
3660,GRUPPO TORINESE TRASPORTI SPA,ITALY
3661,FEB AS,ESTONIA
3662,VIATRIS INC.,UNITED STATES
3663,CRANFIELD UNIVERSITY,UNITED KINGDOM
3664,GTT COMMUNICATIONS SRL,ITALY
3665,SANTA MONICA NETWORKS AS,ESTONIA
3666,APG ASSET MANAGEMENT US INC.,UNITED STATES
3667,RED BULL TECHNOLOGY LIMITED,UNITED KINGDOM
3668,GTT ITALY SRL,ITALY
3669,PERNOD RICARD ESTONIA OU,ESTONIA
3670,"ABM INDUSTRY GROUPS, LLC",UNITED STATES
3671,BELL TRUCK SALES LIMITED,UNITED KINGDOM
3672,GTT COMMUNICATIONS ITALY SRL,ITALY
3673,MAGNUM LOGISTICS OU,ESTONIA
3674,MARLIN BUSINESS SERVICES CORP.,UNITED STATES
3675,ODFJELL TECHNOLOGY (UK) LTD.,UNITED KINGDOM
3676,JOHNSON CONTROLS ITALIA SRL,ITALY
3677,THREOD SYSTEMS OU,ESTONIA
3678,"GREENBRIER COMPANIES, INC., THE",UNITED STATES
3679,ELSEVIER LIMITED,UNITED KINGDOM
3680,JOHNSON MATTHEY ITALIA SRL,ITALY
3681,SYMANTEC ESTONIA OU,ESTONIA
3682,PAYONEER INC.,UNITED STATES
3683,RELX PLC,UNITED KINGDOM
3684,NAMIRIAL SPA,ITALY
3685,CREDITINFO EESTI AS,ESTONIA
3686,"APTIV SERVICES US, LLC",UNITED STATES
3687,RELX (UK) LIMITED,UNITED KINGDOM
3688,MARCEGAGLIA PLATES SPA,ITALY
3689,KRM ADVISOR OU,ESTONIA
3690,"AZUGA, INC.",UNITED STATES
3691,RELX (HOLDINGS) LIMITED,UNITED KINGDOM
3692,PALLETWAYS ITALIA SPA,ITALY
3693,FIESTA REAL ESTATE AS,ESTONIA
3694,"1-800-FLOWERS.COM, INC.",UNITED STATES
3695,WOMAD LIMITED,UNITED KINGDOM
3696,C.O.I.M. SPA - CHIMICA ORGANICA INDUSTRIALE MILANESE,ITALY
3697,LPD OU,ESTONIA
3698,KINETIK HOLDINGS INC.,UNITED STATES
3699,VIBRANT BRANDS LIMITED,UNITED KINGDOM
3700,MECOMER SRL,ITALY
3701,HESTIA HOTEL GROUP OU,ESTONIA
3702,FEDERATED INVESTMENT MANAGEMENT COMPANY,UNITED STATES
3703,Saga Shipholding (IOM) Limited,UNITED KINGDOM
3704,SAVIOLA HOLDING SRL,ITALY
3705,KARATCHANGE OU,ESTONIA
3706,"FEDERATED HERMES, INC.",UNITED STATES
3707,WOOD GROUP ENGINEERING & OPERATIONS SUPPORT LIMITED,UNITED KINGDOM
3708,RIMAX TECHNOLOGY SRL,ITALY
3709,GREINER PACKAGING AS,ESTONIA
3710,FEDERATED INVESTMENT COUNSELING,UNITED STATES
3711,J.C.B. SERVICE,UNITED KINGDOM
3712,STUDIO BOOST SRL,ITALY
3713,KRM AGENT OU,ESTONIA
3714,"STEIN ROE INVESTMENT COUNSEL, INC.",UNITED STATES
3715,JCB FINANCE LTD,UNITED KINGDOM
3716,ELIFRIULIA SPA,ITALY
3717,ALEXELA ENERGIA AS,ESTONIA
3718,"DYNETICS, INC.",UNITED STATES
3719,SHELL U.K. LIMITED,UNITED KINGDOM
3720,A. MENARINI DIAGNOSTICS SRL,ITALY
3721,TRIGON CAPITAL AS,ESTONIA
3722,"ATLAS AIR, INC.",UNITED STATES
3723,LIGHTSOURCE SIMBA LIMITED,UNITED KINGDOM
3724,SIDEL SPA,ITALY
3725,MATCHIT OU,ESTONIA
3726,"BLOCK, INC.",UNITED STATES
3727,LEGALZOOM INTERNATIONAL HOLDINGS LTD,UNITED KINGDOM
3728,EVP II CAVALLINO SRL,ITALY
3729,SL34 OU,ESTONIA
3730,NETCRACKER TECHNOLOGY CORPORATION,UNITED STATES
3731,LIVERPOOL FOOTBALL CLUB LIMITED,UNITED KINGDOM
3732,FERRERO SPA,ITALY
3733,KAWE PUIT OU,ESTONIA
3734,"CK FRANCHISING, INC.",UNITED STATES
3735,RUBIX U.K. LIMITED,UNITED KINGDOM
3736,CA INDOSUEZ WEALTH (ITALY) SPA IN FORMA ABBREVIATO CA INDOSUEZ WEALTH (ITALY),ITALY
3737,ERICSSON EESTI AS,ESTONIA
3738,"PS HOLDCO, LLC",UNITED STATES
3739,RUBIX INTERNATIONAL LIMITED,UNITED KINGDOM
3740,CA INDOSUEZ FIDUCIARIA SPA,ITALY
3741,ENEFIT ENERGIATOOTMINE AS,ESTONIA
3742,BLOCK USA,UNITED STATES
3743,RUBIX GROUP INTERNATIONAL LIMITED,UNITED KINGDOM
3744,CA INDOSUEZ WEALTH EUROPE,ITALY
3745,SWETRAK AS,ESTONIA
3746,"AURORA CAPITAL PARTNERS, L.P.",UNITED STATES
3747,VIRTUS (DATA CENTRES) LTD,UNITED KINGDOM
3748,HRA PHARMA ITALIA SRL,ITALY
3749,ETRA BALTI AS,ESTONIA
3750,"KALLIDUS, INC.",UNITED STATES
3751,LOMBARD ODIER ASSET MANAGEMENT (EUROPE) LIMITED,UNITED KINGDOM
3752,ADVANZ PHARMA ITALIA SRL,ITALY
3753,LEVIRA AS,ESTONIA
3754,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",UNITED STATES
3755,QUILTER INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM
3756,ADVANZ PHARMA SPECIALTY MEDICINE ITALIA SRL,ITALY
3757,PHARAON HOLDING OU,ESTONIA
3758,"WME IMG, LLC",UNITED STATES
3759,INEOS LIMITED,UNITED KINGDOM
3760,SIT SPA,ITALY
3761,MARISTECH OU,ESTONIA
3762,LUCASFILM LTD. LLC,UNITED STATES
3763,GF FINANCIAL MARKETS (UK) LIMITED,UNITED KINGDOM
3764,AEFFE SPA,ITALY
3765,DSV TRANSPORT AS,ESTONIA
3766,LUCASFILM ENTERTAINMENT COMPANY LTD. LLC,UNITED STATES
3767,"SUMITOMO MITSUI TRUST BANK, LIMITED",UNITED KINGDOM
3768,MOSCHINO SPA,ITALY
3769,"DUVALTEX (US), INC.",UNITED STATES
3770,MITSUI & CO. EUROPE PLC,UNITED KINGDOM
3771,IN & OUT SPA,ITALY
3772,SONY CORPORATION OF AMERICA,UNITED STATES
3773,SMBC BANK INTERNATIONAL PLC,UNITED KINGDOM
3774,OUT IN SPA,ITALY
3775,"DYNEGY NORTH AMERICA, INC.",UNITED STATES
3776,"MITSUI O.S.K. LINES, LIMITED",UNITED KINGDOM
3777,GOVERNO DELLA REPUBBLICA ITALIANA,ITALY
3778,ENGIE RESOURCES LLC,UNITED STATES
3779,MITSUI & COMPANY LIMITED,UNITED KINGDOM
3780,LORO PIANA SPA,ITALY
3781,"AIRBUS HELICOPTERS, INC.",UNITED STATES
3782,MITSUI BUSSAN COMMODITIES LTD,UNITED KINGDOM
3783,SACE BT SPA,ITALY
3784,"CYNOSURE, LLC",UNITED STATES
3785,JONES LANG LASALLE LIMITED,UNITED KINGDOM
3786,MODECOR ITALIANA SRL,ITALY
3787,"GADSDEN REGIONAL MEDICAL CENTER, LLC",UNITED STATES
3788,JONES LANG LASALLE EUROPE LIMITED,UNITED KINGDOM
3789,FERRARI - SOCIETA'PER AZIONI ESERCIZIO FABBRICHE AUTOMOBILI E CORSE,ITALY
3790,"INTERPUBLIC GROUP OF COMPANIES, INC., THE",UNITED STATES
3791,JONES LANG LASALLE SERVICES LIMITED,UNITED KINGDOM
3792,DIRICKX ITALIA SRL,ITALY
3793,"R/GA MEDIA GROUP, INC.",UNITED STATES
3794,THE INSTITUTION OF ENGINEERING AND TECHNOLOGY,UNITED KINGDOM
3795,RADAR CONCERTI SRL,ITALY
3796,DEUTSCH INC.,UNITED STATES
3797,VOLANTE GLOBAL LIMITED,UNITED KINGDOM
3798,ERA SRL,ITALY
3799,NEVADA POWER COMPANY,UNITED STATES
3800,AB AGRI LIMITED,UNITED KINGDOM
3801,TENABLE NETWORK SECURITY NETHERLANDS B.V.,ITALY
3802,FACTSET RESEARCH SYSTEMS INC.,UNITED STATES
3803,NATWEST MARKETS N.V.,UNITED KINGDOM
3804,ABET SPA,ITALY
3805,BITRODE CORPORATION,UNITED STATES
3806,RB UK COMMERCIAL LIMITED,UNITED KINGDOM
3807,TOWER SPA,ITALY
3808,"EBSCO INDUSTRIES, INC.",UNITED STATES
3809,ABELLIO EAST ANGLIA LIMITED,UNITED KINGDOM
3810,PFCH LUXE ITALIA SRL,ITALY
3811,"HPD, LLC",UNITED STATES
3812,ABELLIO EAST MIDLANDS LIMITED,UNITED KINGDOM
3813,COMPAGNIA AEREA ITALIANA SPA,ITALY
3814,BRUNSWICK GROUP LLP,UNITED STATES
3815,DB CARGO (UK) HOLDINGS LIMITED,UNITED KINGDOM
3816,ALITALIA SOCIETA' AEREA ITALIANA SPA,ITALY
3817,"NIPPON STEEL TRADING AMERICAS, INC.",UNITED STATES
3818,AZELIS UK LIMITED,UNITED KINGDOM
3819,RIGONI DI ASIAGO SRL,ITALY
3820,CULTECH INC.,UNITED STATES
3821,DOLFIN FINANCIAL (UK) LTD,UNITED KINGDOM
3822,RIGONI SRL,ITALY
3823,"COMPLEXCARE SOLUTIONS, LLC",UNITED STATES
3824,INEOS ACETYLS UK LIMITED,UNITED KINGDOM
3825,TOI TOI ITALIA SRL,ITALY
3826,ASPENTECH CORPORATION,UNITED STATES
3827,LCH LIMITED,UNITED KINGDOM
3828,OPIS SRL,ITALY
3829,VERILY LIFE SCIENCES LLC,UNITED STATES
3830,ABN AMRO CLEARING LONDON LIMITED,UNITED KINGDOM
3831,CF ASSICURAZIONI SPA COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA,ITALY
3832,"CEC EDUCATIONAL SERVICES, LLC",UNITED STATES
3833,SHELL INTERNATIONAL PETROLEUM COMPANY LIMITED,UNITED KINGDOM
3834,TOMATIS LAMIERE SRL,ITALY
3835,"GODADDY.COM, LLC",UNITED STATES
3836,CROWN PACKAGING MANUFACTURING UK LIMITED,UNITED KINGDOM
3837,SOCIETA' ITALIANA COLORANTI NATURALI AFFINI SRL,ITALY
3838,GODADDY INC.,UNITED STATES
3839,CROWN HOLDINGS LIMITED,UNITED KINGDOM
3840,INTESA SANPAOLO SPA,ITALY
3841,GODADDY MSH INC.,UNITED STATES
3842,ECOATM INTERNATIONAL LIMITED,UNITED KINGDOM
3843,ARISTON SPA,ITALY
3844,"DELAWARE CAPITAL HOLDINGS, INC.",UNITED STATES
3845,A-PLAN HOLDINGS,UNITED KINGDOM
3846,INDUSTRIES SPA,ITALY
3847,"ASHLY AUDIO, INC.",UNITED STATES
3848,TESCO PLC,UNITED KINGDOM
3849,MULTIMARINE SERVICES SRL IN FORMA ABBREVIATO MMS SRL,ITALY
3850,GENPACT PROCESS SOLUTIONS LLC,UNITED STATES
3851,BOOHOO.COM UK LIMITED,UNITED KINGDOM
3852,VALEO SPA,ITALY
3853,"MERZ NORTH AMERICA, INC.",UNITED STATES
3854,BOOHOO GROUP PLC,UNITED KINGDOM
3855,VALEO SERVICE ITALIA SPA,ITALY
3856,BANK LEUMI USA,UNITED STATES
3857,URENCO LIMITED,UNITED KINGDOM
3858,FINLAV SPA,ITALY
3859,CHAPTER 4 CORP.,UNITED STATES
3860,LNRS DATA SERVICES LIMITED,UNITED KINGDOM
3861,EUREGIO PLUS SOCIETA\' DI GESTIONE DEL RISPARMIO SPA,ITALY
3862,LINODE LIMITED LIABILITY COMPANY,UNITED STATES
3863,BARCLAYS PLC,UNITED KINGDOM
3864,GEWISS SPA,ITALY
3865,SIMCORP USA INC.,UNITED STATES
3866,BARCLAYS EXECUTION SERVICES LIMITED,UNITED KINGDOM
3867,AGRICOLA PIANO VERDE SRL SOCIETA' AGRICOLA,ITALY
3868,ASSOCIATED INDUSTRIES INSURANCE COMPANY INC,UNITED STATES
3869,ASCENT FLIGHT TRAINING (HOLDINGS) LIMITED,UNITED KINGDOM
3870,ITALIA TRASPORTO AEREO SPA,ITALY
3871,"GENERAL ELECTRIC INTERNATIONAL OPERATIONS COMPANY, INC.",UNITED STATES
3872,CHR ESTATES LIMITED,UNITED KINGDOM
3873,RICHEMONT ITALIA SPA,ITALY
3874,BP ALTERNATIVE ENERGY NORTH AMERICA INC.,UNITED STATES
3875,SHIMADZU UK LIMITED,UNITED KINGDOM
3876,PATEK PHILIPPE ITALIA SRL,ITALY
3877,"SHELL ENERGY NORTH AMERICA (US), L.P.",UNITED STATES
3878,DFDS LOGISTICS LIMITED,UNITED KINGDOM
3879,VIASAT GROUP SPA,ITALY
3880,NIELSEN CONSUMER LLC,UNITED STATES
3881,DFDS LOGISTICS CONTRACTS LIMITED,UNITED KINGDOM
3882,ONCLUSIVE MEDIA SRL,ITALY
3883,"MARTIN RETAIL GROUP, LLC",UNITED STATES
3884,DFDS PENSION LIMITED,UNITED KINGDOM
3885,DYNACAST ITALIA TORINO SPA,ITALY
3886,"NEW BALANCE ATHLETICS, INC.",UNITED STATES
3887,DFDS FRESH LOGISTICS LIMITED,UNITED KINGDOM
3888,VOSSLOH-SCHWABE ITALIA SPA,ITALY
3889,"SAUCONY, INC.",UNITED STATES
3890,COLT TECHNOLOGY SERVICES,UNITED KINGDOM
3891,TRE ALTAMIRA SRL,ITALY
3892,"MAGNA POWERTRAIN USA, INC.",UNITED STATES
3893,COLT TECHNOLOGY SERVICES EUROPE LIMITED,UNITED KINGDOM
3894,DELUXE ETS ITALY SRL,ITALY
3895,TEXAS UNITED CORPORATION,UNITED STATES
3896,COLT DATA CENTRE SERVICES UK LIMITED,UNITED KINGDOM
3897,GRENKE LOCAZIONE SRL,ITALY
3898,AAC TECHNOLOGIES HOLDINGS INC,UNITED STATES
3899,PRINCIPAL REAL ESTATE EUROPE LIMITED,UNITED KINGDOM
3900,AMAZON ITALIA SERVICES SRL,ITALY
3901,"FOREST RIVER, INC.",UNITED STATES
3902,ZODIA CUSTODY LIMITED,UNITED KINGDOM
3903,AMAZON ITALIA LOGISTICA SRL,ITALY
3904,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",UNITED STATES
3905,CML F & L [TELFORD] LTD,UNITED KINGDOM
3906,AMAZON ITALIA CUSTOMER SERVICES SRL,ITALY
3907,REVOLUT TECHNOLOGIES INC.,UNITED STATES
3908,ZIGZAG GLOBAL LTD,UNITED KINGDOM
3909,AMAZON EU S.A RL,ITALY
3910,"PSG GLOBAL SOLUTIONS, LLC",UNITED STATES
3911,XODUS GROUP LIMITED,UNITED KINGDOM
3912,AMAZON ITALIA TRANSPORT SRL,ITALY
3913,"BUNGIE, INC.",UNITED STATES
3914,DIGNITY FUNERALS LIMITED,UNITED KINGDOM
3915,AMAZON ONLINE ITALY SRL,ITALY
3916,MGM RESORTS INTERNATIONAL,UNITED STATES
3917,CRODA EUROPE LIMITED,UNITED KINGDOM
3918,LIBERTY SPECIALTY MARKETS EUROPE SARL FILIALE ITALIANA,ITALY
3919,WALMART INC.,UNITED STATES
3920,CRODA INTERNATIONAL PUBLIC LIMITED COMPANY,UNITED KINGDOM
3921,DIRECT CHANNEL SPA,ITALY
3922,"ZARA USA, INC.",UNITED STATES
3923,CRODA INVESTMENTS NO 3 LIMITED,UNITED KINGDOM
3924,ALLIANZ DIRECT SPA,ITALY
3925,BLACKSTONE GROUP HOLDINGS L.L.C.,UNITED STATES
3926,SMITH & NEPHEW UK LIMITED,UNITED KINGDOM
3927,WIND TRE SPA,ITALY
3928,IHS MARKIT GLOBAL LLC,UNITED STATES
3929,DS SMITH PAPER LIMITED,UNITED KINGDOM
3930,ESPRINET SPA,ITALY
3931,"TWITTER, INC.",UNITED STATES
3932,DS SMITH LOGISTICS LIMITED,UNITED KINGDOM
3933,DUPESSEY ITALIA SRL,ITALY
3934,"GAP, INC., THE",UNITED STATES
3935,DS SMITH PACKAGING LIMITED,UNITED KINGDOM
3936,LNS ITALIA SRL,ITALY
3937,"NETFLIX GLOBAL, LLC",UNITED STATES
3938,DS SMITH RECYCLING UK LIMITED,UNITED KINGDOM
3939,ARUBA SPA,ITALY
3940,"NETFLIX WORLDWIDE ENTERTAINMENT, LLC",UNITED STATES
3941,HILL & SMITH HOLDINGS PLC,UNITED KINGDOM
3942,GESTIONI SPA,ITALY
3943,"NETFLIX PRODUCTIONS, LLC",UNITED STATES
3944,SMITHS GROUP PLC,UNITED KINGDOM
3945,A.A. MODELLERIA SRL,ITALY
3946,WELLS FARGO & COMPANY,UNITED STATES
3947,BIORELIANCE BIOTECH LIMITED,UNITED KINGDOM
3948,FLOS SPA,ITALY
3949,UMB BANK N.A.,UNITED STATES
3950,DURA-ID SOLUTIONS LIMITED,UNITED KINGDOM
3951,FLOS ROMA SRL,ITALY
3952,LUFTHANSA AVIATION TRAINING USA INC.,UNITED STATES
3953,"DURA AUTOMOTIVE HOLDINGS U.K., LTD",UNITED KINGDOM
3954,ESSECO GROUP SRL,ITALY
3955,"RIOT GAMES, INC.",UNITED STATES
3956,TOTAL MARKETING SUPPORT GLOBAL LIMITED,UNITED KINGDOM
3957,ESSECO SRL,ITALY
3958,"GRAY MEDIA GROUP, INC.",UNITED STATES
3959,TOTAL MARKETING SUPPORT LIMITED,UNITED KINGDOM
3960,ELBA ITALY SPA,ITALY
3961,"BAMKO, LLC",UNITED STATES
3962,BE II INVESTMENTS (GP) LIMITED,UNITED KINGDOM
3963,SUPPLY@ME SRL,ITALY
3964,REGAL REXNORD CORPORATION,UNITED STATES
3965,BRIDGEPOINT ADVISERS EUROPE LIMITED,UNITED KINGDOM
3966,HOWDEN ITALIA SPA,ITALY
3967,SIMPSON STRONG-TIE COMPANY INC.,UNITED STATES
3968,CNH INDUSTRIAL OLDCO CAPITAL LIMITED,UNITED KINGDOM
3969,BARILLA HOLDING SRL,ITALY
3970,"HELIX ENERGY SOLUTIONS GROUP, INC.",UNITED STATES
3971,CNH U.K. LIMITED,UNITED KINGDOM
3972,BARILLA G. E R. FRATELLI SPA,ITALY
3973,"HWASEUNG AUTOMOTIVE AMERICA HOLDINGS, INC",UNITED STATES
3974,IC FINANCIAL SERVICES UK LIMITED,UNITED KINGDOM
3975,FIRST SPA,ITALY
3976,"ANGELO, GORDON & CO., L.P.",UNITED STATES
3977,CNH INDUSTRIAL N.V.,UNITED KINGDOM
3978,INTEGRA DOCUMENT MANAGEMENT SRL,ITALY
3979,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,UNITED STATES
3980,NATIXIS,UNITED KINGDOM
3981,ELETTROSYSTEM SRL,ITALY
3982,AVSC HOLDING CORP.,UNITED STATES
3983,NATIXIS INVESTMENT MANAGERS UK LIMITED,UNITED KINGDOM
3984,ARISTON HOLDING N.V.,ITALY
3985,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",UNITED STATES
3986,PRAMEX INTERNATIONAL LTD,UNITED KINGDOM
3987,CEMENTIR HOLDING N.V.,ITALY
3988,HORSESHOE ENTERTAINMENT,UNITED STATES
3989,DHL INTERNATIONAL (UK) LIMITED,UNITED KINGDOM
3990,ITALCER SPA,ITALY
3991,ISLE OF CAPRI LAKE CHARLES,UNITED STATES
3992,DHL SUPPLY CHAIN LIMITED,UNITED KINGDOM
3993,POMELLATO SPA,ITALY
3994,"PENN ENTERTAINMENT, INC.",UNITED STATES
3995,GOOGLE UK LIMITED,UNITED KINGDOM
3996,POMELLATO EUROPA SPA,ITALY
3997,DISNEY PUBLISHING WORLDWIDE,UNITED STATES
3998,ACCOR (U.K.) LIMITED,UNITED KINGDOM
3999,GENERAL ELECTRIC INTERNATIONAL INC.,ITALY
4000,"CPRIME, INC.",UNITED STATES
4001,ACCOR UK BUSINESS & LEISURE HOTELS LIMITED,UNITED KINGDOM
4002,PRYSMIAN POWERLINK SRL,ITALY
4003,"BLACKROCK FINANCIAL MANAGEMENT, INC.",UNITED STATES
4004,ACCOR UK ECONOMY HOTELS LIMITED,UNITED KINGDOM
4005,PRYSMIAN SPA,ITALY
4006,RIVERSIDE PARTNERS L.L.C.,UNITED STATES
4007,GB3 LIMITED,UNITED KINGDOM
4008,PRYSMIAN ELECTRONICS SRL,ITALY
4009,"STEELASTIC COMPANY, L.L.C., THE",UNITED STATES
4010,SSE Insurance Limited,UNITED KINGDOM
4011,TREVES ITALIA SRL,ITALY
4012,MICROSOFT CORPORATION,UNITED STATES
4013,LUCECO PLC,UNITED KINGDOM
4014,COVA MONTENAPOLEONE SRL,ITALY
4015,"AON CONSULTING, INC.",UNITED STATES
4016,LUCECO LIGHTING LIMITED,UNITED KINGDOM
4017,PASTICCERIA CONFETTERIA COVA SRL,ITALY
4018,"ASSUREDPARTNERS OF ILLINOIS, LLC",UNITED STATES
4019,BRE GLOBAL LIMITED,UNITED KINGDOM
4020,SALDI PRIVATI SRL,ITALY
4021,"WASTE MANAGEMENT NATIONAL SERVICES, INC.",UNITED STATES
4022,ALLIANCE PHARMA PLC,UNITED KINGDOM
4023,GIANNI VERSACE SRL,ITALY
4024,"WASTE MANAGEMENT, INC.",UNITED STATES
4025,CORPORATE TRAVEL MANAGEMENT (UNITED KINGDOM) LIMITED,UNITED KINGDOM
4026,MICROBIAL CONTROL ITALY SRL,ITALY
4027,VT SERVICES INC.,UNITED STATES
4028,KEYLINE TRAVEL MANAGEMENT LIMITED,UNITED KINGDOM
4029,ITALIA T1 RONCOLO SRL,ITALY
4030,PROGRESS SOFTWARE CORPORATION,UNITED STATES
4031,CORPORATE TRAVEL MANAGEMENT (EUROPE) LIMITED,UNITED KINGDOM
4032,AUTODIS ITALIA SRL,ITALY
4033,LOON LLC,UNITED STATES
4034,EGENCIA UK LTD,UNITED KINGDOM
4035,LUXOTTICA GROUP SPA,ITALY
4036,"SENTINEL CAPITAL PARTNERS, L.L.C.",UNITED STATES
4037,DE AGOSTINI UK LIMITED,UNITED KINGDOM
4038,BULGARI SPA,ITALY
4039,SOUTHERN NEWSPAPERS OF ALABAMA INC,UNITED STATES
4040,COMPUTERSHARE INVESTOR SERVICES PLC,UNITED KINGDOM
4041,BULGARI ROMA SRL,ITALY
4042,"RETAL PA, LLC",UNITED STATES
4043,COMPUTERSHARE LIMITED,UNITED KINGDOM
4044,MASCHIO GASPARDO SPA,ITALY
4045,"EMBRACE PET INSURANCE AGENCY, LLC",UNITED STATES
4046,COMPUTERSHARE VOUCHER SERVICES LIMITED,UNITED KINGDOM
4047,UNIVERSITA' DEGLI STUDI DI FOGGIA,ITALY
4048,COMPRESSOR CONTROLS LLC,UNITED STATES
4049,COMPUTERSHARE MORTGAGE SERVICES LIMITED,UNITED KINGDOM
4050,DATA FLOW SRL,ITALY
4051,"XPO NAT SOLUTIONS, LLC",UNITED STATES
