ceo,country,founded,industry,link,name,rank,revenue
Not found,South Korea,2000,Not found,https://www.value.today/company/aprogen,APROGEN,7693,111 Million USD
Not found,China,2012,Not found,https://www.value.today/company/ben-lai,BEN LAI,7693,Not found
Not found,USA,2015,Not found,https://www.value.today/company/away,AWAY,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/boqii,BOQII,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/beibei,BEIBEI,7693,Not found
Not found,China,2017,Not found,https://www.value.today/company/bordrin,BORDRIN,7693,Not found
Not found,China,2015,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/banma,BANMA,7693,Not found
Not found,UK,2013,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/benevolentai,BENEVOLENTAI,7693,Not found
Not found,Argentina,2013,"['Software and IT', 'Technology']",https://www.value.today/company/auth0,AUTH0,7693,Not found
Not found,UK,2014,"['Banking Services', 'Financial Services']",https://www.value.today/company/atom-bank,ATOM BANK,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/boss-zhipin,BOSS ZHIPIN,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/cjia,CJIA,7693,Not found
Not found,Spain,2011,Not found,https://www.value.today/company/cabify,CABIFY,7693,Not found
Not found,USA,2013,['Gym and Fitness'],https://www.value.today/company/classpass,CLASSPASS,7693,Not found
Not found,China,2018,Not found,https://www.value.today/company/carzone,CARZONE,7693,Not found
Not found,USA,2012,Not found,https://www.value.today/company/calm.com,CALM.COM,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/chemao,CHEMAO,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/chunyuyisheng,CHUNYUYISHENG,7693,Not found
Not found,USA,2008,Not found,https://www.value.today/company/c2fo,C2FO,7693,Not found
Not found,USA,2014,Not found,https://www.value.today/company/branch,BRANCH ,7693,Not found
Not found,USA,2013,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/clover-health,CLOVER HEALTH,7693,Not found
Not found,USA,2010,Not found,https://www.value.today/company/docker,DOCKER,7693,Not found
Not found,China,2017,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/cosmoplat,COSMOPLAT,7693,Not found
Not found,USA,2011,"['Cloud Services', 'Technology']",https://www.value.today/company/digitalocean,DIGITALOCEAN,7693,Not found
Not found,France,2006,Not found,https://www.value.today/company/deezer,DEEZER,7693,Not found
Not found,USA,2016,Not found,https://www.value.today/company/dave,DAVE,7693,Not found
Not found,France,2012,Not found,https://www.value.today/company/contentsquare,CONTENTSQUARE,7693,Not found
Not found,USA,2012,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/datarobot,DATAROBOT,7693,Not found
Not found,China,2015,Not found,https://www.value.today/company/dmall,DMALL,7693,Not found
Not found,USA,2008,Not found,https://www.value.today/company/collibra,COLLIBRA,7693,Not found
Not found,France,2013,Not found,https://www.value.today/company/doctolib,DOCTOLIB,7693,Not found
Not found,USA,2017,"['Retail', 'Internet or Mobile App Based Business', 'Technology']",https://www.value.today/company/faire,FAIRE,7693,Not found
Not found,China,2007,Not found,https://www.value.today/company/fanli,FANLI,7693,Not found
Not found,Brazil,2012,Not found,https://www.value.today/company/ebanx,EBANX,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/easy-life,EASY LIFE,7693,Not found
Not found,USA,2007,Not found,https://www.value.today/company/ezcater,EZCATER,7693,Not found
Not found,China,2008,Not found,https://www.value.today/company/envision,ENVISION,7693,Not found
Not found,USA,2008,"['Cloud Services', 'Technology', 'Software and IT']",https://www.value.today/company/druva,DRUVA,7693,Not found
Not found,China,2015,Not found,https://www.value.today/company/dotc-united,DOTC UNITED,7693,Not found
Not found,China,2000,Not found,https://www.value.today/company/dxy,DXY,7693,Not found
Not found,USA,2014,Not found,https://www.value.today/company/farmers-business-network,FARMERS BUSINESS NETWORK,7693,Not found
Not found,China,2012,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/geo,GEO,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/geneseeq,GENESEEQ,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/fxiaoke,FXIAOKE,7693,Not found
Not found,China,2003,Not found,https://www.value.today/company/galaxycore,GALAXYCORE,7693,Not found
Not found,China,2011,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/g7,G7,7693,Not found
Not found,USA,2011,"['Digital Payment Solution Services', 'Technology']",https://www.value.today/company/flywire,FLYWIRE,7693,Not found
Not found,China,2015,['Logistics'],https://www.value.today/company/fcbox,FCBOX,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/flash-ex,FLASH EX,7693,Not found
Not found,China,2002,Not found,https://www.value.today/company/fengshang,FENGSHANG,7693,Not found
Not found,Spain,2015,Not found,https://www.value.today/company/glovo,GLOVO,7693,Not found
Not found,Finland,2016,Not found,https://www.value.today/company/hmd,HMD ,7693,Not found
Not found,India,2012,Not found,https://www.value.today/company/hike,HIKE,7693,Not found
Not found,China,2006,Not found,https://www.value.today/company/haodf,HAODF,7693,Not found
Not found,USA,2006,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/highradius,HIGHRADIUS,7693,Not found
Not found,USA,2015,['Insurance'],https://www.value.today/company/hippo,HIPPO,7693,Not found
Not found,USA,2015,['Technology'],https://www.value.today/company/guild-education,GUILD EDUCATION,7693,Not found
Not found,USA,2012,Not found,https://www.value.today/company/grove-collaborative,GROVE COLLABORATIVE,7693,Not found
Not found,Brazil,2012,Not found,https://www.value.today/company/gympass,GYMPASS ,7693,Not found
Not found,USA,2009,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/grammarly,GRAMMARLY,7693,Not found
Not found,China,2009,Not found,https://www.value.today/company/hosjoy,HOSJOY,7693,Not found
Not found,Brazil,2011,Not found,https://www.value.today/company/ifood,IFOOD,7693,Not found
Not found,USA,2015,"['Technology', 'Software and IT']",https://www.value.today/company/instabase,INSTABASE,7693,Not found
Not found,China,2015,Not found,https://www.value.today/company/icarbonx,ICARBONX,7693,Not found
Not found,USA,2013,"['Data Centers', 'Technology']",https://www.value.today/company/illumio,ILLUMIO,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/ihomefnt,IHOMEFNT,7693,Not found
Not found,USA,2009,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/icertis,ICERTIS,7693,Not found
Not found,China,2015,Not found,https://www.value.today/company/huasheng,HUASHENG,7693,Not found
Not found,USA,2011,['Technology'],https://www.value.today/company/ibotta,IBOTTA,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/hozon,HOZON,7693,Not found
Not found,USA,2011,['Software and IT'],https://www.value.today/company/intercom,INTERCOM,7693,Not found
Not found,China,2010,Not found,https://www.value.today/company/jiuxian,JIUXIAN,7693,Not found
Not found,China,2011,['Logistics'],https://www.value.today/company/juma,JUMA,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/kk-group,KK GROUP,7693,Not found
Not found,USA,2002,Not found,https://www.value.today/company/kendra-scott,KENDRA SCOTT ,7693,Not found
Not found,USA,2016,Not found,https://www.value.today/company/knotel,KNOTEL,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/jollychic,JOLLYCHIC,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/juanpi,JUANPI,7693,Not found
Not found,USA,2013,['Logistics'],https://www.value.today/company/keeptruckin,KEEPTRUCKIN,7693,Not found
Not found,France,2000,Not found,https://www.value.today/company/ivalua,IVALUA,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/knowbox,KNOWBOX,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/kujiale,KUJIALE,7693,Not found
Not found,China,2013,['Logistics'],https://www.value.today/company/lalamove,LALAMOVE,7693,Not found
Not found,Japan,2014,Not found,https://www.value.today/company/liquid-global,LIQUID GLOBAL ,7693,Not found
Not found,Israel,2013,Not found,https://www.value.today/company/lightricks,LIGHTRICKS,7693,Not found
Not found,China,2017,Not found,https://www.value.today/company/leapmotor,LEAPMOTOR,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/linkdoc,LINKDOC,7693,Not found
Not found,China,2014,['Logistics'],https://www.value.today/company/loji,LOJI ,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/linmon,LINMON,7693,Not found
Not found,China,2016,Not found,https://www.value.today/company/kr-space,KR SPACE,7693,Not found
Not found,USA,2007,['Security Systems and Solutions'],https://www.value.today/company/lookout,LOOKOUT ,7693,Not found
Not found,China,2016,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/momenta,MOMENTA,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/maimai,MAIMAI,7693,Not found
Not found,France,2016,Not found,https://www.value.today/company/meero,MEERO ,7693,Not found
Not found,USA,2007,"['Advertising', 'Technology']",https://www.value.today/company/mediamath,MEDIAMATH,7693,Not found
Not found,Switzerland,2012,Not found,https://www.value.today/company/mindmaze,MINDMAZE,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/medbanks,MEDBANKS,7693,Not found
Not found,USA,2001,Not found,https://www.value.today/company/marklogic,MARKLOGIC,7693,Not found
Not found,China,2012,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/mobvoi,MOBVOI,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/luojilab,LUOJILAB,7693,Not found
Not found,USA,2013,Not found,https://www.value.today/company/moneylion,MONEYLION,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/novogene,NOVOGENE,7693,Not found
Not found,China,2013,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/orbbec,ORBBEC,7693,Not found
Not found,India,2017,Not found,https://www.value.today/company/ola-electric,OLA ELECTRIC,7693,Not found
Not found,China,2016,Not found,https://www.value.today/company/newlink,NEWLINK,7693,Not found
Not found,Germany,2012,Not found,https://www.value.today/company/omio,OMIO,7693,Not found
Not found,USA,2013,Not found,https://www.value.today/company/outreach,OUTREACH,7693,Not found
Not found,Israel,2010,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/orcam-technologies,ORCAM TECHNOLOGIES,7693,Not found
Not found,USA,2009,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/o9-solutions,O9 SOLUTIONS,7693,Not found
Not found,USA,2011,Not found,https://www.value.today/company/offerup,OFFERUP,7693,Not found
Not found,UK,2009,Not found,https://www.value.today/company/ovo-energy,OVO ENERGY,7693,Not found
Not found,USA,2005,Not found,https://www.value.today/company/quizlet,QUIZLET,7693,Not found
Not found,China,2015,Not found,https://www.value.today/company/perfect-diary,PERFECT DIARY,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/renrenche,RENRENCHE,7693,Not found
Not found,USA,2013,"['Software and IT', 'Analytics']",https://www.value.today/company/pendo,PENDO,7693,Not found
Not found,Philippines,2015,Not found,https://www.value.today/company/revolution-precrafted,REVOLUTION PRECRAFTED,7693,Not found
Not found,Brazil,2014,Not found,https://www.value.today/company/quintoandar,QUINTOANDAR,7693,Not found
Not found,USA,2013,Not found,https://www.value.today/company/parkjockey,PARKJOCKEY ,7693,Not found
Not found,USA,2015,Not found,https://www.value.today/company/pat-mcgrath-labs,PAT MCGRATH LABS,7693,Not found
Not found,USA,2000,['Media'],https://www.value.today/company/red-ventures,RED VENTURES,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/ringpai,RINGPAI,7693,Not found
Not found,USA,2004,"['Artificial Intelligence', 'Technology', 'Software and IT', 'Analytics']",https://www.value.today/company/sisense,SISENSE,7693,Not found
Not found,China,2015,Not found,https://www.value.today/company/shanghai-shizhuang-information-technology-co.ltd,"SHANGHAI SHIZHUANG INFORMATION TECHNOLOGY CO.,LTD",7693,Not found
Not found,USA,2016,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/scale-ai,SCALE AI,7693,Not found
Not found,China,2007,Not found,https://www.value.today/company/sinocelltech,SINOCELLTECH,7693,Not found
Not found,USA,2011,"['Technology', 'Basic Materials']",https://www.value.today/company/sila-nanotechnologies,SILA NANOTECHNOLOGIES,7693,Not found
Not found,USA,2016,['Software and IT'],https://www.value.today/company/seismic,SEISMIC,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/skio,SKIO,7693,Not found
Not found,USA,2006,"['Aerospace and Defense', 'Aerospace Products', 'Satellites']",https://www.value.today/company/rocket-lab,ROCKET LAB,7693,Not found
Not found,USA,2008,"['Software and IT', 'Technology']",https://www.value.today/company/rubicon-global,RUBICON GLOBAL,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/smartmi,SMARTMI,7693,Not found
Not found,USA,2014,"['Technology', 'Financial Services', 'Software and IT']",https://www.value.today/company/symphony-communication-services,SYMPHONY COMMUNICATION SERVICES,7693,Not found
Not found,USA,2011,"['Artificial Intelligence', 'Technology', 'Software and IT', 'Cloud Services']",https://www.value.today/company/talkdesk,TALKDESK,7693,Not found
Not found,USA,2012,Not found,https://www.value.today/company/honest-company,THE HONEST COMPANY ,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/taimei-technology,TAIMEI TECHNOLOGY,7693,Not found
Not found,UK,2011,Not found,https://www.value.today/company/sumup,SUMUP,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/talkingdata,TALKINGDATA,7693,Not found
Not found,USA,2010,"['Artificial Intelligence', 'Analytics', 'Technology']",https://www.value.today/company/sumo-logic,SUMO LOGIC,7693,Not found
Not found,USA,2012,"['Real Estate', 'Rent / Lease Services', 'Technology']",https://www.value.today/company/sonder,SONDER,7693,Not found
Not found,USA,2015,Not found,https://www.value.today/company/stockx,STOCKX ,7693,Not found
Not found,South Korea,2010,Not found,https://www.value.today/company/tmon,TMON ,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/v-linker,V LINKER,7693,Not found
Not found,France,2001,Not found,https://www.value.today/company/veepee,VEEPEE,7693,Not found
Not found,USA,2016,Not found,https://www.value.today/company/vast-data,VAST DATA,7693,Not found
Not found,USA,2009,['Rent / Lease Services'],https://www.value.today/company/vacasa,VACASA,7693,Not found
Not found,USA,2011,"['Education', 'Internet or Mobile App Based Business', 'Technology']",https://www.value.today/company/udacity,UDACITY ,7693,Not found
Not found,China,2012,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/unisound,UNISOUND  ,7693,Not found
Not found,Austria,2007,['Software and IT'],https://www.value.today/company/tricentis,TRICENTIS,7693,Not found
Not found,USA,2011,['Software and IT'],https://www.value.today/company/tresata,TRESATA,7693,Not found
Not found,USA,2009,Not found,https://www.value.today/company/tradeshift,TRADESHIFT,7693,Not found
Not found,USA,2003,['Media'],https://www.value.today/company/vox-media,VOX MEDIA,7693,Not found
Not found,China,2011,Not found,https://www.value.today/company/yaochufa,YAOCHUFA,7693,Not found
Not found,South Korea,2005,Not found,https://www.value.today/company/yanolja,YANOLJA,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/wtoip,WTOIP,7693,Not found
Not found,China,2013,Not found,https://www.value.today/company/wifi-master-key,WIFI MASTER KEY,7693,Not found
Not found,China,2009,Not found,https://www.value.today/company/womai,WOMAI,7693,Not found
Not found,China,2018,Not found,https://www.value.today/company/xingsheng,XINGSHENG,7693,Not found
Not found,China,2012,['Logistics'],https://www.value.today/company/yh-global,YH GLOBAL,7693,Not found
Not found,USA,2013,Not found,https://www.value.today/company/vroom,VROOM,7693,Not found
Not found,China,2014,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/wecash,WECASH,7693,Not found
Not found,China,2014,Not found,https://www.value.today/company/yijiupi,YIJIUPI,7693,Not found
Not found,South Africa,Not found,"['Real Estate', 'Retail', 'Property Investments', 'Commercial Properties']",https://www.value.today/company/resilient-reit,RESILIENT REIT,7695,91 Million USD
Not found,China,Not found,"['Consumer Cyclical', 'Textile']",https://www.value.today/company/dezhan-healthcare-company,DEZHAN HEALTHCARE COMPANY,7696,Not found
Not found,Luxembourg,2009,['Technology'],https://www.value.today/company/ocsial,OCSIAL,7693,Not found
Not found,China,2012,Not found,https://www.value.today/company/yooli,YOOLI,7693,Not found
Not found,Nigeria,2002,"['Digital Payment Solution Services', 'Technology', 'Internet or Mobile App Based Business']",https://www.value.today/company/interswitch,INTERSWITCH,7693,Not found
Not found,China,2014,['Logistics'],https://www.value.today/company/yunniao,YUNNIAO,7693,Not found
Not found,USA,2007,"['Artificial Intelligence', 'Technology', 'Software and IT']",https://www.value.today/company/zeta-global,ZETA GLOBAL,7693,Not found
Not found,China,2009,Not found,https://www.value.today/company/ymatou,YMATOU,7693,Not found
Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology']",https://www.value.today/company/jiangxi-fushine-pharmaceutical,JIANGXI FUSHINE PHARMACEUTICAL,7694,Not found
Not found,France,Not found,"['Industries', 'Logistics', 'Freight Transport']",https://www.value.today/company/stef,STEF,7697,"3,505 Million USD"
Not found,USA,Not found,['Financial Services'],https://www.value.today/company/world-acceptance-corporation,WORLD ACCEPTANCE CORPORATION,7702,548 Million USD
Not found,Mexico,Not found,"['Consumer Defensive', 'Retail']",https://www.value.today/company/grupo-gigante-s.-.-b.-de-c.-v,GRUPO GIGANTE S. A. B. DE C. V,7705,"1,413 Million USD"
Not found,China,Not found,['Paper and Pulp'],https://www.value.today/company/guangdong-guanhao-high-tech-co.-ltd.,"GUANGDONG GUANHAO HIGH-TECH CO., LTD.",7700,Not found
Not found,China,Not found,"['Industries', 'Lighting Products', 'Electrical Products']",https://www.value.today/company/warom-technology-company,WAROM TECHNOLOGY COMPANY,7704,Not found
Not found,USA,2015,"['Consumer Cyclical', 'Resorts', 'Casinos', 'Entertainment', 'Consumer Services']",https://www.value.today/company/golden-entertainment,GOLDEN ENTERTAINMENT,7698,"1,096 Million USD"
Not found,USA,Not found,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products']",https://www.value.today/company/atara-biotherapeutics,ATARA BIOTHERAPEUTICS,7703,20 Million USD
Not found,China,Not found,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",https://www.value.today/company/kuangda-technology-group,KUANGDA TECHNOLOGY GROUP,7706,Not found
Not found,USA,Not found,"['Financial Services', 'Banking Services']",https://www.value.today/company/oceanfirst-financial,OCEANFIRST FINANCIAL,7701,352 Million USD
Not found,USA,Not found,"['Real Estate', 'Consumer Services', 'Property Investments']",https://www.value.today/company/ltc-properties,LTC PROPERTIES,7699,155 Million USD
Not found,Switzerland,Not found,"['Financial Services', 'Conglomerate']",https://www.value.today/company/leonteq-ag,LEONTEQ AG,7707,321 Million USD
Not found,USA,Not found,"['Financial Services', 'Banking Services']",https://www.value.today/company/connectone-bancorp,CONNECTONE BANCORP,7710,277 Million USD
Not found,USA,Not found,"['Consumer Cyclical', 'Retail', 'Consumer Services']",https://www.value.today/company/bed-bath-beyond,BED BATH & BEYOND,7715,"7,867 Million USD"
Not found,Canada,Not found,"['Industries', 'Mining', 'Coal Mining', 'Transportation', 'Freight Transport', 'Logistics', 'Shipping']",https://www.value.today/company/westshore-terminals-investment-corporation,WESTSHORE TERMINALS INVESTMENT CORPORATION,7711,261 Million USD
Not found,Canada,Not found,"['Technology', 'Software and IT']",https://www.value.today/company/lifeworks-inc.,LIFEWORKS INC.,7716,Not found
Not found,USA,Not found,"['Healthcare', 'Software and IT', 'Cloud Services', 'Healthcare Technology and Information']",https://www.value.today/company/accolade-inc.,"ACCOLADE, INC.",7714,310 Million USD
Not found,China,Not found,"['Consumer Defensive', 'Pharmaceutical', 'HealthCare Products', 'FMCG', 'Package Foods', 'Food Products']",https://www.value.today/company/cspc-innovation-pharmaceutical,CSPC INNOVATION PHARMACEUTICAL,7712,Not found
Not found,China,Not found,['Real Estate'],https://www.value.today/company/shenzhen-wongtee-international-enterprise,SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE,7713,Not found
Not found,Taiwan,Not found,"['Technology', 'Electronics', 'Semiconductors']",https://www.value.today/company/taiwan-surface-mounting-technology,TAIWAN SURFACE MOUNTING TECHNOLOGY,7708,"2,172 Million USD"
Not found,China,Not found,"['Industries', 'Lighting Products', 'Electrical Products']",https://www.value.today/company/shanghai-moons-electric,SHANGHAI MOONS' ELECTRIC,7709,Not found
Not found,Hong Kong,Not found,"['Real Estate', 'Hotels']",https://www.value.today/company/hongkong-and-shanghai-hotels,HONGKONG AND SHANGHAI HOTELS,7725,441 Million USD
Not found,China,Not found,"['Consumer Cyclical', 'Furniture', 'Home Furnishing']",https://www.value.today/company/guangzhou-shangpin-home-collection,GUANGZHOU SHANGPIN HOME COLLECTION,7721,"1,064 Million USD"
Not found,Japan,Not found,"['Healthcare', 'Medical Equipment']",https://www.value.today/company/jins-holdings,JINS HOLDINGS,7724,466 Million USD
Not found,Canada,Not found,"['Industries', 'Packaging', 'Business Services']",https://www.value.today/company/transcontinental,TRANSCONTINENTAL,7719,"2,032 Million USD"
Not found,Japan,1963,"['Consumer Cyclical', 'Retail']",https://www.value.today/company/askul-corporation,ASKUL CORPORATION,7722,"3,127 Million USD"
Not found,China,Not found,"['Consumer Cyclical', 'Boats', 'Leisure']",https://www.value.today/company/yaguang-technology-group-company,YAGUANG TECHNOLOGY GROUP COMPANY,7720,231 Million USD
Not found,Saudi Arabia,Not found,"['Basic Materials', 'Cement', 'Construction Materials']",https://www.value.today/company/yamama-saudi-cement-company,YAMAMA SAUDI CEMENT COMPANY,7718,196 Million USD
Not found,Japan,Not found,['Healthcare'],https://www.value.today/company/nichiigakkan,NICHIIGAKKAN,7720,"2,740 Million USD"
Not found,Japan,Not found,"['Financial Services', 'Asset Management']",https://www.value.today/company/jafco,JAFCO,7723,202 Million USD
Not found,Thailand,Not found,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",https://www.value.today/company/sri-trang-agro-industry-public-company,SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY,7717,"3,273 Million USD"
Not found,UK,Not found,"['Investments', 'Asset Management']",https://www.value.today/company/blackrock-smaller-co-trust,BLACKROCK SMALLER CO TRUST,7731,74 Million USD
Not found,UK,1990,"['Communication Services', 'Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Technology']",https://www.value.today/company/team17-group,TEAM17 GROUP,7733,106 Million USD
Not found,Switzerland,Not found,"['Financial Services', 'Insurance']",https://www.value.today/company/vaudoise-assurances-holding-sa,VAUDOISE ASSURANCES HOLDING SA,7730,"1,455 Million USD"
Not found,USA,Not found,['Technology'],https://www.value.today/company/traqer,TRAQER,7727,Not found
Not found,Thailand,Not found,['Financial Services'],https://www.value.today/company/aeon-thana-sinsap-thailand-public-company,AEON THANA SINSAP (THAILAND) PUBLIC COMPANY,7726,479 Million USD
Not found,USA,Not found,"['Technology', 'Retail', 'Software and IT']",https://www.value.today/company/eplus,EPLUS,7732,"1,821 Million USD"
Not found,Brazil,Not found,"['Consumer Defensive', 'Chocolate & Confectionery']",https://www.value.today/company/biosev,BIOSEV,7725,Not found
Not found,Argentina,Not found,"['Consumer Cyclical', 'Travel and Transport']",https://www.value.today/company/despegar.com,DESPEGAR.COM,7729,2 Million USD
Not found,Germany,1998,['Real Estate'],https://www.value.today/company/dic-asset-ag,DIC ASSET AG,7727,131 Million USD
Not found,USA,Not found,"['Consumer Cyclical', 'Transportation', 'Capital Goods', 'Marine Transportation', 'Recreational Vehicles']",https://www.value.today/company/malibu-boats,MALIBU BOATS,7728,"1,214 Million USD"
Not found,China,Not found,"['Consumer Defensive', 'FMCG']",https://www.value.today/company/hangzhou-haoyue-personal-care-co.-ltd,"HANGZHOU HAOYUE PERSONAL CARE CO., LTD",7741,Not found
Not found,Japan,Not found,"['Basic Materials', 'Chemicals']",https://www.value.today/company/fuso-chemical,FUSO CHEMICAL,7734,407 Million USD
Not found,Australia,Not found,"['Consumer Defensive', 'Consumer Non Durables', 'Farming / Seeds / Milling']",https://www.value.today/company/elders,ELDERS,7739,"1,883 Million USD"
Not found,France,2006,"['Financial Services', 'Banking Services']",https://www.value.today/company/caisse-regionale-de-credit-agricole-mutuel-du-languedoc-societe-cooperative,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SOCIETE COOPERATIVE,7735,612 Million USD
Not found,New Zealand,Not found,['Healthcare'],https://www.value.today/company/metlifecare,METLIFECARE,7738,Not found
Not found,USA,Not found,"['Consumer Cyclical', 'Automobile Parts']",https://www.value.today/company/holley-inc.,HOLLEY INC.,7738,692 Million USD
Not found,China,Not found,"['Basic Materials', 'Chemicals']",https://www.value.today/company/huafon-microfibre-shanghai,HUAFON MICROFIBRE (SHANGHAI),7736,Not found
Not found,China,Not found,"['Technology', 'Semiconductors']",https://www.value.today/company/zhejiang-lante-optics-co.-ltd.,"ZHEJIANG LANTE OPTICS CO., LTD.",7740,Not found
Not found,Taiwan,Not found,"['Basic Materials', 'Paper and Pulp']",https://www.value.today/company/cheng-loong-corporation,CHENG LOONG CORPORATION,7737,"1,487 Million USD"
Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Hospitals']",https://www.value.today/company/c.q.-pharmaceutical-holding,C.Q. PHARMACEUTICAL HOLDING,7742,Not found
Not found,Germany,Not found,['Real Estate'],https://www.value.today/company/vib-vermogen-ag,VIB VERMOGEN AG,7743,103 Million USD
Not found,Taiwan,Not found,"['Technology', 'Semiconductors']",https://www.value.today/company/technologies,VIA TECHNOLOGIES,7751,231 Million USD
Not found,USA,1945,"['Technology', 'Semiconductors']",https://www.value.today/company/veeco-instruments,VEECO INSTRUMENTS,7750,583 Million USD
Not found,China,Not found,"['Communication Services', 'Advertising']",https://www.value.today/company/guangdong-advertising-group,GUANGDONG ADVERTISING GROUP,7746,Not found
Not found,USA,Not found,"['Power Generation', 'Electricity Generation']",https://www.value.today/company/montauk-renewables-inc.,"MONTAUK RENEWABLES, INC.",7745,148 Million USD
Not found,USA,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology']",https://www.value.today/company/enanta-pharmaceuticals,ENANTA PHARMACEUTICALS,7749,97 Million USD
Not found,USA,Not found,"['Energy', 'Mining', 'Coal Mining', 'Iron and Steel']",https://www.value.today/company/arch-coal,ARCH COAL,7748,"2,208 Million USD"
Not found,China,Not found,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",https://www.value.today/company/beijing-sanyuan-foods,BEIJING SANYUAN FOODS,7747,Not found
Not found,China,Not found,"['Industries', 'Shipping']",https://www.value.today/company/rizhao-port,RIZHAO PORT,7744,Not found
Not found,China,Not found,"['Technology', 'Electronics', 'Capital Goods']",https://www.value.today/company/cowell-e-holdings,COWELL E HOLDINGS,7752,Not found
Not found,Sweden,Not found,"['Healthcare', 'Health Care Diagnostics']",https://www.value.today/company/olink-holding-ab-publ,OLINK HOLDING AB (PUBL),7753,9 Million USD
Not found,Germany,1938,"['Industries', 'Machinery Manufacturing', 'Office Equipment']",https://www.value.today/company/maschinenfabrik-berthold-hermle-ag,MASCHINENFABRIK BERTHOLD HERMLE AG,7761,375 Million USD
Not found,Japan,Not found,"['Industries', 'Facility Support Services', 'Business Services', 'Consumer Services']",https://www.value.today/company/aeon-delight,AEON DELIGHT,7762,"2,318 Million USD"
Not found,South Korea,1984,"['Industries', 'Industry Machinery', 'Elevators', 'Escalators']",https://www.value.today/company/hyundai-elevator-co.-ltd,HYUNDAI ELEVATOR CO. LTD,7758,"1,584 Million USD"
Not found,Sweden,Not found,"['Consumer Cyclical', 'Resorts', 'Restaurants', 'Leisure', 'Entertainment']",https://www.value.today/company/skistar-ab-publ,SKISTAR AB (PUBL),7760,259 Million USD
